moscot driver genes Fev+ delta;Fev_delta_pull_corr;Fev_delta_pull_pval;Fev_delta_pull_qval;Fev_delta_pull_ci_low;Fev_delta_pull_ci_high
Cdk2ap1;0.0764828902769579;0.0000000346;0.00000132;0.0493654145428965;0.103487689750123
Kit;0.0764379326097972;0.0000000352;0.00000134;0.0493203026017804;0.103442951811362
Shisal1;0.076419949041243;0.0000000355;0.00000134;0.0493022573529036;0.103425056106022
Gm3764;0.0762168527786442;0.0000000386;0.00000145;0.0490984657365334;0.103222950907218
Cox4i1;0.0761750546878424;0.0000000393;0.00000147;0.0490565248190772;0.103181356504942
Lynx1;0.0761713648247729;0.0000000393;0.00000147;0.049052822352112;0.103177684618606
Rps20;0.0760742124154921;0.0000000409;0.00000152;0.0489553383561564;0.103081005263671
Uba52;0.0759808952131757;0.0000000425;0.00000158;0.0488617031434164;0.102988141960851
Rps10;0.0759183518084676;0.0000000436;0.00000161;0.0487989468673716;0.102925902506853
Eif4a1;0.0758123676921497;0.0000000455;0.00000167;0.0486926025147314;0.102820432973167
Rpl30;0.0757703200890436;0.0000000463;0.0000017;0.0486504121636422;0.102778589354716
Rps24;0.0755333133540387;0.000000051;0.00000186;0.04841260262135;0.102542730617637
Krt8;0.0751319619284255;0.00000006;0.00000216;0.0480098987195331;0.102143316306109
Ccnd3;0.0750373127432562;0.0000000624;0.00000223;0.0479149318698416;0.102049122674088
Rpl6;0.0749981496271611;0.0000000634;0.00000226;0.0478756374567048;0.102010147911138
Rack1;0.0748213917476716;0.0000000681;0.00000242;0.0476982880287512;0.101834239108482
Ubc;0.0747956623116442;0.0000000688;0.00000244;0.0476724726276376;0.101808633125917
Cct2;0.0746399055983374;0.0000000732;0.0000026;0.0475161962863415;0.101653622991082
Hnrnpab;0.0745446609594667;0.0000000761;0.00000269;0.0474206345511684;0.1015588342358
Gm17088;0.074328480528576;0.000000083;0.00000292;0.0472037362369732;0.101343686721356
Actn3;0.0742327808697616;0.0000000862;0.00000303;0.0471077195993562;0.101248443511397
Sytl5;0.074225043984425;0.0000000865;0.00000303;0.0470999571096147;0.101240743506253
Arf5;0.0742172338972683;0.0000000868;0.00000303;0.0470921211791222;0.101232970644945
Cadps;0.0742020823239965;0.0000000873;0.00000305;0.0470769194792857;0.101217891280433
Mbtd1;0.0740686244763058;0.0000000921;0.0000032;0.0469430206503242;0.101085068924595
1190001M18Rik;0.0737934643673442;0.000000103;0.00000354;0.046666954413833;0.100811216017269
Bbc3;0.073787385408551;0.000000103;0.00000355;0.0466608554832537;0.100805165891529
Snrpe;0.0737478546561153;0.000000105;0.0000036;0.0466211949059861;0.100765822588296
Gata6;0.0737246138293624;0.000000106;0.00000362;0.0465978777928453;0.100742691926792
Rfwd3;0.0736909018083977;0.000000107;0.00000367;0.04656405516707;0.100709139654307
Zim1;0.0735604459442753;0.000000113;0.00000385;0.0464331718800668;0.100579301391996
Amotl2;0.0735387847564195;0.000000114;0.00000387;0.0464114398121117;0.100557742663059
Pla2g2d;0.0735013843485521;0.000000115;0.00000392;0.0463739170824524;0.100520519101986
Six2;0.0734761612635319;0.000000117;0.00000395;0.0463486115460212;0.100495415240919
Cbfa2t3;0.0734143197756896;0.000000119;0.00000404;0.0462865680526854;0.100433865918558
Hnrnpa2b1;0.073243208206074;0.000000128;0.00000429;0.0461148986371151;0.100263561674998
Txnip;0.0730642435206775;0.000000137;0.00000459;0.0459353522179388;0.100085439673683
Caprin1;0.073018736127405;0.00000014;0.00000466;0.0458896971800962;0.10004014628311
Dnajb6;0.0729794119075242;0.000000142;0.00000471;0.0458502454676662;0.100001006898789
Cotl1;0.0729385256736569;0.000000144;0.00000477;0.0458092267668004;0.0999603127537399
Nipal2;0.0728799200785084;0.000000147;0.00000486;0.0457504314553757;0.0999019823376048
Tgfbr1;0.0725542109038129;0.000000168;0.00000547;0.0454236713297856;0.0995777991259538
Irf2bp1;0.0723586234261545;0.000000181;0.00000587;0.045227455548762;0.0993831252280532
Snx9;0.0722566669356984;0.000000188;0.00000609;0.0451251723642927;0.0992816441511924
Ddr1;0.0722465703502877;0.000000189;0.00000611;0.0451150434578605;0.0992715946146247
Arid2;0.0721873061991864;0.000000193;0.00000624;0.0450555897038143;0.0992126065160083
Mtch1;0.0719650019319792;0.000000211;0.00000674;0.0448325759343936;0.0989913360497679
Rpl14;0.0716481694264998;0.000000238;0.00000755;0.0445147369057228;0.0986759723191609
Rps27;0.0714857053767407;0.000000254;0.00000798;0.0443517588656807;0.0985142593159749
Dyrk1b;0.0714211145274151;0.00000026;0.00000817;0.0442869640704306;0.0984499666637277
Gm48084;0.0711018083929459;0.000000294;0.00000919;0.0439666530789729;0.098132131357526
Ikzf5;0.0710118725593792;0.000000305;0.0000095;0.0438764352241283;0.0980426088024445
Nefl;0.0709815602455937;0.000000308;0.00000958;0.0438460279565453;0.0980124356830327
Lama5;0.0709022220459953;0.000000318;0.00000983;0.0437664414667977;0.0979334615697853
Dpysl4;0.070812315494361;0.000000329;0.0000101;0.043676253967477;0.0978439671916208
Scube1;0.0708079631672262;0.00000033;0.0000101;0.0436718880510415;0.0978396348064845
Eif3h;0.0707687577037262;0.000000334;0.0000103;0.043632560222774;0.0978006089329533
Sh3bgrl3;0.0705940966635625;0.000000358;0.0000109;0.043457355067312;0.097626746959118
Rpl18;0.0704363936500347;0.00000038;0.0000115;0.0432991622011585;0.0974697640122174
Fgf9;0.0704261233168731;0.000000381;0.0000115;0.0432888600137746;0.0974595405263948
Ajap1;0.0704137320603684;0.000000383;0.0000115;0.043276430332524;0.0974472057840645
1520401A03Rik;0.0703665730322529;0.00000039;0.0000117;0.0432291251431471;0.0974002617633962
Sult2b1;0.0702525489806066;0.000000407;0.0000122;0.0431147481964354;0.0972867570731788
Gm14862;0.0701747470472215;0.000000419;0.0000125;0.0430367058807467;0.0972093091116066
Zfand6;0.0700367146055294;0.000000442;0.0000131;0.0428982477793624;0.0970719038639266
Tceal9;0.0699758104919401;0.000000452;0.0000133;0.0428371561832145;0.0970112761597415
mt-Co1;0.0699631737180052;0.000000454;0.0000134;0.0428244805346253;0.0969986967118592
Adgrb3;0.0699539975868152;0.000000456;0.0000134;0.0428152761802718;0.0969895622022866
Gm26954;0.0698673056747925;0.000000471;0.0000138;0.0427283178559989;0.0969032632875935
Olfm1;0.0696023851781694;0.000000521;0.0000152;0.0424625857823964;0.0966395412262573
Cir1;0.0695929494005909;0.000000523;0.0000152;0.0424531211693782;0.0966301480638046
Ubald2;0.0694800359916282;0.000000545;0.0000158;0.0423398630784934;0.0965177442359032
Gtf2b;0.0694721800145735;0.000000547;0.0000158;0.0423319831460661;0.0965099236874106
Hnrnpd;0.0694641684448845;0.000000548;0.0000158;0.0423239471500306;0.0965019482445306
Hnrnpk;0.0694368814887252;0.000000554;0.000016;0.0422965770254557;0.0964747843082021
Rbpj;0.0694099421215391;0.00000056;0.0000161;0.0422695555892375;0.0964479663542755
Nuak2;0.0693420447806936;0.000000574;0.0000165;0.0422014515796956;0.0963803748463665
Tpm4;0.0692445880021552;0.000000596;0.0000171;0.0421036985990556;0.0962833566107681
Ccn3;0.0692200556958845;0.000000601;0.0000172;0.042079091813178;0.0962589346157708
Gm28172;0.0692063085622607;0.000000604;0.0000173;0.0420653029579174;0.0962452492828857
Tmem59;0.0691766367402628;0.000000611;0.0000174;0.0420355411191533;0.0962157108167965
Gm29266;0.0691008957848396;0.000000629;0.0000179;0.0419595706033205;0.0961403100526985
Cbfa2t2;0.0690909530744108;0.000000631;0.0000179;0.041949597781209;0.0961304119770196
Tiparp;0.0690852446651668;0.000000632;0.000018;0.0419438720863857;0.0961247291915121
Mex3b;0.0687130400611267;0.000000726;0.0000204;0.0415705442607705;0.0957541915238322
Aktip;0.0687059077276398;0.000000728;0.0000204;0.0415633904776691;0.0957470910596672
Stk25;0.0686899397475398;0.000000733;0.0000205;0.0415473744859253;0.095731194419128
Eif4e2;0.0686685439485068;0.000000738;0.0000205;0.0415259143770484;0.0957098941877012
Zfp451;0.0686614264133875;0.00000074;0.0000206;0.0415187754541418;0.0957028084386509
Osbpl6;0.0686251480891929;0.00000075;0.0000208;0.0414823881587134;0.0956666920865737
Syne1;0.0686131067952508;0.000000754;0.0000208;0.0414703107115772;0.0956547045377532
Ret;0.0684239614733645;0.000000809;0.0000222;0.0412805985341624;0.0954664024179721
Psmd4;0.0683960528478033;0.000000817;0.0000224;0.041252606434063;0.0954386180440704
Gm39158;0.0682782183304551;0.000000853;0.0000233;0.0411344199440922;0.0953213076718487
Gm42836;0.0682714835300256;0.000000856;0.0000233;0.0411276650497085;0.0953146028061015
Uqcrh;0.0682039456877475;0.000000877;0.0000238;0.0410599258386929;0.0952473650187503
Rpl35;0.0681905214851096;0.000000882;0.0000239;0.0410464616405962;0.0952340004273245
Ndrg1;0.0681877482298093;0.000000882;0.0000239;0.0410436801240138;0.0952312394856643
H3f3b;0.0681506472839851;0.000000895;0.0000242;0.0410064686982198;0.0951943032331943
Enho;0.0681149731699951;0.000000906;0.0000244;0.0409706884241204;0.0951587874085403
Hsp90ab1;0.0680586542997931;0.000000925;0.0000249;0.0409142021002268;0.0951027182902218
Psmb5;0.0680518316589049;0.000000928;0.0000249;0.0409073591852671;0.0950959258933912
Arpc5;0.0680264351218682;0.000000936;0.0000251;0.0408818872025898;0.0950706419144283
Rpl10a;0.0680163863200087;0.00000094;0.0000251;0.0408718085584384;0.0950606376394701
Col9a2;0.0678799717098019;0.000000988;0.0000263;0.0407349893792858;0.0949248269509186
Gab1;0.0678736612963901;0.000000991;0.0000263;0.0407286602755239;0.0949185444500003
Rpl32;0.0678101743079189;0.00000101;0.0000268;0.0406649853708029;0.0948553381600572
Halr1;0.0677284088171764;0.00000104;0.0000275;0.0405829781857925;0.094773933862331
Klhdc3;0.0676853458306695;0.00000106;0.0000279;0.040539788054505;0.0947310609579786
Kctd12;0.0675850782906308;0.0000011;0.0000289;0.0404392248645683;0.0946312356150747
Rpl27a;0.0675826187275883;0.0000011;0.0000289;0.0404367580561435;0.0946287868922946
Pygb;0.0675718288035697;0.00000111;0.0000289;0.0404259363510704;0.0946180445198504
Gpc1;0.0674906011910244;0.00000114;0.0000298;0.0403444696920401;0.094537174678063
Naa20;0.0674546780246426;0.00000116;0.0000301;0.0403084409217035;0.09450140962308
Glrx3;0.067420930339336;0.00000117;0.0000305;0.0402745940920487;0.0944678104104571
Kif26a;0.0674044898461321;0.00000118;0.0000306;0.0402581053223373;0.0944514422247573
Rpl34;0.0672243409989664;0.00000126;0.0000326;0.0400774284476646;0.0942720847384712
Atat1;0.0671525001274202;0.00000129;0.0000334;0.0400053775011651;0.0942005589609986
Map3k15;0.0668785213758517;0.00000142;0.0000367;0.0397306001803308;0.093927779317211
AA467197;0.066828271459653;0.00000145;0.0000373;0.0396802042456661;0.0938777488863233
Lsm3;0.0668037359227142;0.00000146;0.0000376;0.0396555974624436;0.0938533204678845
Jam3;0.0667815698240614;0.00000148;0.0000379;0.0396333670261928;0.0938312511151128
Cecr2;0.0667526007453954;0.00000149;0.0000382;0.0396043139046399;0.0938024084344571
Paip2;0.06668782735135;0.00000153;0.0000391;0.0395393527610148;0.0937379174957041
Rpsa;0.0665124703137427;0.00000163;0.0000413;0.0393634885920964;0.0935633239928444
Tubb3;0.0663346668358766;0.00000173;0.000044;0.039185172625121;0.0933862930032121
Bax;0.066250345556092;0.00000179;0.0000453;0.0391006089076624;0.0933023374692494
Cdkn2aip;0.0661849842700061;0.00000183;0.0000462;0.0390350599645868;0.0932372594248263
Tmem184a;0.0661598297581013;0.00000185;0.0000465;0.0390098332945225;0.0932122138578352
Zbtb16;0.066038369068035;0.00000193;0.0000485;0.0388880246696782;0.0930912787357344
Asxl3;0.0660067549170329;0.00000195;0.000049;0.0388563200895163;0.0930598012502087
Yipf4;0.0659475624619242;0.00000199;0.0000499;0.0387969584672229;0.0930008645339886
Zhx3;0.065895998627233;0.00000203;0.0000507;0.0387452474234987;0.0929495233244974
Rps15;0.0656393736595835;0.00000222;0.000055;0.0384878919828403;0.0926940041871995
1810008I18Rik;0.0655980242225651;0.00000226;0.0000557;0.0384464251831935;0.092652832596939
Gm21976;0.0655497563786199;0.0000023;0.0000566;0.0383980204583084;0.0926047722392639
Dpysl5;0.0654177215980789;0.00000241;0.0000591;0.038265611896371;0.0924733043851403
1700017B05Rik;0.0652895697377549;0.00000252;0.0000615;0.0381370981587366;0.0923457018767685
Rpl13;0.0649894378066878;0.0000028;0.000068;0.0378361222252684;0.0920468530513647
Tmem128;0.064951508489071;0.00000284;0.0000688;0.0377980865970722;0.092009085539921
Sel1l;0.0649055326897416;0.00000288;0.0000699;0.0377519820394845;0.0919633057686202
Ndc1;0.0648901496537405;0.0000029;0.0000701;0.0377365559480869;0.0919479882960705
Svip;0.0648009560452552;0.00000299;0.0000722;0.0376471129517308;0.0918591745838929
Vasp;0.0647786732568358;0.00000302;0.0000727;0.0376247679279241;0.0918369866358393
Cdkn1c;0.0647492347450298;0.00000305;0.0000734;0.0375952472365716;0.0918076733795087
Gm20319;0.0647401378561468;0.00000306;0.0000735;0.0375861249627092;0.0917986151867368
Cdr2l;0.0647367680832313;0.00000306;0.0000735;0.03758274578755;0.0917952597469377
Siah2;0.064715810582705;0.00000308;0.000074;0.0375617298259483;0.0917743913740223
Ptov1;0.064686768972469;0.00000312;0.0000746;0.0375326072436691;0.0917454732320385
Gabarapl2;0.0645881069351774;0.00000323;0.0000771;0.0374336704674369;0.0916472303081774
Ptpn3;0.0644977166956458;0.00000333;0.0000793;0.0373430289902693;0.0915572235813579
Trp53inp1;0.0643284583550151;0.00000353;0.0000837;0.0371733014015874;0.0913886821902754
Chchd2;0.0643245404115143;0.00000354;0.0000838;0.0371693726146198;0.0913847808241586
Rpl38;0.064280309883546;0.00000359;0.0000848;0.0371250197305961;0.09134073738431
Rplp2;0.0642734214597331;0.0000036;0.0000849;0.0371181122607863;0.0913338780879096
Marveld2;0.0642433662276554;0.00000364;0.0000857;0.0370879739585123;0.0913039499130828
Cbfb;0.0641994298269135;0.0000037;0.0000868;0.0370439162100534;0.091260199163695
Kif2a;0.0640489353125929;0.00000389;0.0000911;0.0368930068457958;0.091110339765672
Cox7a2;0.0640463380462902;0.0000039;0.0000911;0.0368904024307969;0.0911077534495824
Stk36;0.0639824768119478;0.00000399;0.0000929;0.0368263655413193;0.0910441613427675
Top1;0.0639803477518926;0.00000399;0.0000929;0.0368242306289657;0.0910420412513127
Elof1;0.063941463157644;0.00000404;0.0000939;0.0367852391934794;0.0910033204140758
Nop53;0.0638611894929801;0.00000416;0.0000962;0.0367047452264566;0.0909233845518627
Myef2;0.0638289579960512;0.0000042;0.0000969;0.0366724253728326;0.0908912885913168
Rit1;0.0637819277205939;0.00000427;0.0000984;0.0366252662744866;0.0908444559815883
Zswim4;0.063762414009515;0.0000043;0.0000989;0.0366056991479679;0.0908250242504553
Gskip;0.0637090341306211;0.00000438;0.000100562711691756;0.0365521732571937;0.0907718685229293
Rai14;0.0636949860458052;0.0000044;0.00010093806027325;0.0365380867720515;0.0907578794028264
Hmgn1;0.0636769449887196;0.00000443;0.000101455030071821;0.0365199964157109;0.0907399140546863
Rps27a;0.0636465684116769;0.00000448;0.000102410984191624;0.0364895368714056;0.0907096649125613
1700120E14Rik;0.0635557312765729;0.00000462;0.00010532043761659;0.0363984519347323;0.090619208556779
Ypel3;0.0635495510226279;0.00000463;0.000105426136734747;0.0363922548375938;0.0906130541935571
Rpl36a;0.063529076100622;0.00000466;0.000106054657620641;0.0363717241297164;0.0905926650316625
Trir;0.0634971146650103;0.00000472;0.000107110953237382;0.036339675657958;0.0905608374225794
Syp;0.0634227334639242;0.00000484;0.000109402192455439;0.0362650921211275;0.0904867674508475
Txk;0.0633658072554029;0.00000493;0.000111311427103724;0.0362080112632444;0.0904300792334049
Rps25;0.0633595430786959;0.00000494;0.000111311427103724;0.0362017300796988;0.0904238412345949
Slc38a9;0.0632418582672484;0.00000515;0.000115527214616001;0.0360837261603504;0.0903066478314226
Psma7;0.0632129550372247;0.0000052;0.000116551538975311;0.0360547446736997;0.0902778651759547
Lrrc8c;0.0629216757075453;0.00000575;0.000127666332151615;0.0357626792437021;0.0899877984419684
Kdm7a;0.0628387076289692;0.00000591;0.00013062178166951;0.0356794881010486;0.0899051749192099
Zswim6;0.0628169508647708;0.00000596;0.000131308695561951;0.0356576729049303;0.0898835084464126
Neat1;0.0627478063294383;0.0000061;0.000134154304109653;0.0355883428406647;0.0898146506934509
Sun2;0.0627092699455934;0.00000618;0.000135782795593605;0.0355497031692695;0.0897762740299795
Map1b;0.0624650016562352;0.00000672;0.000146557430352813;0.035304782065877;0.089533016281266
Hes6;0.0624628127599547;0.00000672;0.000146557430352813;0.0353025873344571;0.089530836425875
Mdga1;0.0622884965074755;0.00000713;0.000154826039242675;0.0351278072324843;0.0893572393264399
Klk9;0.0621933450585811;0.00000737;0.000159213980126612;0.0350324032898668;0.0892624797371607
Ppp1r14b;0.0621690216009697;0.00000743;0.000160358659918448;0.0350080153670172;0.0892382563715366
Rpl22;0.0621456091258287;0.00000749;0.000161408888172219;0.0349845408715981;0.0892149402094086
Ephb3;0.062143403470092;0.00000749;0.000161408888172219;0.0349823293745646;0.0892127436256537
Gnptg;0.0621249416607479;0.00000754;0.000162146112233072;0.0349638186827509;0.0891943577404079
Psmb7;0.0621236131337724;0.00000754;0.000162146112233072;0.0349624866388715;0.0891930346762814
