moscot driver genes Fev+ delta;Fev_delta_pull_corr;Fev_delta_pull_pval;Fev_delta_pull_qval;Fev_delta_pull_ci_low;Fev_delta_pull_ci_high
Cacna1i;0.0283219824879644;0.0414166316481205;0.19116951851331;0.00110258373821837;0.0554994449888283
Rapgef4;0.0283176331618867;0.0414478929666433;0.191238694585363;0.00109823092640205;0.0554951055781895
Lsm7;0.0283155412352982;0.0414629360600009;0.191264204592519;0.0010961373236202;0.0554930184203352
Zfp687;0.0283138795162466;0.0414748888142765;0.191275450753246;0.00109447427325664;0.0554913604891518
Alkbh8;0.0282967877760767;0.0415979991680372;0.191799214971342;0.00107736884851385;0.0554743077006966
St6galnac4;0.0282942507023698;0.041616299830395;0.191839595388771;0.00107482974484598;0.0554717764075756
Nipal4;0.0282755568713463;0.0417513541434635;0.192245889752835;0.00105612096735296;0.0554531251586698
Asf1a;0.028240162980138;0.0420080746513126;0.193151581434861;0.00102069882949721;0.0554178118381948
Zfp553;0.0282031771896051;0.0422777670823094;0.194043367957914;0.000983683594859995;0.0553809101695509
Pdp1;0.0281949892401598;0.0423376693941727;0.194273948375041;0.000975489137134929;0.0553727408330517
Zfp105;0.0281933977063499;0.0423493212413205;0.194283068214118;0.000973896338701537;0.0553711529167134
Gm44386;0.0281872088585246;0.0423946564596913;0.194402321808662;0.00096770257456669;0.0553649781345029
Gm44170;0.0281709745815191;0.0425137725841887;0.194859637542167;0.000951455411267513;0.0553487807438383
Cenps;0.0281188217394201;0.042898351001737;0.196353722720382;0.000899261269004154;0.0552967463028364
Fam151a;0.0281131910107975;0.0429400476404311;0.196417337719413;0.000893626090242366;0.0552911283486655
Emc4;0.028109838835231;0.0429648874101932;0.196479329300981;0.000890271266168629;0.0552877837773729
G2e3;0.028105601774416;0.0429963015897246;0.196577032860272;0.000886030858587523;0.0552835563272855
Uqcrc2;0.0280978702033932;0.0430536745880738;0.196661672402646;0.000878293183080705;0.0552758422909137
Bcas2;0.0280961449280823;0.0430664860120576;0.196675503930121;0.000876566546018512;0.0552741209279612
Ssb;0.0280712040960583;0.0432520499414923;0.197388413160912;0.000851606046450745;0.0552492366355138
Ppfia4;0.0280546185258421;0.0433758228532738;0.197749372754941;0.000835007416160324;0.0552326886452369
Gm49607;0.0280471204537283;0.0434318767236932;0.197823684110374;0.000827503444718033;0.0552252075575144
C1qtnf1;0.0280404633203323;0.0434816951826621;0.19789733263687;0.000820841076195871;0.0552185655010852
Gm41664;0.0280221496333066;0.043618994140146;0.198208101084845;0.000802512999873654;0.0552002932781878
Wbp11;0.0280193015518331;0.0436403792544217;0.198211130084806;0.000799662682269471;0.055197451643437
Cox6a1;0.0280186382270162;0.0436453611680786;0.198211130084806;0.000798998836716076;0.0551967898200137
Isg20;0.028018121810312;0.0436492400579733;0.198211130084806;0.000798482014620643;0.0551962745721693
Oser1;0.0280079615324279;0.0437256147707513;0.198389860222368;0.000788313763795677;0.0551861372881589
Ube2l3;0.0280076346318425;0.043728073951416;0.198389860222368;0.000787986606779336;0.0551858111272939
Gm39214;0.0280002584540672;0.0437835938982652;0.198539602578668;0.000780604644451209;0.0551784516390133
Commd3;0.0279944022177445;0.0438277157220281;0.198573037899466;0.000774743817658198;0.0551726086510309
Tmem254a;0.027977339327506;0.0439564843028349;0.19897707812202;0.000757667563161277;0.0551555843509061
Trim59;0.0279718095994896;0.0439982839680896;0.199076637994712;0.000752133507472451;0.0551500671257529
Eif1b;0.0279375305879558;0.0442581509791364;0.200072320470784;0.000717827705721383;0.0551158655829501
Tmem131l;0.0279358387236244;0.0442710103566108;0.200085458902641;0.000716134520799403;0.0551141775404899
Gm29456;0.0279341191407937;0.0442840836443381;0.200099557991038;0.000714413595902265;0.0551124618419865
Irs3;0.0279217990254479;0.0443778437511818;0.200388093650046;0.000702083869908951;0.0551001695515805
Pcdhb10;0.0279186980417428;0.0444014696118756;0.200449751539981;0.000698980468499298;0.0550970755701391
Ddx46;0.0279132639919606;0.0444428962868592;0.200591725203128;0.000693542183284812;0.0550916537896075
Crispld1;0.0278873912802828;0.0446405852347929;0.201348369974207;0.000667649327860581;0.0550658394725613
Dlg3;0.0278755692786397;0.0447311616449861;0.201576001468091;0.000655818134097004;0.0550540441410464
Lsg1;0.0278579205719095;0.0448666687260192;0.201977001239672;0.000638155718909286;0.0550364352352245
Wbp2;0.0278574375925025;0.0448703819099823;0.201977001239672;0.000637672364591508;0.0550359533447825
Cnppd1;0.0278479193075896;0.0449436121173096;0.202125600535632;0.000628146693745603;0.0550264565179932
Lrfn3;0.0278183205302092;0.0451719783597759;0.202956983980545;0.00059852498007451;0.0549969244369928
Dld;0.0278174184547956;0.0451789535548395;0.202956983980545;0.000597622206386739;0.0549960243935234
Xrn2;0.0278052970424272;0.0452727690680617;0.203151445664117;0.000585491415437582;0.0549839302806117
Tssk4;0.0277969632768865;0.0453373646964596;0.203323842272377;0.00057715120654202;0.0549756152794847
Mapk13;0.0277966229617452;0.0453400041535782;0.203323842272377;0.000576810628362368;0.0549752757305213
Thrsp;0.0277964261893102;0.0453415303639788;0.203323842272377;0.000576613703839638;0.0549750794010923
Boc;0.0277716530127057;0.0455340226649308;0.20400500504415;0.000551821396629071;0.0549503619811106
Nova2;0.0277441617058242;0.0457484407329928;0.204783100435394;0.000524308899288429;0.0549229325095144
Pex16;0.0277212758628851;0.0459275865425535;0.205265067199856;0.000501405447239336;0.0549000981116546
Nsa2;0.027698290669843;0.0461081042010595;0.205704481393607;0.000478402597387573;0.0548771645584072
Mbp;0.027691500749451;0.0461615440021675;0.205807389460096;0.000471607466613017;0.0548703898871359
Gssos1;0.0276768611665787;0.0462769416675064;0.206230405307444;0.000456956658313644;0.0548557831740094
Gm5294;0.0276701662905122;0.0463297954065955;0.206420185518348;0.000450256652603751;0.0548491033258388
Arhgef7;0.027652584550039;0.0464688391325087;0.206856304933751;0.000432661452559966;0.0548315610392724
Spg20;0.0276395876112621;0.0465718499190347;0.207177229237077;0.000419654574907769;0.054818593255196
Dmac1;0.0276370858225939;0.0465917005626698;0.20721968062198;0.00041715087415647;0.0548160970774816
Psmd6;0.0276011806910083;0.0468773778111759;0.208331693714647;0.000381218338360353;0.0547802724356705
Lrfn4;0.027600453263955;0.0468831807374553;0.208331693714647;0.000380490356832545;0.0547795466385924
Gm13710;0.0275890232025145;0.0469744414781602;0.208644983878801;0.000369051586721982;0.0547681421851811
Fam216a;0.0275715017544577;0.0471146275210317;0.209175211363803;0.000351516802739999;0.0547506599785929
Pcdhgc4;0.027557924970294;0.0472234947391128;0.209575476956826;0.000337929696523938;0.0547371135898725
Oaz2;0.0275464762802305;0.0473154618472704;0.209742608492982;0.000326472310149757;0.0547256905231407
Pqbp1;0.0275200258662731;0.0475285133935523;0.210547753360639;0.00030000183204977;0.0546992992806919
Anp32b;0.0275144709804445;0.047573358916173;0.210699985523645;0.000294442737371201;0.0546937568167238
Gpr52;0.0275068495230686;0.047634946076876;0.210926282154942;0.000286815508074026;0.0546861523997595
Spen;0.0274991163383283;0.0476975045442307;0.211071263613715;0.000279076470035616;0.0546784365020138
Rnf20;0.0274989085135475;0.0476991867182564;0.211071263613715;0.000278868487995871;0.0546782291417659
Ift43;0.0274839481875739;0.0478204095129145;0.211421529016521;0.000263896847878409;0.0546633022491738
Srpk1;0.0274818141067146;0.0478377229425735;0.211451570869515;0.000261761154058269;0.0546611729365748
Sowaha;0.0274520330374471;0.0480798816422495;0.212381863470477;0.000231957601855353;0.0546314583825192
Cyp51;0.0274362895123952;0.0482083123651773;0.21268156058806;0.000216202210917283;0.0546157500007532
Ewsr1;0.0274359352215492;0.0482112058697603;0.21268156058806;0.000215847653197936;0.0546153965006137
H4c11;0.0274331558705388;0.048233909977784;0.212691721684721;0.000213066208849402;0.0546126233523241
Maip1;0.0274289715883287;0.0482681076944487;0.212792493197698;0.000208878775936059;0.0546084484074506
Gm50254;0.0274183611052305;0.0483549173865692;0.213081741390224;0.000198260307579117;0.0545978615976665
Ogfod1;0.0273982755981559;0.0485196059699425;0.213541363879385;0.00017815970132063;0.0545778208871362
Usp25;0.027382854818148;0.0486463660115137;0.213897177587371;0.00016272734374154;0.0545624344851097
Ccdc88a;0.0273767346428018;0.0486967513339913;0.214025096647841;0.000156602577100742;0.0545563279500658
Gm44618;0.0273553123203717;0.0488734591321309;0.214675408017855;0.000135164199942151;0.0545349533564891
Lypla2;0.0273455094755105;0.0489544998075013;0.214922976551692;0.000125354016789005;0.0545251723440219
Olfr275;0.0273395538140009;0.0490037906369864;0.21509240244003;0.000119393899501233;0.0545192299441095
Pgs1;0.0273321289008459;0.0490652997394758;0.215164948729802;0.000111963434043509;0.054511821561469
B230317F23Rik;0.0273311301418957;0.0490735785497601;0.215164948729802;0.000110963928457078;0.0545108250258854
Phrf1;0.0273310992963776;0.0490738342499201;0.215164948729802;0.000110933059880864;0.0545107942490326
Ahcyl2;0.0273201276474461;0.0491648568872453;0.215470049706625;0.0001;0.0544998470208281
Arl8a;0.0272921565237216;0.049397550966264;0.216207047044373;0.000072;0.0544719381257471
Kpna1;0.0272778310207411;0.0495170832049511;0.216608379786853;0.0000576;0.0544576444769265
Fis1;0.0272718292112902;0.0495672344473274;0.216713813417708;0.0000516;0.0544516560097761
Myh14;0.0272677842288165;0.049601058421854;0.216735286985416;0.0000476;0.0544476200183829
Capn15;0.0272667460978939;0.0496097423492358;0.216735286985416;0.0000465;0.0544465841948472
1110038F14Rik;0.027256684977756;0.0496939693126536;0.216952937691213;0.0000365;0.0544365454338836
Gm29242;0.0272236678653349;0.0499712157184533;0.217958635189426;0.00000342;0.0544036016579288
Gm47879;0.0272091222357097;0.0500937668347792;0.218398393988195;-0.0000111;0.0543890883177763
Fam168b;0.0272056858784792;0.0501227558822386;0.218477398417311;-0.0000146;0.0543856595871505
Ripk2;0.0271862984876857;0.0502865710576823;0.21900150302699;-0.000034;0.0543663152124612
Clk3;0.0271183185721667;0.0508645201955146;0.220783860369365;-0.000102005491139974;0.0542984859673503
Nudt10;0.0271157507757311;0.0508864595437503;0.220783860369365;-0.000104575177124531;0.0542959238572519
Gm12705;0.027106457756956;0.0509659256727228;0.221050270506741;-0.000113875031292921;0.0542866514147014
Bend6;0.0270921035372989;0.0510888751082165;0.221535732592855;-0.000128239799809286;0.0542723289683619
Kremen1;0.027073238606754;0.0512508379785173;0.222032041963894;-0.00014711857703356;0.0542535057786646
Tbx6;0.0270729427298187;0.0512533816173091;0.222032041963894;-0.000147414670985126;0.0542532105562375
Gm14154;0.027072788643252;0.0512547063334327;0.222032041963894;-0.000147568870567535;0.0542530568105232
Kcnip3;0.0270484857383027;0.0514640027127551;0.222729999253932;-0.000171889584422567;0.0542288076495044
Pon1;0.0270358916702328;0.0515727436943883;0.223008575282488;-0.0001844928686219;0.0542162414195972
Gm45783;0.0270266288360197;0.0516528444171825;0.223162933874622;-0.00019376247570383;0.0542069990546307
Gm13497;0.0270250599414278;0.05166642179549;0.223173630716531;-0.000195332516988711;0.0542054336265607
Fbxl15;0.0270142586772194;0.0517599781174101;0.223433721300042;-0.000206141672115107;0.0541946562244592
Rab6b;0.0270059874883017;0.0518317156766461;0.223688557867425;-0.000214418899291233;0.0541864033039353
Gng4;0.0269919396843536;0.0519537454300133;0.223943632125598;-0.000228476950082686;0.0541723865185548
Tbc1d8;0.0269771048941766;0.0520828722526725;0.224409244946841;-0.000243322549471763;0.0541575844730393
Arhgap27;0.0269759584906311;0.0520928620802798;0.224409244946841;-0.000244469787832664;0.0541564405994398
Nmu;0.026974565952562;0.0521049988933836;0.224409244946841;-0.000245863339856795;0.054155051134404
BC051019;0.0269694090126371;0.0521499653404268;0.224515219609476;-0.000251024033806838;0.0541499055738245
Fdx2;0.02696875138584;0.0521557019139558;0.224515219609476;-0.000251682139223021;0.0541492493980482
Bzw2;0.0269392191899753;0.0524138598513508;0.22538520312122;-0.000281235804240546;0.0541197823393077
Nprl2;0.026911542155446;0.0526567693647751;0.226036144871508;-0.00030893291610465;0.0540921663071279
Sde2;0.0269104432923552;0.0526664329989625;0.226036144871508;-0.000310032575465263;0.054091069865159
Gm31659;0.0268988201422431;0.0527687401991493;0.226281993221736;-0.000321664144035809;0.0540794723202884
4933406P04Rik;0.0268903878564928;0.052843065223651;0.226504081064191;-0.000330102532543434;0.0540710586058688
Gpc2;0.0268600350085146;0.0531113298650915;0.22740986411902;-0.00036047731590996;0.0540407725752845
Gsg1l2;0.0268423991369012;0.0532677210245732;0.227790043768771;-0.000378125909539767;0.0540231755035159
Morf4l1;0.0268331354386454;0.0533500234502285;0.227991081789933;-0.000387396283571384;0.05401393217912
Mrpl32;0.0268208774801667;0.0534590912572224;0.228268502876793;-0.000399663068412939;0.0540017011726853
Celf4;0.0268104352479618;0.0535521500203532;0.228568762602794;-0.000410112813102413;0.0539912818937838
Glcci1;0.0268002316222913;0.0536432129590705;0.228860252571348;-0.000420323773853496;0.0539811006912129
Gm47561;0.0267943199063656;0.0536960315697142;0.229021994023536;-0.000426239736937513;0.0539752019640636
Acbd4;0.0267934386575554;0.0537039088607148;0.229021994023536;-0.000427121618700836;0.0539743226513042
H4f16;0.0267811884165709;0.053813511019427;0.229259575836597;-0.000439380653981276;0.0539620993190008
Marchf2;0.0267680457597624;0.0539313050582439;0.229456301711297;-0.000452532736642559;0.0539489855220818
Nccrp1;0.0267536354027185;0.0540607083372213;0.229860917872919;-0.000466953417904666;0.0539346067978874
Dnttip1;0.0267423174089672;0.0541625240901064;0.230147795769057;-0.000478279512430216;0.053923313640891
Mthfd2l;0.0267166119244662;0.0543943628518802;0.230937671892576;-0.000504003369507604;0.0538976645399228
Gm31698;0.0266497500121209;0.0550012715605613;0.232963970772408;-0.000570912901600573;0.0538309491174361
Cul3;0.0266461000776058;0.0550345639881599;0.232963970772408;-0.00057456542862128;0.0538273071726918
Gpbp1;0.02663551962037;0.0551311672395688;0.23314909583256;-0.000585153396927468;0.0538167498721763
Psma4;0.0266168164928363;0.0553022789408463;0.23357670086376;-0.000603869786888146;0.0537980876640289
Pkd2l1;0.0266163637257674;0.0553064267080285;0.23357670086376;-0.000604322874778679;0.053797635887305
Mpl;0.0265957726526889;0.0554953341757857;0.234177729415579;-0.000624928526466331;0.0537770898416629
Cox5b;0.0265936153465736;0.0555151568893994;0.234212213839999;-0.000627087358630217;0.053774937251695
Upp1;0.0265917194420236;0.0555325825463245;0.234236573002258;-0.00062898460410741;0.0537730454916267
Hdac2;0.0265544650825275;0.0558759205472472;0.235211536594796;-0.000666265272948483;0.0537358725312479
Smarcad1;0.0265534360129363;0.0558854295315287;0.235211536594796;-0.000667295068203445;0.0537348457090587
Spns3;0.0265490382896173;0.0559260813077024;0.235211536594796;-0.000671695891992071;0.0537304575893523
Bnip3l;0.0265426884690953;0.055984821359898;0.235267638242616;-0.000678050187385089;0.0537241216335201
Kpna3;0.02654117595469;0.0559988206932791;0.235267638242616;-0.000679563767371402;0.0537226124213332
Cntn2;0.0265187877730804;0.0562063793473331;0.235940038425441;-0.000701967707085844;0.0537002731045127
1700084F23Rik;0.0265104777748931;0.0562835832974659;0.236165492596317;-0.000710283547379605;0.0536919812369312
Lamtor1;0.026472070837763;0.0566415499781201;0.237518789989601;-0.000748717436497944;0.0536536580466734
Gm21985;0.0264509923493881;0.0568388128472761;0.238154978774558;-0.000769810682479246;0.0536326254862105
Gm45250;0.0264507963205211;0.0568406500602064;0.238154978774558;-0.000770006848477538;0.0536324298843575
Sfrp2;0.0264423266216792;0.0569200765732522;0.238364652339329;-0.000778482470266841;0.0536239786332572
Kcnd2;0.026430091455843;0.0570349775667074;0.238670723152272;-0.000790726185374776;0.0536117701098019
Kctd15;0.0264100013115209;0.0572240633475061;0.239362327398026;-0.000810830349900022;0.0535917236946474
Zfp296;0.0264023745024853;0.0572959822152757;0.239576190466686;-0.00081846247565428;0.0535841134807512
4933434E20Rik;0.0264007888826251;0.0573109436379792;0.239576190466686;-0.000820049200466476;0.0535825313106376
Poldip2;0.0263885014370263;0.0574269943420341;0.239961518864667;-0.000832345204024313;0.0535702705935372
Gm12279;0.0263804884225431;0.057502779686419;0.240178346153351;-0.000840363794977004;0.0535622750051002
Pdzd4;0.0263749581012037;0.0575551327280318;0.240247266036466;-0.000845897962972269;0.0535567567086168
Farsa;0.0263709633605736;0.0575929737609758;0.240355314826011;-0.000849895481136382;0.0535527706529196
Lrrc8b;0.026358405900867;0.0577120616568483;0.240802319528356;-0.00086246166635042;0.0535402404886418
Pcdhga9;0.0263563503335094;0.057731574978502;0.240833752187762;-0.000864518661193152;0.0535381893885375
Gm14493;0.0263525512965095;0.0577676533346708;0.240934260370723;-0.000868320335821161;0.0535343986071757
Selenok;0.0263347355625912;0.0579370942240029;0.241340531534424;-0.000886148428503837;0.053516621577946
Klhl11;0.0263254371358927;0.0580256930366166;0.241615859689747;-0.000895453298643221;0.05350734334524
Slc25a24;0.0263252761139592;0.0580272283033427;0.241615859689747;-0.000895614432117063;0.0535071826729668
Gsdma2;0.0263180400629083;0.0580962554083717;0.241853183366017;-0.000902855494139359;0.0534999623336038
Cwc15;0.0263125562652865;0.0581486126010929;0.242021026732871;-0.00090834308739431;0.0534944904410965
Rbx1;0.0263078839976864;0.0581932525315198;0.242122523695232;-0.000913018587630197;0.0534898283155225
Pkn2;0.026307482827818;0.0581970867281184;0.242122523695232;-0.000913420035003419;0.0534894280164127
Rassf3;0.0262889650640019;0.0583742994722583;0.242604900029002;-0.000931950598729025;0.0534709504367893
1700037H04Rik;0.0262865433169737;0.0583975083937891;0.242604900029002;-0.000934374018342854;0.0534685339436602
Nif3l1;0.026282667399805;0.0584346693645656;0.24270912360245;-0.000938252611758094;0.0534646664345015
Casp6;0.0262728504284039;0.0585288789877583;0.242899680902334;-0.000948076357925718;0.0534548707553645
Capn3;0.0262586845340362;0.058665045758294;0.243314094260157;-0.000962252019023829;0.053440735576523
Tomm22;0.0262433285807386;0.058812948658446;0.243877208515004;-0.000977618547185255;0.0534254129068199
Mul1;0.0262281942492268;0.058959019665375;0.24423102665012;-0.000992763288362873;0.0534103113660189
Kif16b;0.0262263047962954;0.0589772770920473;0.244256324965271;-0.000994654040017286;0.0534084260059866
Fbxo28;0.0261901539440343;0.0593275005164309;0.245050491654368;-0.00103082970322472;0.0533723534257291
Gm9774;0.0261705544277277;0.0595180974507361;0.245736765876391;-0.00105044264122892;0.05335279631565
Gm28731;0.0261648539278971;0.0595736276142795;0.245860490178789;-0.00105614704081566;0.053347108145714
Nt5c;0.0261427135771424;0.0597897106239253;0.246539678751057;-0.00107830252115377;0.0533250156666947
Kiz;0.0261418234195953;0.0597984118584368;0.246539678751057;-0.00107919328643021;0.0533241274332846
Dact2;0.0261210365265018;0.0600019011464242;0.247175864497247;-0.00109999435889147;0.0533033854602643
Mrpl11;0.0261178718845885;0.0600329310865448;0.247253024714773;-0.00110316115743653;0.0533002276550235
Gm44734;0.0261117804808494;0.0600926959480725;0.247347147142526;-0.00110925671079235;0.0532941494091995
Psmb4;0.0261068697975864;0.0601409122495045;0.247487320393835;-0.00111417073786307;0.0532892493319353
Ppm1h;0.0261058048529607;0.0601513728022822;0.247487320393835;-0.00111523640746282;0.0532881866871837
Mctp1;0.0260829310129646;0.060376418260063;0.248207509327843;-0.00113812580417998;0.053265362231093
Capn12;0.0260817407852611;0.0603881474467733;0.248207509327843;-0.00113931684058821;0.0532641745722765
Tcap;0.026063798203369;0.0605651928204346;0.248680978608904;-0.00115727160427794;0.0532462707068209
Psmd7;0.0260435361524798;0.0607656419199891;0.249085978476667;-0.00117754739062659;0.0532260523562987
Gm6878;0.0260385490262731;0.0608150629067415;0.249173284727909;-0.00118253789412833;0.053221075982705
Slc25a22;0.0260287962877978;0.0609118059470506;0.249340263684292;-0.00119229723326534;0.0532113442679538
Cenpq;0.0259848733914964;0.0613490832757568;0.250662069365164;-0.00123624979235746;0.0531675159911039
Ndufa5;0.0259838401229388;0.0613594012508567;0.250662069365164;-0.00123728375745411;0.0531664849471702
Gm49384;0.0259670561031596;0.0615272037596496;0.251194430783963;-0.00125407908339712;0.0531497370552153
Kmt2d;0.0259515403175499;0.0616826644211539;0.251605579430149;-0.00126960530719369;0.0531342546539366
Phf8;0.0259318209371481;0.061880711968729;0.252279041311571;-0.001289337934796;0.0531145776836146
Gm26877;0.0259216049483075;0.061983520839033;0.252595726622153;-0.0012995607782573;0.0531043836577976
Sdhb;0.0259194492059378;0.0620052332518811;0.252632996364524;-0.00130171796633817;0.0531022325492648
Csf2ra;0.0258959230209181;0.0622425957663835;0.253449752774687;-0.00132525991231641;0.053078756918129
Son;0.0258914103026367;0.0622882116751858;0.253580380580449;-0.00132977565036605;0.053074253893499
Zfyve9;0.0258847962099218;0.0623551188551448;0.253657597117908;-0.00133639416701638;0.0530676540063451
Gnb3;0.0258845460750088;0.0623576503485402;0.253657597117908;-0.00133664446918908;0.0530674044086182
Gm16083;0.0258822975409106;0.0623804104806224;0.253698845213828;-0.00133889450667925;0.0530651607032865
Rps6ka1;0.0258778105347971;0.0624258494244034;0.253739000404482;-0.00134338451202539;0.053060683332277
Nedd4l;0.0258702684123223;0.0625022885307979;0.253840453558778;-0.00135093167337978;0.0530531574028012
Rec114;0.0258693984614267;0.0625111104234457;0.253840453558778;-0.00135180220528864;0.0530522893194988
Pomp;0.0258693268976517;0.062511836174528;0.253840453558778;-0.00135187381685708;0.0530522179093536
Peak1;0.0258514703800955;0.0626931426617782;0.254382287132469;-0.00136974225104451;0.0530343997166648
Spata2l;0.0258453935166599;0.0627549432534045;0.254552587615656;-0.0013758231659393;0.0530283358918574
Emc8;0.0258305862200403;0.0629057416062196;0.25506133995761;-0.00139064032618927;0.0530135603576482
Gm37748;0.0258241414102729;0.0629714693855358;0.255224888922868;-0.00139708942532445;0.0530071293686104
F630040K05Rik;0.0258203139489282;0.0630105308320105;0.255280270317595;-0.00140091943297903;0.0530033101140915
Gm45474;0.0258105848473284;0.0631099120511543;0.255499934527296;-0.00141065500350036;0.0529936018700086
Axin2;0.0257912016426694;0.0633082944317662;0.256093345883177;-0.0014300510807545;0.052974260204283
Pik3ca;0.0257905492102859;0.0633149808695097;0.256093345883177;-0.00143070394606906;0.0529736091697317
Ift22;0.0257882438536035;0.0633386119350921;0.256093345883177;-0.00143301083231883;0.0529713087520762
Prrg2;0.0257707589509676;0.0635180782515184;0.25661252554065;-0.00145050732647659;0.0529538612999367
Tesk1;0.0257600949749448;0.0636277401071345;0.256880497795713;-0.00146117836394268;0.0529432201566823
Plcxd1;0.0257477311276712;0.0637550780690561;0.257311450395951;-0.00147355039051531;0.0529308827740641
Gm43714;0.0257433709182841;0.0638000349735273;0.257441208966844;-0.0014779134824098;0.0529265318956697
Ccdc142;0.0257393225201258;0.0638418003090173;0.257532105365186;-0.00148196455601122;0.0529224921602936
Lypla1;0.0257374628528413;0.0638609931475626;0.257532105365186;-0.00148382545198447;0.0529206364720361
Nog;0.0257334986458907;0.0639019219490697;0.257645474717639;-0.00148779227747149;0.0529166807464527
Zmynd10;0.025731427083582;0.0639233185887741;0.257680062881517;-0.00148986520779918;0.0529146136158841
Ypel1;0.0257246026942237;0.0639938478075787;0.257912654866831;-0.00149669410219509;0.0529078038244486
Dcx;0.0257114872070716;0.0641295750976772;0.258407866945;-0.00150981824024807;0.0528947163852898
Lgi3;0.025709477167851;0.0641503972261487;0.258437744430579;-0.00151182960445038;0.0528927106437932
Gm26981;0.0257066061397114;0.0641801480719625;0.25845623331143;-0.00151470252473821;0.0528898457539029
Frem3;0.0256979599893833;0.0642698120419382;0.258713662691045;-0.00152335437058878;0.0528812180863147
Vdac3;0.0256779529674279;0.064477689109068;0.259290855002919;-0.00154337455624562;0.0528612538174959
Trio;0.0256168953759908;0.0651155222415847;0.261304248680108;-0.00160447218586101;0.0528003265660787
Ciart;0.0256131545276572;0.0651547692431621;0.261386215544859;-0.00160821548062806;0.0527965936967778
Mapkapk5;0.0256078263229806;0.0652107036183307;0.261521847711101;-0.00161354716851754;0.0527912768555698
Gm16069;0.0256074556860227;0.0652145959595956;0.261521847711101;-0.00161391804771476;0.0527909070090125
Gm29394;0.0256011562914796;0.065280780001482;0.261735045945311;-0.00162022155824401;0.0527846210470808
Gm49064;0.0255834319781566;0.0654672960857643;0.262275318397769;-0.00163795744091943;0.0527669345169141
Gm16143;0.0255770063808186;0.065535022168663;0.262389748191471;-0.00164438722826648;0.0527605226128959
Cinp;0.0255757291569812;0.0655484910420121;0.262389748191471;-0.00164566528468891;0.0527592481106295
Cyb5d1;0.0255571694838946;0.065744468321821;0.26296479241416;-0.00166423704625122;0.0527407279754069
Atp5j2;0.0255172103081574;0.0661680484474297;0.264319799774166;-0.00170422218486987;0.0527008538616451
Mfap2;0.0255152935350111;0.0661884232235563;0.264319799774166;-0.00170614020122327;0.0526989411665971
Trp53;0.0255075236840424;0.0662710675537107;0.264544732135076;-0.00171391508961742;0.0526911878446062
Wnt3;0.0255004733638634;0.0663461320884808;0.264791799359684;-0.00172096997788058;0.0526841525198951
Kcnip2;0.0254933635490656;0.0664219009496806;0.264992790646727;-0.0017280843965665;0.0526770578243727
Sqstm1;0.0254932739837896;0.0664228558955807;0.264992790646727;-0.00172817401982203;0.0526769684495429
Gm17753;0.025469612440972;0.0666755317765139;0.265789850347662;-0.00175185086446968;0.0526533572039639
Mrps21;0.0254611381513882;0.0667662188755596;0.266045846988181;-0.0017603306269216;0.0526449009207487
Gm14168;0.0254515924659771;0.0668684930189559;0.266281636764342;-0.00176988247244155;0.0526353755135639
Tcf3;0.0254465071359369;0.0669230307552549;0.266301204923375;-0.00177497108216528;0.052630300984445
Ednra;0.0254347974118792;0.067048751155442;0.266643134416983;-0.00178668835281874;0.0526186161257664
Gpr21;0.0254254189800286;0.0671495819452584;0.266991306535903;-0.00179607282342059;0.0526092576034715
Serpina1c;0.0254103711582329;0.0673116269859638;0.267476900039302;-0.00181113032445663;0.0525942417168523
Ppp1r17;0.0254002100577286;0.067421230380707;0.267806558850692;-0.0018212979539239;0.052584102173748
Epb41l5;0.025397501231914;0.0674504740836705;0.267869790696173;-0.00182400851933044;0.0525813990939277
Gm38102;0.0253925083665157;0.0675044029573992;0.267917143448383;-0.00182900459006927;0.0525764168184126
Prpf40b;0.0253922422381043;0.0675072784554157;0.267917143448383;-0.00182927088929277;0.0525761512544224
Plekhg2;0.0253902290778138;0.0675290337687389;0.267917143448383;-0.00183128534158662;0.0525741423636393
Bclaf3;0.025372266999108;0.0677233971903749;0.268476326901618;-0.0018492589381923;0.0525562183691444
Gm35867;0.0253448814766441;0.0680206146003038;0.269308696547689;-0.00187666198734184;0.0525288908772986
Ndufb9;0.0253274083230479;0.0682108119612099;0.269770205165493;-0.00189414630236108;0.0525114547284829
Mst1;0.0253177486397066;0.0683161462434227;0.270072266450235;-0.00190381214892793;0.0525018154953799
Twf2;0.0253167090188636;0.0683274907807738;0.270072266450235;-0.00190485243278324;0.0525007780751864
Slc17a1;0.0253066144195773;0.0684377254560492;0.270295401737319;-0.00191495346677986;0.0524907048409039
Nup62;0.0252887277230461;0.0686334099658988;0.270938149419389;-0.00193285155138111;0.0524728559875984
Fdxacb1;0.0252880440039711;0.0686408991191837;0.270938149419389;-0.00193353570541914;0.0524721737147362
Meis3;0.0252825659268861;0.0687009277696146;0.271068645918069;-0.00193901726658364;0.0524667072240461
Gm15512;0.0252781018866588;0.0687498765099278;0.271102151329752;-0.00194348414474914;0.0524622526242725
Mdm2;0.0252753016064362;0.0687805965402125;0.271105027881288;-0.00194628620464819;0.0524594582654685
Rnf165;0.0252613753850329;0.068933539458751;0.271453661849025;-0.00196022127030539;0.0524455614858617
Chrd;0.0252451188983307;0.0691124274244415;0.271900407788877;-0.00197648806779083;0.0524293393541136
