moscot driver genes Beta;Beta_pull_corr;Beta_pull_pval;Beta_pull_qval;Beta_pull_ci_low;Beta_pull_ci_high
Hepacam;-0.0104016091394985;0.453978734423023;0.610305636044819;-0.0376112088790583;0.0168234029105752
Fsbp;-0.0104063657225326;0.453772329084127;0.61013879550386;-0.0376159592467596;0.0168186471586248
Bivm;-0.010407275526311;0.453732855437327;0.610126527950274;-0.0376168678615754;0.0168177375136695
Mir155hg;-0.010411341131209;0.4535564847415;0.609970966869037;-0.0376209281528521;0.0168136726179478
Fam189a2;-0.0104157750470984;0.453364180370701;0.609753135611976;-0.037625356272725;0.0168092394744542
A930041C12Rik;-0.0104263165932316;0.45290716530956;0.609219989576319;-0.0376358840346546;0.0167986997603793
Hsd3b7;-0.0104367397383098;0.452455539162093;0.608693950597307;-0.0376462935444128;0.0167882784208332
Gm3164;-0.0104403911085931;0.452297388523005;0.608521911489624;-0.0376499401366603;0.0167846276816534
Gm15491;-0.01044308356958;0.452180790822508;0.608405758510466;-0.0376526290739372;0.016781935685567
4930532G15Rik;-0.0104432922384626;0.452171755073146;0.608405758510466;-0.0376528374697117;0.0167817270526982
Gm50057;-0.0104452346671192;0.452087649206883;0.608397577009735;-0.037654777355983;0.0167797849591688
Gm48508;-0.0104478067689784;0.451976292513896;0.608334186422526;-0.0376573460909813;0.016777213300758
4930440I19Rik;-0.010449188280096;0.45191648770898;0.608294419311257;-0.0376587257935634;0.0167758320276741
Aspn;-0.0104523881624172;0.451777983859835;0.608148708285406;-0.0376619214865219;0.0167726326962916
Hsd3b2;-0.0104553554342796;0.45164956977635;0.608057279749127;-0.0376648848730634;0.0167696659348202
Hoxa4;-0.0104609550894818;0.451407290743276;0.607812509431486;-0.0376704771948205;0.0167640672414909
Per3;-0.0104732809379584;0.450874250036467;0.607216791618082;-0.0376827868950603;0.0167517435042546
Prpf40b;-0.0104758815543172;0.450761829922776;0.607124327981357;-0.0376853841032665;0.0167491433322872
Pla2g4e;-0.0104843348317177;0.45039651908441;0.606735992974193;-0.0376938262999619;0.0167406914968326
Cbln2;-0.0104864898689773;0.450303415346144;0.606651223609673;-0.0376959785117393;0.0167385368265533
Gm13003;-0.0104910677600147;0.450105673605706;0.606425464546312;-0.0377005503998389;0.0167339597142437
Patl2;-0.0105040568851377;0.449544876940908;0.605832316225989;-0.0377135224862648;0.0167209727924401
1700041M19Rik;-0.0105135994334432;0.44913313637377;0.605318010225389;-0.0377230525111334;0.0167114318569648
Gm37359;-0.0105162303280857;0.449019656513763;0.605205642299443;-0.0377256799521755;0.01670880140611
Ccs;-0.0105211141820946;0.448809041610784;0.605043465900053;-0.0377305573941054;0.0167039183749261
Gpat2;-0.0105218209371534;0.44877856763016;0.605042957888077;-0.0377312632211483;0.016703211738833
4933408N05Rik;-0.0105268712278733;0.448560842536233;0.60478998105338;-0.0377363068797147;0.016698162297419
Afg3l2;-0.0105344846456742;0.448232730781874;0.6045503245158;-0.0377439102967867;0.0166905501573396
Ephx2;-0.0105349916132296;0.448210887088346;0.6045503245158;-0.0377444165982947;0.0166900432747539
Rrn3;-0.0105397227269555;0.448007066895451;0.60436760607967;-0.0377491414956715;0.0166853129533065
Gm14540;-0.0105434628908744;0.447845974880032;0.604271939929746;-0.0377528767444183;0.0166815734148577
Zpld1;-0.0105522772357887;0.447466463776711;0.603881466252902;-0.0377616795028697;0.0166727605409599
Mrpl54;-0.0105565704627716;0.447281680479495;0.603713147756096;-0.0377659670848733;0.0166684680289369
D330050I16Rik;-0.0105650517276158;0.446916768803459;0.60329203917563;-0.037774437195123;0.0166599881735458
Gm5141;-0.0105753280025095;0.446474852633648;0.602858296698823;-0.037784699949379;0.0166497136011601
Icam5;-0.010578438811709;0.446341125875367;0.602726919693189;-0.0377878066645119;0.016646603306206
Tinag;-0.0105877556175313;0.445940753536533;0.602348113172407;-0.0377971112055471;0.0166372880373854
A630014C17Rik;-0.0105986951145808;0.445470910180008;0.601794348991916;-0.0378080362956515;0.0166263503390018
Vps26b;-0.0106017349381925;0.445340402078279;0.601698911417411;-0.0378110721147642;0.0166233110140393
Gm12116;-0.0106109438517924;0.444945170739094;0.601286149997849;-0.0378202688939745;0.0166141036079885
Tpgs1;-0.0106184876068191;0.444621554295399;0.600929615839748;-0.0378278027053211;0.0166065610844749
1700082M22Rik;-0.0106229367115644;0.444430756925705;0.600792919539872;-0.0378322459441;0.0166021127045904
Amdhd1;-0.0106247162409166;0.44435445588223;0.600730169912607;-0.0378340231269129;0.0166003334648625
Tll1;-0.0106282439123708;0.444203221682056;0.600566101652726;-0.0378375461461676;0.0165968063670388
Myh14;-0.0106417896759173;0.443622776545309;0.600023459388438;-0.0378510740396358;0.0165832627998566
Sft2d2;-0.0106438322008677;0.443535290559022;0.599951858914771;-0.0378531138691456;0.0165812206052225
Acat3;-0.0106465109793416;0.443420567323363;0.599911411595772;-0.0378557891121961;0.0165785422596154
2410004I01Rik;-0.0106479798916943;0.443357665853552;0.599866681696996;-0.0378572560857283;0.01657707358446
BC018473;-0.0106501975964936;0.443262709400368;0.599778572193282;-0.0378594708631522;0.0165748562375491
Car12;-0.0106509999841494;0.443228356073367;0.599772458410265;-0.0378602721915886;0.0165740539793149
Slc45a1;-0.0106513845103775;0.443211893553554;0.599772458410265;-0.0378606562101972;0.0165736695150968
Tbx4;-0.0106548727860608;0.443062567793916;0.599628840740616;-0.0378641398805827;0.0165701818015764
Gys2;-0.0106612990799844;0.442787546915029;0.599296980787237;-0.037870557688641;0.0165637565415661
9630028I04Rik;-0.0106619983629994;0.442757626155777;0.599296832656181;-0.0378712560481235;0.0165630573709217
Gm41790;-0.0106624124498239;0.442739908849702;0.599296832656181;-0.0378716695880572;0.0165626433506258
I830134H01Rik;-0.010664249965461;0.442661292964319;0.599247136192708;-0.037873504676747;0.0165608061300981
Aebp2;-0.010664273158736;0.442660300719085;0.599247136192708;-0.0378735278393877;0.0165607829405468
Gm32916;-0.0106713804543587;0.442356299194439;0.599035950333836;-0.0378806257461254;0.0165536767846329
Gask1b;-0.0106718885378863;0.442334571427789;0.599035950333836;-0.0378811331583589;0.016553168782475
Ackr1;-0.0106797289440642;0.441999360409215;0.598633237371587;-0.0378889632037961;0.0165453296301582
Camta2;-0.0106806292489085;0.441960877817472;0.598621447700084;-0.0378898623187145;0.0165444294690792
Wdr75;-0.0106836064705361;0.441833633235838;0.59848942314804;-0.037892835605058;0.016541452722555
Bfsp1;-0.0106879567478286;0.441647742819154;0.59827793624619;-0.0378971801312985;0.0165371031386096
Smim8;-0.0106932868151066;0.44142004632017;0.598050087018088;-0.0379025031508432;0.016531773919433
Mrpl16;-0.0106959951355673;0.441304374646698;0.597933668768793;-0.0379052078896093;0.0165290660293179
Gm17374;-0.0106963124413264;0.441290823734924;0.597933668768793;-0.0379055247757123;0.0165287487739518
Gm46212;-0.0106964242844982;0.441286047398884;0.597933668768793;-0.0379056364709635;0.0165286369485411
Phxr2;-0.0106995572737956;0.441152263064929;0.597848452500625;-0.0379087653163805;0.0165255044564968
Fmo5;-0.0107082809130841;0.440779870234901;0.597464616771103;-0.0379174774144472;0.0165167821989668
Ccdc63;-0.010709383725643;0.440732806438019;0.597441106394032;-0.0379185787677098;0.0165156795607901
Ccne1;-0.0107121238484795;0.440615881004627;0.597363168049367;-0.037921315264394;0.0165129398709487
Srsf9;-0.0107143398021519;0.440521335712624;0.597275268889922;-0.0379235282852768;0.016510724267143
Perm1;-0.0107172882487724;0.440395556100889;0.59714500636019;-0.037926472829248;0.0165077762856245
Hibch;-0.0107190999654653;0.440318279168299;0.597080496871522;-0.0379282821476657;0.0165059648544857
Gm14549;-0.0107256692100302;0.440038139931372;0.596750287618852;-0.0379348426946421;0.0164993966438347
Rab7;-0.0107266036436206;0.4399983001979;0.596750287618852;-0.0379357758908648;0.0164984623571212
Med12;-0.0107267598405569;0.439991640917023;0.596750287618852;-0.037935931880962;0.0164983061847317
Cpsf7;-0.0107288164311258;0.439903965880107;0.596719934283927;-0.0379379857480295;0.0164962499172385
4930556N13Rik;-0.0107309446850591;0.439813246295786;0.596677398453515;-0.0379401111833171;0.0164941219973961
Gm42557;-0.0107321711074122;0.439760973326913;0.59664674676324;-0.0379413359812925;0.0164928957674535
Arl13a;-0.0107322816948399;0.439756260009108;0.59664674676324;-0.0379414464222449;0.0164927851973715
Mylk3;-0.0107355551116831;0.439616757692762;0.596612143380651;-0.0379447155030776;0.016489512293666
Vcam1;-0.0107378406235432;0.439519371710398;0.59652024908818;-0.0379469979871737;0.0164872271397346
Pilra;-0.0107393378479509;0.43945558147953;0.596473941967659;-0.0379484932279583;0.0164857301496496
Gm29123;-0.0107448917787363;0.43921899902154;0.596193081521271;-0.0379540397994605;0.0164801770870145
Gm21411;-0.0107528046400804;0.438882058816347;0.595778045398178;-0.0379619421729045;0.0164722654596507
Kcne1;-0.0107535448816017;0.438850545938474;0.595778045398178;-0.0379626814331175;0.0164715253333928
Gm49200;-0.0107609505189755;0.438535351530777;0.595537233636311;-0.0379700772514973;0.0164641208475128
Malrd1;-0.0107629436547516;0.438450543070206;0.595471643517117;-0.0379720677441034;0.016462128021137
Rock2;-0.010764255528752;0.43839472762372;0.595465791685278;-0.0379733778782621;0.0164608163506646
Ccni;-0.0107642942271905;0.438393081208529;0.595465791685278;-0.0379734165253763;0.0164607776582285
Kmt2a;-0.01076985176613;0.438156674030561;0.595273610734363;-0.0379789666927125;0.016455220980451
Acr;-0.0107705199194051;0.438128256991453;0.595273610734363;-0.0379796339596261;0.0164545529305956
Pwp1;-0.0107727468077664;0.438033553478576;0.595186787805327;-0.0379818578936572;0.0164523263867462
Lbhd1;-0.0107731082885965;0.438018181791088;0.595186787805327;-0.0379822188948987;0.0164519649618138
Gm29650;-0.010776875288308;0.437858011552657;0.59502870318685;-0.0379859808963837;0.0164481985441892
Gm4869;-0.0107808024976454;0.43769106517428;0.594882258346194;-0.0379899028941002;0.0164442719408721
Mybpc1;-0.0107866916113352;0.437440786510949;0.594622498561742;-0.0379957841910438;0.0164383837343765
Cyp2ab1;-0.0107882741304297;0.437373545816631;0.594571300483617;-0.0379973646093057;0.0164368014587408
Ndor1-1;-0.0107932688098163;0.43716136260782;0.594323045411849;-0.038002352657241;0.0164318075468541
B430119L08Rik;-0.0107940975739194;0.437126160908727;0.594315380275134;-0.0380031803208602;0.0164309789099705
1700013F07Rik;-0.0107964045466758;0.437028180988743;0.594222355253074;-0.03800548423008;0.016428672291149
Ppp1r15b;-0.0108034727110748;0.436728066216437;0.593934806869777;-0.0380125430065334;0.0164216052093409
Gm45552;-0.0108066799167013;0.436591927183031;0.593830007588665;-0.0380157459514495;0.0164183984940469
1700016K05Rik;-0.0108156806166836;0.436209997244182;0.59335067153392;-0.0380247346911903;0.0164093991671419
Phc1;-0.010819418261213;0.436051453015025;0.593175149543987;-0.0380284673677976;0.0164056620915025
Espl1;-0.0108228257750507;0.435906941284128;0.593018693959182;-0.0380318703518474;0.0164022550956444
C330019F10Rik;-0.010826825243789;0.435737360126779;0.592828109815149;-0.038035864503076;0.0163982562340627
Slc24a1;-0.010832235089539;0.435508038211926;0.59255621605241;-0.0380412671547605;0.016392847208192
Gm16568;-0.0108323411568423;0.435503542743048;0.59255621605241;-0.0380413730809985;0.0163927411569476
Ebf3;-0.010832830228069;0.43548281469873;0.59255621605241;-0.0380418615017724;0.0163922521597598
Cav1;-0.0108352825798293;0.435378886564319;0.592500795870735;-0.0380443105917681;0.0163898001790568
Gm48975;-0.0108433255619311;0.435038133699591;0.592077151293946;-0.0380523428739615;0.0163817584116142
Dennd6a;-0.0108450505706029;0.434965071194528;0.592017794598754;-0.0380540655873257;0.0163800336629961
Erich6b;-0.0108506906293153;0.434726236710215;0.591801009406402;-0.0380596981402109;0.0163743944534203
Ggn;-0.0108526071767582;0.434645095636986;0.591782618191015;-0.0380616121367063;0.0163724781941281
Papolb;-0.0108538054141014;0.434594370176838;0.591782618191015;-0.0380628087790799;0.0163712801368369
F2;-0.0108590220204454;0.434373573326734;0.59153704651193;-0.0380680184407077;0.0163660643134502
Zfp91-1;-0.0108593797306216;0.434358435343706;0.59153704651193;-0.0380683756746205;0.0163657066569082
Gm38394;-0.0108627061031644;0.434217680744398;0.5915211788307;-0.0380716976180234;0.0163623807827803
Nudt5;-0.0108634949823114;0.434184303391041;0.591515793648015;-0.0380724854466718;0.0163615920217485
Vti1b;-0.0108666243070165;0.434051916750941;0.591415594580735;-0.0380756106039275;0.0163584631652487
Nemp1;-0.0108677712675814;0.434003400219697;0.591389571925478;-0.0380767560369049;0.0163573163761569
4930444P10Rik;-0.0108699983534275;0.433909203243572;0.591301295607751;-0.0380789801563868;0.0163550896230606
Gm46329;-0.0108709647820403;0.433868330787873;0.59128567919657;-0.0380799452976824;0.0163541233387582
Lrrc4c;-0.0108745401122196;0.433717141313111;0.591178516795096;-0.0380835158649536;0.0163505485420174
Aoah;-0.0108771366654254;0.433607360327487;0.591090307497353;-0.0380861089587023;0.0163479523757805
Akr1c21;-0.0108789104033753;0.433532376797743;0.591028168368712;-0.0380878803332432;0.0163461789019628
4921504E06Rik;-0.0108808933570662;0.43344855769322;0.590953974588458;-0.0380898606445541;0.0163441962433562
Gm12705;-0.0108878361555897;0.433155160649931;0.590666647605862;-0.0380967941897844;0.0163372544763071
Lrrc75aos1;-0.0108892372943616;0.433095963590679;0.590633481857637;-0.0380981934608148;0.0163358535453806
Gm26693;-0.0108952103172129;0.432843660360388;0.590369502966611;-0.0381041585203291;0.0163298814073704
Klhl33;-0.0108960659586012;0.432807524638952;0.590360270580597;-0.0381050130208027;0.0163290258925775
C730027H18Rik-1;-0.010896254418328;0.432799565781891;0.590360270580597;-0.0381052012292314;0.0163288374607286
Ankzf1;-0.010902083228906;0.432553450649382;0.590173884783801;-0.0381110222665384;0.0163230095114241
Platr22;-0.010902519598911;0.432535028663925;0.590173884783801;-0.0381114580545283;0.0163225732058234
Cnpy1;-0.0109085428808425;0.432280793572559;0.589921987182755;-0.03811747330176;0.0163165508118141
Gm12714;-0.0109089245634423;0.432264686149191;0.589921987182755;-0.0381178544751515;0.0163161691854135
Gm45442;-0.0109135611751412;0.432069043810937;0.589792553221089;-0.0381224849004467;0.0163115332557789
Apod;-0.010918973059112;0.431840753636822;0.589561607494807;-0.0381278895621282;0.0163061221664376
Havcr2;-0.0109278372331591;0.431466986050085;0.589091335273354;-0.038136741903283;0.0162972592904762
E430018J23Rik;-0.0109301342573662;0.431370160105371;0.588999139346483;-0.0381390358604682;0.0162949626019515
Lmod1;-0.0109348676535617;0.431170674035652;0.588806742757877;-0.0381437629356562;0.0162902298965789
Gm12925;-0.0109411013545611;0.430908040146855;0.58848806596958;-0.0381499883102736;0.0162839971035055
Fam124a;-0.0109455483743686;0.430720738153101;0.588272233106311;-0.0381544293888863;0.0162795507301044
Gm39094;-0.0109466984912588;0.430672304592012;0.588246048322682;-0.0381555779690515;0.0162784007802168
Ces1f;-0.010953304579267;0.43039417112843;0.587986002187892;-0.0381621752289642;0.0162717956500494
Pus10;-0.0109534521371918;0.43038795974671;0.587986002187892;-0.0381623225896717;0.0162716481134925
Gm38825;-0.0109583189323058;0.430183123435328;0.587777566126582;-0.0381671828794508;0.0162667820224738
Apof;-0.0109602789054846;0.430100647004894;0.587704819653303;-0.0381691402324142;0.0162648223324865
Gm50375;-0.0109629161921698;0.429989683444394;0.587593134816305;-0.0381717739930792;0.0162621854265261
Gm15889;-0.0109770467803766;0.429395423555695;0.586978750327487;-0.0381858856824227;0.0162480568717927
B3gnt4;-0.0109791758664225;0.429305926518533;0.586914702339552;-0.0381880119199955;0.0162459280911921
Usp26;-0.0109799878657687;0.429271796635642;0.586914702339552;-0.0381888228329147;0.0162451162082729
Rexo4;-0.0109821035437003;0.42918287805757;0.586849639340997;-0.0381909356799743;0.016243000833525
Prrg2;-0.0109855847843938;0.429036590343749;0.586729426917033;-0.0381944122620821;0.0162395200911745
Cend1;-0.0109905670761942;0.428827276305048;0.586483076097719;-0.0381993878854488;0.0162345385114461
Lin28a;-0.0109925722822672;0.428743051149949;0.586407780464514;-0.0382013904073192;0.0162325335915768
Rab8b;-0.0109971860198825;0.428549295738591;0.586262435674236;-0.0382059979680776;0.0162279205116505
Cdc20b;-0.010999064644101;0.428470416892643;0.586194418864353;-0.0382078740768688;0.016226042154898
Gm28557;-0.0109994114649589;0.428455855654563;0.586194418864353;-0.0382082204333218;0.0162256953833972
Pcdhb3;-0.0110022168366819;0.428338082990011;0.586093144728301;-0.0382110220483175;0.0162228904106737
Tpp1;-0.0110035574832626;0.428281807786407;0.586056033076724;-0.0382123608994614;0.0162215499546178
4933406J09Rik;-0.0110072607197503;0.428126382464789;0.585923117073297;-0.0382160591759487;0.0162178472439038
Arl14;-0.0110113517684994;0.427954718767079;0.585728057691625;-0.0382201447444073;0.0162137567751205
Kif16bos;-0.0110139245743344;0.427846782281535;0.585620199101635;-0.0382227141032949;0.0162111843335515
Pgbd1;-0.0110145539065841;0.427820382424573;0.585620199101635;-0.0382233425923345;0.0162105550903498
