moscot driver genes Beta;Beta_pull_corr;Beta_pull_pval;Beta_pull_qval;Beta_pull_ci_low;Beta_pull_ci_high
Gm44854;-0.00969218537979755;0.485349460119393;0.635295603826011;-0.0369026983396684;0.017532688925196
H1f6;-0.00969297439184054;0.485313930294565;0.635295603826011;-0.0369034863512353;0.0175319000815718
Gm11832;-0.00969417975595695;0.48525965453059;0.635295603826011;-0.0369046901868711;0.0175306949746813
Pank2;-0.00969701019842235;0.485132216807579;0.635183857918638;-0.0369075170398397;0.0175278651359242
Gm48853;-0.00970217095725605;0.48489990565691;0.634924822100981;-0.0369126712528065;0.0175227054767121
Gm14198;-0.00970243072201925;0.484888213959245;0.634924822100981;-0.0369129306880478;0.0175224457672596
Mmp20;-0.00970436385021071;0.484801210993865;0.634915879127666;-0.0369148613638743;0.0175205130505661
Mgat4e;-0.00970449418629319;0.484795345352063;0.634915879127666;-0.0369149915346052;0.0175203827422204
Pigr;-0.00970506573701491;0.484769623751488;0.634915879127666;-0.0369155623602152;0.0175198113131196
Mpeg1;-0.00970523867699289;0.484761841048019;0.634915879127666;-0.0369157350807851;0.0175196384099382
Gm47766;-0.0097059576815547;0.484729484886729;0.634915879127666;-0.0369164531731323;0.0175189195583421
Hormad1;-0.00970703098426844;0.484681187013962;0.634915879127666;-0.0369175251140743;0.0175178464839175
6030440G07Rik;-0.00970705101087945;0.484680285855222;0.634915879127666;-0.0369175451152756;0.0175178264615655
Gm34678;-0.00970738009069785;0.484665478030214;0.634915879127666;-0.0369178737775553;0.0175174974517287
LTO1;-0.00970791122258926;0.484641578849696;0.634915879127666;-0.0369184042355305;0.0175169664327746
Abca6;-0.00971465521990862;0.484338176770542;0.634764350193507;-0.0369251396745291;0.0175102238681299
Olfr1388;-0.00971785462036061;0.484194276666076;0.634617130252844;-0.036928335013988;0.0175070251464831
Soat2;-0.00971935763363197;0.484126683324422;0.63461128813712;-0.0369298361192953;0.0175055224519082
Gm34777;-0.00972009772302272;0.484093401988143;0.634609042071577;-0.0369305752691523;0.0175047825193996
Gm38431;-0.00972118402187518;0.484044554084961;0.634586387815963;-0.0369316601889086;0.0175036964507638
Gm44672;-0.00972208444996625;0.484004066309654;0.634586387815963;-0.0369325594738247;0.0175027962134495
Gm14325;-0.00972488826896478;0.483878004267799;0.634492174013148;-0.0369353597328389;0.0174999929882232
Lum;-0.00972821938432943;0.483728257685742;0.634337192710794;-0.0369386866181601;0.0174966625777413
Gm5570;-0.00973664933748972;0.483349410840902;0.634005820575145;-0.0369471058637826;0.0174882344057078
C1galt1c1;-0.0097385892758502;0.483262251712083;0.633974226453146;-0.03694904333753;0.0174862948766806
Gm49767;-0.00973866859568649;0.483258688147466;0.633974226453146;-0.0369491225565894;0.0174862155735766
Gm49086;-0.00973944026902057;0.4832240202903;0.633974226453146;-0.0369498932494836;0.0174854440630078
She;-0.00973946281005155;0.483223007642136;0.633974226453146;-0.0369499157618748;0.0174854215267308
Gm17096;-0.00974068100714226;0.483168282264495;0.633974226453146;-0.0369511324111331;0.0174842035865209
Mphosph8;-0.00974313082902466;0.483058238478567;0.633913425689316;-0.0369535791200453;0.0174817542809871
Cybb;-0.00974416226371519;0.48301191143429;0.633894010677865;-0.036954609244002;0.0174807230635941
Cnih3;-0.00974448474734366;0.482997427528574;0.633894010677865;-0.0369549313178106;0.017480400647893
Gm20636;-0.00975766014246266;0.482405874554709;0.633305380798884;-0.0369680899644895;0.0174672280231744
Fam81b;-0.00975842424520415;0.482371579713664;0.633301715450874;-0.0369688530956212;0.0174664640808115
Gm6213;-0.00976004208929185;0.48229897119891;0.633247744628809;-0.0369704688824028;0.0174648465761903
Nat8f3;-0.00976043315180631;0.482281421283847;0.633247744628809;-0.0369708594476074;0.0174644555957097
E030025P04Rik;-0.00976084938215431;0.482262742280132;0.633247744628809;-0.0369712751486308;0.0174640394526659
Gm42791;-0.00976120539630612;0.482246765886641;0.633247744628809;-0.036971630710028;0.0174636835131805
Efhb;-0.00976260609511647;0.482183911302792;0.633247744628809;-0.0369730296274582;0.0174622831080701
Nat8f7;-0.00976265131421061;0.482181882227445;0.633247744628809;-0.0369730747890419;0.0174622378984557
Bcl2l14;-0.00976302635468992;0.482165053555452;0.633247744628809;-0.0369734493525333;0.0174618629365962
A430090L17Rik;-0.00976400182865933;0.482121283958015;0.633247744628809;-0.0369744235858296;0.0174608876670797
4930448I18Rik;-0.00976641502832412;0.482013012770398;0.633203136360407;-0.0369768337160031;0.017458474972983
4930467K11Rik;-0.00976978305587883;0.481861924148252;0.633087396977473;-0.0369801974590352;0.0174551076505039
Fli1;-0.00977278086039696;0.481727465274087;0.632952106823854;-0.0369831914494789;0.017452110473038
Mpzl3;-0.00977447764534221;0.481651369357515;0.63289348834526;-0.0369848860754064;0.0174504140427933
Hpx;-0.0097760041923478;0.481582913709101;0.632844902228662;-0.0369864106798742;0.0174488878147673
Cyp2j5;-0.00977662548943628;0.481555054113726;0.632844902228662;-0.0369870311863231;0.0174482666474656
Dlx1;-0.00977840600185469;0.481475218976469;0.632786109249736;-0.0369888094328113;0.0174464865068735
Snai3;-0.00978130794352235;0.481345116298151;0.632718133888397;-0.0369917076810172;0.0174435851708516
Gm44626;-0.00978519947408351;0.481170677434441;0.632592644592542;-0.0369955942578935;0.0174396944517474
Gm31749;-0.00978758060851452;0.481063959435795;0.632493706771601;-0.0369979723608773;0.0174373138134208
Gm28182;-0.00978994487597368;0.480958010130906;0.632423194535656;-0.0370003336180579;0.0174349500382465
Gm28047;-0.00979011396154733;0.480950433429657;0.632423194535656;-0.0370005024883334;0.017434780987868
4930524C18Rik;-0.00979202120072618;0.480864974805098;0.632397526397153;-0.0370024072989012;0.0174328741455728
Slc2a4;-0.0097921830737342;0.480857722060492;0.632397526397153;-0.0370025689657767;0.0174327123062404
Gm32067;-0.00979436096429247;0.480760147136053;0.632383775297787;-0.037004744082825;0.0174305348686251
Tnfrsf19;-0.00980101157362203;0.480462250005158;0.632033281759828;-0.0370113862211105;0.0174238856408462
Ado;-0.00980140224993391;0.480444753780725;0.632033281759828;-0.0370117763997336;0.0174234950456158
Prpf18;-0.00980290300222091;0.480377546639919;0.632004569378422;-0.0370132752401113;0.0174219946047196
Gm39075;-0.00980572719874554;0.480251086510233;0.631920905361645;-0.03701609583837;0.0174191709938543
Mc5r;-0.00980589766301132;0.480243454147031;0.631920905361645;-0.037016266085436;0.0174190005649242
Psme2b;-0.00980836688530838;0.480132904656483;0.631848113531637;-0.0370187321613563;0.0174165318542961
Tex50;-0.0098088761142682;0.480110107704371;0.631848113531637;-0.037019240741396;0.0174160227308167
Twist1;-0.00981060736570335;0.480032608166013;0.631848113531637;-0.0370209697865593;0.0174142918378832
Il2rb;-0.00981109788940112;0.480010651093171;0.631848113531637;-0.037021459685114;0.0174138014157318
Il2rg;-0.00981287674569733;0.479931029609502;0.631830614815967;-0.0370232362742546;0.0174120229275776
Nat8f2;-0.00981337856159376;0.479908569667026;0.631830614815967;-0.0370237374505546;0.017411521215503
Gm14808;-0.00981477906776741;0.479845889773387;0.631801278629447;-0.0370251361716213;0.0174101209990107
Fam24b;-0.00981506333367976;0.479833167948705;0.631801278629447;-0.0370254200751909;0.017409836791883
Ccdc160;-0.00981574191611525;0.479802799919783;0.631801278629447;-0.0370260977926458;0.0174091583497569
Gm15492;-0.00981925441791325;0.4796456246328;0.631743409943537;-0.0370296058167016;0.0174056465738325
Gm12326;-0.00982080121683475;0.47957641832438;0.631736107566674;-0.037031150643549;0.0174041000943507
Ros1;-0.00982250586885981;0.479500155718746;0.631677040000915;-0.0370328531220962;0.0174023957942136
Gm39228;-0.0098235228927494;0.479454659324208;0.631658497699361;-0.0370338688491773;0.017401378980191
Gm21974;-0.00982466643795195;0.479403505832197;0.63163249952449;-0.0370350109361768;0.0174002356708963
Hpgds;-0.00982544089150508;0.479368864376916;0.63163249952449;-0.0370357844021374;0.0173994613770687
Erich6;-0.00982729216534339;0.479286062078564;0.631601947293699;-0.0370376333150768;0.0173976104849103
Wdr88;-0.00982758892904054;0.479272789394569;0.631601947293699;-0.0370379297002988;0.01739731378238
P2rx2;-0.00983006806556152;0.479161918453671;0.631601947293699;-0.0370404056748862;0.017394835156654
Pbx4;-0.00983010061394374;0.47916046293117;0.631601947293699;-0.0370404381817534;0.0173948026149757
Anxa1;-0.00983199716486316;0.479075655738024;0.631601947293699;-0.0370423323135501;0.0173929064545875
Ccdc154;-0.00983226526615689;0.479063667836944;0.631601947293699;-0.0370426000728547;0.0173926384084845
Ankrd23;-0.00983397208330869;0.478987352927376;0.631580923251938;-0.0370443047127044;0.0173909319426023
Zkscan4;-0.0098347344475826;0.478953268373339;0.631577405976336;-0.0370450661044168;0.0173901697351746
Cyp2c70;-0.00983500306457813;0.478941259088081;0.631577405976336;-0.0370453343787253;0.0173899011734359
Ankrd10;-0.00983581112006016;0.478905133665003;0.631577405976336;-0.0370461414033105;0.0173890932841542
Gm15958;-0.00983622734091294;0.478886526421146;0.631577405976336;-0.0370465570931453;0.0173886771488955
Ccdc192;-0.00983639024781999;0.478879243739854;0.631577405976336;-0.0370467197922118;0.017388514275487
Ihh;-0.00983655719179727;0.478871780645844;0.631577405976336;-0.0370468865231965;0.017388347365837
9930111J21Rik2;-0.00983830726924927;0.478793548685796;0.631577405976336;-0.037048634367751;0.0173865976481467
Gm20597;-0.0098387046702585;0.478775785038529;0.631577405976336;-0.0370490312616991;0.0173862003288076
Gss;-0.00983877533515499;0.478772626386959;0.631577405976336;-0.0370491018364303;0.0173861296784326
Gm31641;-0.00983899154013598;0.478762962307004;0.631577405976336;-0.0370493177655415;0.0173859135178795
Ankdd1a;-0.00984058695007112;0.478691652861612;0.631577405976336;-0.0370509111397127;0.0173843184357065
Mettl6;-0.00984147641213347;0.478651899424153;0.631577405976336;-0.0370517994667498;0.0173834291563157
Vax2;-0.00984151458154634;0.478650193528476;0.631577405976336;-0.0370518375874544;0.0173833909947408
Gm26554;-0.00984167072917451;0.478643214897573;0.631577405976336;-0.0370519935358209;0.0173832348791764
Gm42604;-0.00984458738053258;0.478512872611797;0.631577405976336;-0.0370549064649642;0.0173803188264869
Sgta;-0.00984532139550183;0.478480073256834;0.631577405976336;-0.0370556395431147;0.0173795849621078
Catspere1;-0.00984986450223297;0.478277092498084;0.631555727173476;-0.0370601768508551;0.0173750427867854
Slc6a14;-0.00985019967260072;0.478262119336917;0.631555727173476;-0.0370605115933545;0.0173747076850884
Hoxb2;-0.00985240469016467;0.478163620344775;0.631488849020564;-0.0370627137959073;0.0173725031191427
Chrne;-0.00985299424726766;0.478137286477818;0.631488849020564;-0.037063302600314;0.0173719136827443
Slitrk5;-0.00985397611204797;0.478093431083046;0.631488849020564;-0.0370642832114911;0.0173709320189469
Gm16751;-0.00985566993649647;0.478017780883474;0.631462179596563;-0.0370659748732132;0.0173692385410924
Selplg;-0.0098578662699243;0.477919697187978;0.631374099531441;-0.0370681684020639;0.0173670426568506
Gm45774;-0.00985790755937244;0.47791785339221;0.631374099531441;-0.0370682096387855;0.0173670013758443
Bglap;-0.00985926688891638;0.47785715419343;0.631374099531441;-0.0370695672324183;0.0173656423241708
Gm29676;-0.00986452675316626;0.477622321092016;0.631105660635783;-0.0370748203786919;0.0173603835341802
Olfr18;-0.00986466065175035;0.477616343848967;0.631105660635783;-0.0370749541062391;0.0173602496629235
Thbs1;-0.00986642151591139;0.47753774254383;0.631076862894992;-0.0370767127210496;0.0173584891580468
Rara;-0.009867777767697;0.477477207114309;0.631038346894942;-0.0370780672402269;0.0173571331828739
B230217J21Rik;-0.00986850469348017;0.4774447629753;0.631038346894942;-0.0370787932373229;0.0173564064053088
Gm7102;-0.00986883303507419;0.477430108834247;0.631038346894942;-0.0370791211594334;0.0173560781306533
Gpr61;-0.00987078914262758;0.47734281132918;0.631026667728711;-0.0370810747677758;0.0173541224217667
Ccdc103;-0.00987199807517325;0.477288863245024;0.630996844522867;-0.0370822821556309;0.0173529137355048
Qrfp;-0.00987287232698477;0.477249852219894;0.630986766141173;-0.0370831552903343;0.0173520396617463
Nphs1os;-0.00987426440528919;0.477187738245996;0.630946139302766;-0.0370845455897726;0.0173506478668713
A830031A19Rik;-0.00987487525147746;0.47716048393107;0.630946139302766;-0.0370851556553583;0.017350037145019
Muc19;-0.00987643194648391;0.477091032235282;0.63090126437481;-0.0370867103609669;0.0173484807667815
B9d1os;-0.00987660810890664;0.477083173125706;0.63090126437481;-0.0370868862982524;0.0173483046401974
Ccdc190;-0.00987754874245419;0.477041209971552;0.63090126437481;-0.0370878257296326;0.0173473641979846
Slc7a7;-0.00987802944671964;0.477019765771856;0.63090126437481;-0.0370883058195202;0.0173468835914808
Gm48449;-0.00987889815610834;0.476981014015866;0.63090126437481;-0.0370891734185982;0.0173460150587313
Spg21;-0.00987938643065708;0.476959233614515;0.63090126437481;-0.0370896610690578;0.0173455268834478
Gm5103;-0.00988151652777984;0.476864223007074;0.630850320815425;-0.0370917884434407;0.0173433972192181
Tmem45a;-0.00988763883417662;0.476591202039373;0.630613633554763;-0.0370979029227895;0.0173372761556632
Stard3;-0.00988835032738181;0.476559478933851;0.630613165153187;-0.0370986135062558;0.0173365648067603
Cnr2;-0.00988900995575319;0.476530069340918;0.630613165153187;-0.0370992722911797;0.0173359053121477
Zbtb17;-0.00989221012956856;0.476387403398043;0.630468464154764;-0.0371024683726912;0.0173327057869237
Pik3r6;-0.00989225936365596;0.476385208691398;0.630468464154764;-0.0371025175438149;0.0173326565628104
Gmfg;-0.00989250139440397;0.476374419773511;0.630468464154764;-0.0371027592650366;0.0173324145810924
A630076J17Rik;-0.00989283895699668;0.476359372590313;0.630468464154764;-0.0371030963959248;0.0173320770868769
Asb10;-0.00989453065633238;0.476283967356917;0.630468464154764;-0.0371047859316741;0.0173303857301211
Gm47710;-0.00989520205974604;0.476254042260954;0.630468464154764;-0.0371054564763581;0.0173297144626278
Riox1;-0.00990182293761365;0.475958998528797;0.630233417693612;-0.0371120688847653;0.0173230949237901
Gm10584;-0.00990198442864948;0.475951803315044;0.630233417693612;-0.0371122301691912;0.017322933465385
Gm47782;-0.00990309015279467;0.475902539509549;0.630233417693612;-0.0371133344786466;0.0173218279646231
Gm15283;-0.0099032663266553;0.47589469061753;0.630233417693612;-0.0371135104271;0.0173216518263478
Gm27000;-0.00990436791152818;0.475845614453358;0.630233417693612;-0.0371146106025023;0.0173205504639452
Oc90;-0.00990523495958958;0.475806988973835;0.630233417693612;-0.0371154765411351;0.0173196835909418
Lrrc66;-0.00990669757389736;0.475741835951007;0.63019492146304;-0.0371169372838667;0.0173182212718448
Hsd17b14;-0.00990728926209369;0.475715480238354;0.63019492146304;-0.0371175282148997;0.0173176297030404
Pdgfra;-0.00991009818663308;0.475590372542131;0.630077320364733;-0.0371203335446941;0.0173148213450309
Pla2g10os;-0.00991118188202538;0.475542110267502;0.630054902966295;-0.0371214158531034;0.0173137378680935
Mrap;-0.00991169718493828;0.475519162241725;0.630054902966295;-0.0371219304964762;0.0173132226690346
Gm34866;-0.00991208132479991;0.475502055705629;0.630054902966295;-0.0371223141446648;0.017312838606583
Commd5;-0.0099126258535454;0.475477807301691;0.630054902966295;-0.0371228579764367;0.0173122941875547
Ccnc;-0.00991367462781634;0.475431106256142;0.630054902966295;-0.0371239054082758;0.0173112456245558
0610033M10Rik;-0.00991604229481561;0.475325685264626;0.629975754936364;-0.0371262700444398;0.0173088784342948
Platr27;-0.00991785149201105;0.475245138928846;0.629952065665739;-0.0371280769254882;0.0173070696011821
4732465J04Rik;-0.00991844182527491;0.475218858625947;0.629952065665739;-0.0371286665029648;0.0173064793866783
Gpatch4;-0.00991885421800389;0.475200500306513;0.629952065665739;-0.0371290783677075;0.017306067076901
Adam18;-0.00991922240499689;0.47518411020457;0.629952065665739;-0.0371294460833031;0.01730569896396
Gm33045;-0.00991946590037899;0.4751732710074;0.629952065665739;-0.0371296892669289;0.0173054555175471
Mall;-0.00992005168871843;0.475147195194546;0.629952065665739;-0.0371302743052485;0.017304869847002
Hhipl1;-0.00992149990734592;0.475082732484045;0.629952065665739;-0.0371317206695548;0.017303421919512
Gm17402;-0.00992153828856641;0.475081024134949;0.629952065665739;-0.0371317590016298;0.0173033835460058
Fndc7;-0.00992233744061829;0.475045454622519;0.629952065665739;-0.0371325571303848;0.017302584554558
Enkd1;-0.00992278186847298;0.475025674185483;0.629952065665739;-0.0371330009891442;0.0173021402160041
Cygb;-0.00992384985034578;0.47497814267559;0.629952065665739;-0.0371340676034093;0.0173010724486816
Gm45833;-0.00992572923705526;0.474894505188656;0.629952065665739;-0.0371359445833135;0.0172991934393773
Kncn;-0.0099268363984304;0.47484523747568;0.629952065665739;-0.0371370503267309;0.0172980865002445
Slc34a2;-0.00992754749176947;0.474813595923346;0.629952065665739;-0.0371377605093273;0.0172973755496091
Gm19935;-0.00993113153255097;0.474654134314662;0.629952065665739;-0.0371413399593801;0.0172937922276615
Emilin3;-0.00993177604658271;0.474625461631425;0.629952065665739;-0.0371419836477922;0.0172931478428227
Tlr1;-0.00993187817081228;0.47462091848838;0.629952065665739;-0.037142085641199;0.0172930457390619
Pantr1;-0.00993289231555546;0.474575804098403;0.629952065665739;-0.0371430984867759;0.0172920317975527
Impa2;-0.00993382014894559;0.474534531344969;0.629952065665739;-0.0371440251315196;0.0172911041500507
Gm48311;-0.00993701405874724;0.474392471927957;0.629860105882553;-0.0371472149492487;0.0172879108797794
Zfp989;-0.00994255567936764;0.474146045937021;0.629657680107804;-0.0371527494685679;0.0172823703674639
Taf11;-0.00995656877149132;0.473523222534492;0.628968929751306;-0.0371667445961889;0.0172683600704504
Ccno;-0.0099575659714276;0.473478918311579;0.628968929751306;-0.037167740517328;0.0172673630690124
Odf4;-0.00995764032225599;0.473475615097736;0.628968929751306;-0.0371678147728077;0.0172672887329818
Maz;-0.00997994604569626;0.472485202111947;0.628074457320404;-0.0371900918774419;0.0172449874353803
Gm39185;-0.00998639595800721;0.472199027483355;0.627735554126299;-0.0371965335093118;0.0172385387977938
4930588G17Rik;-0.00998838406675032;0.472110836807914;0.627659820934429;-0.0371985190652516;0.0172365510815127
Pcdh19;-0.00999046704888025;0.472018447368462;0.6275784952016;-0.0372005993725268;0.0172344685103423
Gm28694;-0.0099954689943907;0.471796629713253;0.627366559539988;-0.0372055948938422;0.0172294675507203
Hscb;-0.00999689439625692;0.471733428966287;0.627324014189936;-0.0372070184647598;0.0172280424295528
Cul1;-0.00999730933190824;0.471715032053777;0.627324014189936;-0.0372074328673997;0.0172276275755924
BC016579;-0.0100084559605885;0.471220974372302;0.626849870818315;-0.0372185651740199;0.0172164831379067
Sap18b;-0.0100156667557061;0.470901518694904;0.626466364259392;-0.0372257667005465;0.0172092737565481
Entr1;-0.0100173290565956;0.47082789169037;0.626409868077532;-0.0372274268643516;0.0172076117811703
Gm15601;-0.0100224779429269;0.470599876366823;0.62618939069382;-0.0372325691302275;0.0172024639021388
Gm48770;-0.0100236562622976;0.470547703774523;0.62618939069382;-0.0372337459343085;0.0172012858130851
Espnl;-0.0100251670737276;0.47048081406087;0.626155299905043;-0.0372352548027618;0.0171997752968511
Kat14;-0.0100278267388776;0.470363072713514;0.626079032967946;-0.0372379110471522;0.0171971161510686
Gm26692;-0.0100355044591793;0.470023277159608;0.625794949383377;-0.0372455788905066;0.0171894399278772
C78334;-0.0100367167095164;0.469969638567192;0.625764978415437;-0.0372467895810601;0.0171882279136285
Gm8797;-0.0100405449172765;0.469800273576735;0.625580903471757;-0.0372506128626009;0.0171844004508946
Aldh1a2;-0.0100541472030588;0.469198763234793;0.624945520261648;-0.0372641976382283;0.0171708008058655
Npr1;-0.010055698309639;0.469130198388215;0.624895598873462;-0.0372657467474378;0.0171692499997779
Xpnpep3;-0.0100574460167216;0.469052949685137;0.624834102943497;-0.0372674922038293;0.017167502631118
Ppm1k;-0.0100591219306892;0.468978880846513;0.624776835099898;-0.0372691659594049;0.0171658270415149
Lrrc26;-0.0100598600651651;0.468946260243302;0.62477478094447;-0.0372699031431967;0.0171650890498527
Cul4b;-0.0100600311341414;0.468938700318696;0.62477478094447;-0.0372700739918395;0.0171649180139704
Rnase6;-0.0100651012719676;0.468714670076336;0.624549016540371;-0.037275137598708;0.0171598488562614
Skint2;-0.0100730916430963;0.468361725966518;0.624192316555973;-0.037283117674425;0.0171518600269243
Ttf2;-0.0100748733921036;0.468283044074451;0.624139364518245;-0.0372848971272159;0.0171500786212426
Gm48559;-0.0100781206794827;0.4681396629465;0.623989632954084;-0.0372881402292327;0.0171468319591393
Gm10778;-0.0100844876451025;0.46785860571754;0.62365635904381;-0.0372944989869371;0.0171404662178333
Reg1;-0.0100950533924098;0.467392407773706;0.623117552455389;-0.0373050511086458;0.0171299024973596
Gm6583;-0.0100974180270672;0.46728810703779;0.623019817998454;-0.0373074126930368;0.0171275383154792
2200002D01Rik;-0.0100982069431303;0.46725331192086;0.62301474627214;-0.0373082005913681;0.0171267495504089
Gnl2;-0.0101036257933416;0.46701435252216;0.622778741542486;-0.0373136124501416;0.0171213317364105
Gm49893;-0.0101087258252242;0.466789514217747;0.622520207265449;-0.03731870590047;0.0171162326783148
1700027A07Rik;-0.0101089961989034;0.466777596289755;0.622520207265449;-0.0373189759251945;0.0171159623562206
Tmem26;-0.0101124648410741;0.466624715358118;0.622383005098477;-0.0373224400902489;0.0171124943754833
Gm50166;-0.0101217579992627;0.4662152549221;0.621878128173245;-0.0373317212501603;0.0171032029861733
Ctdsp1;-0.0101245059879204;0.466094215604408;0.621757930742895;-0.0373344656900259;0.0171004555196725
A830035O19Rik;-0.0101367064286057;0.465557039428941;0.621288712403081;-0.0373466503699297;0.0170882573922798
Gm16046;-0.0101369262361813;0.465547364622291;0.621288712403081;-0.0373468698934791;0.017088037626307
Mpig6b;-0.0101534987407368;0.464818249342241;0.620632390178472;-0.0373634209761734;0.0170714682508402
Neil1;-0.0101546854761603;0.464766062719365;0.620603929514938;-0.0373646061770326;0.0170702817389129
Pacs2;-0.0101619751282361;0.464445572161745;0.620217173984826;-0.0373718864012;0.017062993458005
Cd37;-0.0101755528178961;0.463848955032391;0.619620742386775;-0.0373854465227588;0.0170494183145663
Gpr3;-0.0101756291719534;0.463845601166308;0.619620742386775;-0.0373855227779936;0.0170493419747993
Agap2;-0.0101784582410638;0.46372134329958;0.619540831916555;-0.0373883481853132;0.0170465134349483
Rfx2;-0.010183255903018;0.463510663621782;0.619369107312264;-0.0373931396364442;0.0170417166695398
Kcnmb3;-0.0101856395158846;0.463406011880276;0.619322633747454;-0.0373955201631346;0.0170393335016363
A130010J15Rik;-0.0101871298716396;0.463340584987046;0.61931753856347;-0.0373970085890987;0.0170378434239376
Dlgap5;-0.0101893456502425;0.463243321409557;0.619269882317883;-0.037399221498372;0.0170356280585098
Ccdc7b;-0.0101912362886357;0.463160339145928;0.619225448560621;-0.0374011096882659;0.0170337377724517
Gm15478;-0.0102069616632124;0.462470455645229;0.618483473246144;-0.0374168146899343;0.0170180153208791
Tmprss11d;-0.0102081766964552;0.462417175122239;0.618453361152443;-0.0374180281484891;0.0170168005129242
Cdc42se1;-0.0102094173465017;0.462362774807291;0.618421747302127;-0.0374192671905653;0.0170155600928324
Dpy19l4;-0.0102235020146525;0.46174543731147;0.617760450304305;-0.0374333335981237;0.0170014780294012
Clec4a1;-0.0102250333338632;0.461678346626125;0.617711800480864;-0.0374348629313487;0.0169999469927309
Pld3;-0.0102499634808813;0.460586864190526;0.616374499455608;-0.0374597607282405;0.0169750214275624
Cybrd1;-0.0102563504369463;0.460307465149638;0.616041606544382;-0.0374661393909586;0.016968635639895
Acot12;-0.0102579913795639;0.460235696997963;0.615986565695743;-0.0374677782024838;0.0169669949971046
Cd180;-0.0102580224454803;0.460234338361573;0.615986565695743;-0.0374678092280535;0.016966963936863
Gm5678;-0.0102609986024866;0.460104189550523;0.6158925637591;-0.037470781519546;0.0169639883232704
6330562C20Rik;-0.0102612773622196;0.460092000304677;0.6158925637591;-0.0374710599171937;0.0169637096144111
Madcam1;-0.0102623230835872;0.460046275960109;0.6158925637591;-0.0374721042802196;0.0169626640838505
Rps23rg1;-0.0102628507395933;0.460023205076493;0.6158925637591;-0.0374726312508035;0.0169621365241002
Wdr81;-0.0102666232868268;0.459858275563779;0.615727382020691;-0.0374763988970781;0.016958364664619
Tmem192;-0.0102672806495851;0.459829540138684;0.615727382020691;-0.0374770554057699;0.0169577074216216
Aunip;-0.0102691416736951;0.459748194281495;0.615693026383593;-0.037478914011851;0.0169558467364326
Itpka;-0.0102717490255151;0.45963423978826;0.615632428707002;-0.0374815179756216;0.0169532398591342
Gm12249;-0.0102775519355217;0.459380679953691;0.615415820945559;-0.0374873133438753;0.0169474380038919
Gm11110;-0.0102910629221885;0.458790617021284;0.614789213036854;-0.0375008067638939;0.0169339294659423
Lgals1;-0.0102931656978793;0.458698821073833;0.614748160003151;-0.0375029068047159;0.0169318270704626
AI839979;-0.0102974157240147;0.458513319074726;0.614540519591921;-0.0375071513025361;0.0169275778120559
Gm13362;-0.0103004844216559;0.458379404972918;0.614401998811213;-0.0375102160078907;0.0169245096681358
Scai;-0.0103013957768711;0.458339638801628;0.614389661854313;-0.0375111261773606;0.0169235984772684
Gm17753;-0.0103116246520415;0.457893443659171;0.613873417664577;-0.0375213417408581;0.0169133714436035
Vdr;-0.0103120219340732;0.457876118682892;0.613873417664577;-0.0375217385057593;0.0169129742329796
H2-Oa;-0.0103148037431782;0.45775481774266;0.613804253712644;-0.0375245166936247;0.0169101929236384
Ipo11;-0.0103208119623925;0.457492890540253;0.613566578528572;-0.0375305170901618;0.0169041857823888
Sh3rf3;-0.0103220870716664;0.457437313209444;0.613548325823956;-0.0375317905389961;0.0169029109016358
Tpd52l1;-0.0103231313181635;0.457391801161797;0.613528216371228;-0.037532833425616;0.0169018668422192
Scrn2;-0.0103281084352467;0.457174915286332;0.613401009277257;-0.0375378040603994;0.0168968906159885
Meak7;-0.0103287582248303;0.457146603922771;0.613401009277257;-0.0375384530035843;0.016896240942611
Slc4a11;-0.0103325998090425;0.456979246027051;0.613302208617519;-0.0375422895833817;0.0168924000449445
Gm17110;-0.0103336625166404;0.4569329554461;0.613281025726596;-0.0375433509064535;0.0168913375271256
Ddi1;-0.0103388054452312;0.456708971346168;0.613062263018964;-0.0375484871338212;0.0168861955160938
Wipi2;-0.0103424665509732;0.456549560975001;0.612889203624737;-0.0375521434682755;0.0168825350626586
Gm19784;-0.0103597079976464;0.45579926138586;0.612045457994786;-0.0375693624354669;0.0168652966781191
Epor;-0.010362887146802;0.45566098946044;0.611900659393669;-0.0375725374378681;0.0168621180918228
Akirin1;-0.0103635147570566;0.455633695361543;0.611900659393669;-0.0375731642294281;0.0168614905926198
Arl6;-0.0103650243042431;0.455568050534908;0.611857597534959;-0.0375746718073781;0.01685998131245
Gm49539;-0.0103652256558655;0.455559294872731;0.611857597534959;-0.0375748728963236;0.0168597799964344
Gm15675;-0.0103673604658478;0.455466469683006;0.611802915945307;-0.0375770049211659;0.0168576455638335
Gm47731;-0.0103841055447407;0.454738734232601;0.6109070284869;-0.0375937281453121;0.0168409034364481
Gm15561;-0.0103864484508748;0.454636964571927;0.610892781150288;-0.0375960679923998;0.01683856094206
Csmd3;-0.0103923458947703;0.454380851962839;0.610589456350867;-0.0376019577348991;0.0168326645332675
Bdnf;-0.0103929504160483;0.454354603569261;0.610589456350867;-0.0376025614666337;0.0168320601179864
4930570G19Rik;-0.0103971227706844;0.454173462679698;0.610463440074299;-0.0376067283713666;0.0168278884943893
Bora;-0.010397541069133;0.454155304686641;0.610463440074299;-0.0376071461233843;0.0168274702691785
Pcdhb17;-0.0104014074298218;0.453987488504911;0.610305636044819;-0.0376110074329245;0.0168236045849814
