moscot driver TFs Fev+ delta;Fev_delta_pull_corr;Fev_delta_pull_pval;Fev_delta_pull_qval;Fev_delta_pull_ci_low;Fev_delta_pull_ci_high
Cdc5l;0.0185047526825284;0.18278224426439;0.478338282217035;-0.00871988832603215;0.0457019811792894
Klf11;0.0183977241564071;0.185327071588539;0.483322760101371;-0.00882694506113647;0.0455951393041298
Zfp113;0.0183820444712806;0.185702078228234;0.483465755387299;-0.00884262882646812;0.0455794869111247
Emx1;0.0182541380642716;0.188782149024178;0.488955480319913;-0.00897056801729351;0.0454518026397118
Pik3c3;0.0180881704161022;0.19283467766709;0.495724066606756;-0.00913657687616975;0.0452861219035851
Gpbp1l1;0.0180533276730874;0.193693509468865;0.495724066606756;-0.00917142808023977;0.0452513392039799
Zfp821;0.017923512076362;0.196918024284708;0.50190993997806;-0.00930127461853737;0.0451217467338604
Gm14295;0.017776155506726;0.200625653472386;0.507445120173037;-0.00944866519807604;0.044974642330882
Klf7;0.0176596768977118;0.203592208069007;0.514087348134116;-0.00956516985325314;0.0448583622133668
Zfp429;0.0176222025644855;0.20455338245117;0.515652099334337;-0.00960265240908585;0.0448209515835502
Akr1a1;0.0175741892073716;0.205789686719861;0.516677086846748;-0.00965067618947058;0.0447730197338714
3300002I08Rik;0.0175662476015096;0.205994698442209;0.516677086846748;-0.00965861950727996;0.0447650915976032
Gm20939;0.0174760967138394;0.208332337994427;0.51996996755634;-0.00974878958761879;0.0446750933728044
Ctcf;0.0174017757970937;0.21027391044971;0.522226323649774;-0.00982312599395168;0.0446008979802075
Ovol2;0.0173112279968845;0.212657043321113;0.525551776456435;-0.00991369225903882;0.0445105027050261
Zfp697;0.0171267978398344;0.217571243316322;0.532084517750582;-0.0100981586444617;0.0443263818375049
Zfp212;0.0171186450172341;0.217790346265731;0.532084517750582;-0.0101063130257877;0.0443182426445482
Myc;0.0170674230798088;0.219170537833309;0.532084517750582;-0.0101575446734181;0.044267106255809
Pou2f3;0.0170437381353749;0.219810854531819;0.532084517750582;-0.010181234059511;0.0442434608207647
Rbak;0.0170300696347486;0.220180989238065;0.532084517750582;-0.0101949051094967;0.0442298151070042
Trp73;0.0170144190625156;0.220605345864082;0.532084517750582;-0.0102105585882739;0.0442141906135006
Zfp316;0.0169369105486361;0.222715588562037;0.534659044083747;-0.0102880812999632;0.0441368110568246
Zfp526;0.016861853543769;0.224772814296019;0.537627883031249;-0.0103631517416768;0.0440618786193457
Rorc;0.0167983248680838;0.226524637963041;0.540366829896037;-0.010426691550581;0.0439984551390617
Ran;0.0167551950149626;0.227719492860699;0.541506195621505;-0.0104698288367891;0.0439553965785345
Atf5;0.0167200112788239;0.228697531000768;0.542785136942851;-0.0105050185615159;0.0439202709254088
Grhpr;0.0167059504600918;0.229089228847746;0.542785136942851;-0.0105190817546662;0.0439062333001481
Mesp1;0.0166531181703868;0.230565264531421;0.544841235434187;-0.010571922869779;0.0438534880618744
Ebf2;0.0165427834236525;0.233669573935871;0.549653563899164;-0.0106822755571117;0.04374333462399
Zfp317;0.0165317660111356;0.233981171553052;0.549653563899164;-0.0106932947246614;0.0437323352796467
Phtf1;0.0165023547231244;0.234814431369622;0.549653563899164;-0.0107227106653948;0.0437029721928269
Ing4;0.0164612846030111;0.235981512195773;0.549972416393919;-0.010763787203759;0.0436619693025515
Foxj2;0.0164601204673735;0.236014652863085;0.549972416393919;-0.0107649515199832;0.0436608070712132
Zfp579;0.0163924108207199;0.237947879329005;0.552771227364304;-0.0108326715430876;0.0435932080576845
Mief1;0.0163567049430289;0.238971832797109;0.553775297222297;-0.0108683827921045;0.0435575604207544
Prrx2;0.0159842404251822;0.249838682032559;0.573074152578781;-0.0112408992000439;0.0431856993094912
Rab2a;0.0159629575045417;0.250469880681102;0.573074152578781;-0.0112621848574867;0.0431644506403459
Zfp410;0.0159393907587201;0.251170109528203;0.573074152578781;-0.011285754605004;0.0431409217927631
Zfp935;0.0159326806942891;0.251369732361733;0.573074152578781;-0.0112924655185625;0.043134222513426
Atf2;0.0157497529063699;0.256854452529803;0.580614106766471;-0.0114754155103497;0.0429515878031886
Tead3;0.0156597718135402;0.259582606215912;0.584157578816732;-0.0115654068563262;0.0428617502064481
Onecut2;0.0154625329808034;0.265632711297993;0.595111860623102;-0.011762666621115;0.0426648243786357
Hmgb3;0.0152692552851909;0.271654795022973;0.605012891570338;-0.0119559627727962;0.0424718513514651
Pick1;0.0148941066077338;0.283608617871988;0.619752551355575;-0.0123311414656902;0.0420972882371378
Uqcrb;0.014845431867016;0.28518530739874;0.622297419323841;-0.0123798195390351;0.04204868891155
Zfp82;0.0147302763711076;0.288939018052078;0.627766787422501;-0.0124949824055496;0.0419337113214524
Irf2;0.0146941161705086;0.290124563032525;0.629436911176888;-0.0125311447715995;0.041897606836753
Zfp354c;0.0146489069630237;0.291611385729624;0.631389538101549;-0.0125763565862545;0.0418524671880039
Zfp664;0.0146308990337815;0.292205046679707;0.631389538101549;-0.0125943655229942;0.0418344869347737
Zfp740;0.0145685105250325;0.294268058982809;0.63221227352843;-0.0126567573856269;0.0417721941733587
Zfp995;0.014560448717522;0.294535350682609;0.63221227352843;-0.0126648196110575;0.041764144722834
Bclaf1;0.0144317374505018;0.298824842053204;0.639129619688864;-0.0127935370710002;0.0416356302637359
Klf5;0.0143915053467053;0.300174144480641;0.640201918313232;-0.0128337709254622;0.0415954594927907
Zfp667;0.0142615032610077;0.304561867050386;0.644101427515522;-0.0129637780654227;0.0414656549908167
Smad4;0.0142306305487407;0.305610079751078;0.644512877687331;-0.0129946518427181;0.0414348290655187
Tcf7l2;0.0139786188998345;0.314255918935425;0.650507154330741;-0.0132466702440303;0.0411831973982951
Gbx1;0.0139527000617214;0.315154155523532;0.650507154330741;-0.0132725895804488;0.041157317444739
Eno1;0.0138694079199303;0.318052112381524;0.650507154330741;-0.013355883075877;0.0410741500142635
Zfp513;0.0138055230452351;0.320286627899714;0.651796237370038;-0.0134197687327731;0.0410103605373948
Bad;0.0137030844793378;0.323891006899156;0.652427188829857;-0.0135222080889638;0.0409080744777601
Hoxb4;0.0136433805256005;0.326003872285411;0.653739504848568;-0.0135819122396984;0.0408484591457611
Cux1;0.013541143738831;0.329642685636505;0.660159755054539;-0.0136841489129709;0.0407463736646329
Zfp958;0.0135038989625754;0.330974812423318;0.660990196490006;-0.0137213935064197;0.0407091838677495
Zfp993;0.0134663560731885;0.332321119539741;0.660990196490006;-0.0137589361350815;0.0406716963215116
Zfp597;0.0134657476928084;0.332342965446655;0.660990196490006;-0.0137595445106046;0.0406710888373334
Zbtb46;0.0134479878646683;0.332981099366476;0.660990196490006;-0.0137773041880746;0.0406533551622395
Cycs;0.0134234713444873;0.33386330833435;0.660990196490006;-0.0138018204720405;0.040628874716819
Lmx1b;0.0133475768250562;0.33660386030464;0.663100594623818;-0.0138777140527232;0.0405530916650967
Zfp266;0.0132781590340101;0.339123166014734;0.665033741145778;-0.0139471307104588;0.0404837755551912
Foxp1;0.0131999631660237;0.341975489112454;0.668928787043214;-0.0140253249875192;0.0404056939125902
Hoxb2;0.0131794172657985;0.342727472351122;0.669493510026124;-0.0140458704144884;0.0403851779698691
Maz;0.0130926905539919;0.345913315790217;0.673973041088035;-0.0141325948752996;0.0402985774595025
Sim1;0.0130071861432631;0.34907266142434;0.679252214884991;-0.0142180966657666;0.0402131970714328
Churc1;0.0129470952593718;0.351303915087437;0.679529886943466;-0.0142781854699622;0.0401531931106031
Kdm2a;0.0129444603220315;0.351401960074982;0.679529886943466;-0.0142808203116091;0.0401505619802788
Vamp3;0.0129306672437043;0.351915477874033;0.679529886943466;-0.0142946128828415;0.0401367888243413
Aggf1;0.0127733904773652;0.357804461488164;0.68541163613616;-0.0144518831343909;0.0399797384937124
Elf2;0.01271730928912;0.359919242960863;0.687077189470169;-0.014507961673816;0.0399237377219862
Insm1;0.0126550965463974;0.362274400413221;0.688916527454293;-0.0145701712777297;0.0398616139880364
Zfp384;0.0126261765341891;0.363372489308131;0.688916527454293;-0.0145990897590799;0.0398327352805419
Ivd;0.0126094696676612;0.364007794400657;0.688916527454293;-0.0146157957204875;0.0398160522547137
Ncor2;0.0125880396108823;0.364823722008351;0.688916527454293;-0.0146372245940069;0.0397946527564203
Vezf1;0.0125441881465094;0.366496878284971;0.690899233720732;-0.0146810735591782;0.0397508637448632
Sall3;0.0124606281897746;0.369698332152184;0.694452111138537;-0.0147646284637457;0.0396674225040914
Zbtb6;0.012430213926176;0.370867901431772;0.694452111138537;-0.0147950407940662;0.0396370513566946
2610021A01Rik;0.0124155175524658;0.371433866860486;0.694452111138537;-0.0148097362155526;0.0396223757990045
Zfp791;0.0123621281766583;0.373494424646994;0.695408854768139;-0.0148631220331223;0.0395690619454126
Myb;0.0123198797569173;0.37513000120553;0.697593967759052;-0.0149053675271218;0.0395268731785983
Vps4b;0.0122084774753211;0.379463921855296;0.703055855216561;-0.0150167616279559;0.0394156277270491
Ak6;0.0121852141406603;0.380372813413459;0.703188091167026;-0.0150400231689903;0.0393923970569489
Zfp975;0.0120940893464166;0.383945890968023;0.703206777363586;-0.0151311406536168;0.0393013999297947
Zfp574;0.012087568123797;0.3842023783609;0.703206777363586;-0.0151376613357961;0.0392948878261947
Nfix;0.012071266397191;0.384844002809467;0.703528382859921;-0.0151539617012818;0.0392786088851676
Cers2;0.0120521187148328;0.38559847790558;0.704055261955775;-0.0151731077664144;0.0392594879478507
Diablo;0.01203043060306;0.386454143566238;0.704419717961121;-0.0151947940222818;0.0392378301054663
Zfp110;0.0120123907737512;0.387166754587604;0.704419717961121;-0.0152128322883647;0.0392198154342826
Zscan25;0.0118223182630705;0.394723607618344;0.712448241647232;-0.0154028872514857;0.0390300069215102
Spats2;0.0115531448339944;0.405576630921501;0.719968606153593;-0.0156720324647502;0.038761203997037
Zfp235;0.0115458429901308;0.405873501356809;0.719968606153593;-0.0156793334882427;0.0387539121489604
Cpsf4;0.0115252673139666;0.406710742416566;0.719968606153593;-0.0156999068370881;0.0387333646240772
Zfpm1;0.0113756310723495;0.412830487754384;0.725697364969872;-0.0158495254598875;0.0385839324200206
Gm38394;0.0111231049611454;0.423280976566182;0.735543545496134;-0.0161020190726713;0.038331747882802
Zfp637;0.0110826690478254;0.424968629204577;0.735543545496134;-0.0161424494596479;0.0382913663423231
Zfp91;0.0110805398796035;0.425057601951752;0.735543545496134;-0.0161445783344108;0.0382892400346607
Zfp655;0.0110769006232;0.425209702781803;0.735543545496134;-0.0161482170886514;0.0382856056670653
Hic1;0.0110759046480785;0.425251334581539;0.735543545496134;-0.0161492129262175;0.0382846110297651
Noc2l;0.0109883680450212;0.428919653799074;0.739273661035665;-0.0162367372284989;0.0381971917976848
Fiz1;0.0109777413544567;0.429366225647866;0.739273661035665;-0.0162473623973854;0.0381865793272693
Zc3h11a;0.0109334995916306;0.431228324668837;0.739592600751916;-0.0162915977589714;0.0381423967007689
Sall2;0.010903745844391;0.432483263383496;0.740419192413922;-0.0163213471412706;0.0381126826644296
E4f1;0.0108630714934489;0.434202220954366;0.742520219299087;-0.0163620154472082;0.0380720625217458
Nfic;0.0107978184790899;0.436968135819604;0.744523623691888;-0.0164272585755166;0.0380068962847244
Elf4;0.0107861801774909;0.437462518431341;0.744523623691888;-0.0164388950895114;0.0379952734361113
Zfp444;0.0107773211000895;0.437839058171124;0.744523623691888;-0.0164477528012446;0.0379864261165909
Arg2;0.0107347103664038;0.439652755541739;0.745122649616677;-0.0164903569065796;0.0379438718768146
Wrnip1;0.0106738127191362;0.442252290960521;0.747637756210605;-0.0165512449092558;0.0378830547972
Arid3b;0.010524710381099;0.448653992323596;0.751072647903138;-0.0167003227809743;0.0377341488707819
Irf9;0.0104470616142316;0.452008551681929;0.753714553149155;-0.016777958327072;0.0376566019116732
Zbtb22;0.0104435379503686;0.452161115423002;0.753714553149155;-0.0167814813831963;0.0376530828600242
Ptf1a;0.0104237541291471;0.453018233687497;0.753714553149155;-0.0168012617796793;0.0376333249218228
Mef2a;0.0104074294343683;0.453726178021577;0.753714553149155;-0.0168175836324753;0.0376170215684959
Exosc3;0.0102649521933194;0.459931328920179;0.757966592192688;-0.0169600354535742;0.0374747299746027
Zfp691;0.0102344139211932;0.461267479890612;0.757966592192688;-0.0169905681334066;0.0374442313501039
Tfdp1;0.0101383081683992;0.465486541583568;0.759826129329259;-0.017086655955586;0.0373482500399618
Hoxb3;0.0101062242696129;0.466899789462088;0.760537952629723;-0.0171187337564625;0.0373162075732748
Ebf4;0.00999943824641323;0.471620649048544;0.763027692170146;-0.017225499080072;0.0372095590470306
Zfp953;0.00999166148915583;0.471965473170143;0.763027692170146;-0.0172332743056159;0.0372017922788594
Suz12;0.00996624108152037;0.473093591256666;0.764033500318253;-0.0172586896834646;0.0371764045002844
Zfp511;0.00986637989257589;0.47753960044112;0.76909562180227;-0.0173585307728915;0.0370766711508862
Srebf2;0.00986153042194198;0.477756088245384;0.76909562180227;-0.0173633792536272;0.0370718278746104
Mbd1;0.00978451590138829;0.481201316266209;0.77135242840974;-0.0174403778819646;0.0369949115554049
Kdm4b;0.00969251417654624;0.485334653975469;0.77509917454738;-0.0175323601986348;0.0369030267195032
Zfp966;0.00955216204704895;0.491677055486583;0.777952303174299;-0.0176726818324952;0.0367628520221981
Zfp955b;0.00954468475288138;0.492016191742686;0.777952303174299;-0.0176801574719107;0.0367553841507317
Eef1d;0.00952760185781257;0.492791465104585;0.778363088188205;-0.0176972365750524;0.0367383227717016
Zfp592;0.0094795369964102;0.494976300276777;0.779368314304415;-0.0177452906821554;0.0366903183632586
5730507C01Rik;0.00936009410372403;0.500428021518677;0.783950875463035;-0.0178647063053955;0.0365710251545412
Zfp868;0.00935890302482055;0.500482545659845;0.783950875463035;-0.0178658971084581;0.036569835564374
Tob2;0.00933954408304875;0.501369183266686;0.784525872261862;-0.0178852515560812;0.0365505008086403
Zbtb42;0.00930710451747356;0.502856774335237;0.78540187058214;-0.0179176835451212;0.0365181017256729
Etv3;0.0092550798822304;0.50524734380888;0.78540187058214;-0.0179696959099564;0.0364661418945827
Crtc2;0.0092372986901957;0.506065772373453;0.78540187058214;-0.0179874728743739;0.0364483828178396
2310011J03Rik;0.0092141923399034;0.507130346899064;0.78540187058214;-0.018010573705234;0.0364253051803066
Zscan20;0.00912499503725481;0.511250923967234;0.790559332947643;-0.0180997494285796;0.0363362184450833
Zfp947;0.00911513499799976;0.511707490872637;0.790559332947643;-0.0181096070558311;0.0363263706016147
Zfp90;0.00906389835738786;0.514083412291096;0.790559332947643;-0.018160831077514;0.0362751972500207
Kmt2b;0.00903622229924462;0.515369175242162;0.790559332947643;-0.0181885002599494;0.0362475553188044
Patz1;0.00902321740547578;0.51597392710459;0.790559332947643;-0.0182015019084436;0.0362345664467929
Agmat;0.00899149188269708;0.517450765426489;0.790559332947643;-0.0182332194757258;0.0362028799706243
Zfp945;0.00898744549831941;0.517639283704332;0.790559332947643;-0.0182372648414916;0.0361988385624539
Zfp644;0.00895482043243783;0.519160560131277;0.791850955351747;-0.0182698816619734;0.0361662535860676
Zfp760;0.00887889005498493;0.522710036309918;0.793947143528318;-0.0183457926250217;0.0360904162873931
Zfp11;0.0088541160203901;0.523870824653463;0.79403254589267;-0.0183705602573102;0.0360656725540826
Zfp874a;0.00882869446573584;0.525063324576166;0.794434489088187;-0.0183959752075871;0.0360402820580153
Cebpd;0.00879556963840508;0.526619258651302;0.795406235924573;-0.0184290913764852;0.0360071976479728
Rsl1;0.0087573048350954;0.528419552066592;0.796305736262996;-0.018467346103478;0.0359689794592483
Zbtb2;0.008735310839922;0.529455748036792;0.796305736262996;-0.0184893342708712;0.0359470122213674
Mxd4;0.00872837625206077;0.529782669058561;0.796305736262996;-0.0184962670158043;0.0359400860644833
Mios;0.00871155749452511;0.530575990612616;0.796305736262996;-0.0185130812927322;0.0359232877441045
Zfp87;0.00866474897329223;0.532787064032345;0.796305736262996;-0.0185598772628547;0.0358765360208583
Zfp944;0.00864811605107636;0.533573866708693;0.796305736262996;-0.0185765056964414;0.0358599232525359
Zfp799;0.00863458353964546;0.534214440510195;0.796305736262996;-0.0185900345448215;0.0358464071271758
Trim66;0.00860514701797628;0.53560918419003;0.796305736262996;-0.018619463064031;0.0358170062148377
Zfp790;0.00853990736231609;0.538706852458734;0.796716304811643;-0.0186846848158546;0.035751845311637
Zkscan17;0.00840452386285894;0.545163566336282;0.804308279159485;-0.0188200304224761;0.0356166244988004
Chd1;0.00835734551912771;0.547422585949008;0.804876440879263;-0.0188671953269046;0.0355695026138727
Gtf2ird1;0.00828346258520976;0.55096956387617;0.808517047087479;-0.0189410569709519;0.0354957078532912
Creb3l4;0.00820992762757915;0.554511020237629;0.808892266088192;-0.0190145704439252;0.0354222603590558
Zfp35;0.00820490021744427;0.554753547057084;0.808892266088192;-0.0190195963744549;0.0354172389178493
Zfp62;0.00810516385810413;0.559575606094589;0.814026170715635;-0.0191193030962253;0.0353176206891771
Zfp184;0.00804050923692546;0.562712352581896;0.817015050383331;-0.0191839382154016;0.0352530423579189
Mrpl1;0.00802104357067789;0.563658396479695;0.817602477122325;-0.0192033979655831;0.0352335996158854
Taf9;0.00793531997832778;0.567833710128406;0.821292052005646;-0.0192890952591221;0.0351479767328947
Gmeb2;0.00785922327839454;0.571552482535637;0.824339208858091;-0.0193651682784829;0.0350719690977791
Pgr;0.00784754593611513;0.572124166147867;0.824339208858091;-0.0193768419589868;0.0350603053949902
Esrp1;0.00781427170930972;0.573754648845977;0.825036574428904;-0.0194101057109658;0.0350270699928343
Ltf;0.00779946706124165;0.574480803706121;0.825036574428904;-0.0194249056791131;0.0350122825996066
Gtpbp6;0.00779309069102987;0.574793692913382;0.825036574428904;-0.0194312800300045;0.0350059136573929
Pou5f1;0.00778136469071131;0.57536929932428;0.825078482411836;-0.0194430023110611;0.0349942013112245
Cbx3;0.00770005666123414;0.579368021928945;0.828452379841578;-0.0195242843453114;0.0349129877539363
Purg;0.00761548388431868;0.583541086271514;0.830758718054621;-0.019608829701388;0.0348285128611854
Crem;0.00761239671758682;0.583693680465779;0.830758718054621;-0.0196119158598093;0.0348254292601706
Smad6;0.0074747822102312;0.59051456085587;0.835686023329301;-0.0197494848934101;0.0346879731729916
Hdx;0.00744521216022868;0.59198497715268;0.836982505150324;-0.0197790450376453;0.034658437029292
Gabpa;0.00734632484650772;0.596914462454599;0.839237279614939;-0.0198778988790564;0.0345596627587494
Zfp994;0.00728913084804812;0.599774051095871;0.839372903496125;-0.0199350732749936;0.0345025338990264
Gzf1;0.00728852830688114;0.59980420995273;0.839372903496125;-0.0199356756086994;0.0345019320431521
Zbtb43;0.00727369822530807;0.600546712837356;0.839372903496125;-0.0199505005778921;0.0344871188221649
Gm14410;0.00727310512261092;0.600576416552856;0.839372903496125;-0.0199510934758798;0.0344865263935282
Zfp385a;0.00710973136096036;0.60878362279442;0.843683215573959;-0.0201144101199833;0.0343233375777398
Dhx36;0.00705062696856389;0.611765022670555;0.843683215573959;-0.0201734934908572;0.0342642997365053
Tbx1;0.00704759748998571;0.611918012435647;0.843683215573959;-0.0201765218868249;0.0342612736639834
Zfp94;0.00699193127921155;0.614732182869144;0.843683215573959;-0.0202321681158701;0.0342056699501553
Mybl2;0.00694980348056472;0.616865704918426;0.84448523520111;-0.0202742806803602;0.0341635893367636
Dis3;0.00692521582776355;0.61811242059523;0.844660411854116;-0.0202988593971877;0.0341390291787783
Zfp622;0.00680069308755251;0.624443173466576;0.847348467568341;-0.0204233363763534;0.0340146451797087
Gm20422;0.00677685592562809;0.625658243913675;0.847348467568341;-0.0204471646820779;0.0339908344806101
Zfp711;0.00672476785110777;0.628316906680235;0.850142051153364;-0.020499233296731;0.0339388041241554
Zfp560;0.0066163586357462;0.633865744828722;0.851277198953783;-0.0206076015373799;0.0338305145625209
Git2;0.00656533058301735;0.636484740144914;0.851277198953783;-0.0206586100819602;0.0337795426094454
Mzf1;0.00635981864019492;0.647078334635155;0.858893866623952;-0.0208640420222609;0.0335742551708049
Zfp985;0.00635555617930101;0.647298821336461;0.858893866623952;-0.0208683027995129;0.0335699973419759
Tfeb;0.00628862968244215;0.65076481247282;0.8597663415121;-0.020935202731219;0.0335031434453781
Zfp647;0.00623137731867297;0.653735805547987;0.8597663415121;-0.0209924321763124;0.0334459529943216
Crebzf;0.00622067817935859;0.654291625965449;0.8597663415121;-0.0210031270128725;0.0334352654052927
Runx3;0.00621130586237749;0.654778675443085;0.8597663415121;-0.0210124955555734;0.0334259032011082
Satb1;0.0061740681070433;0.656715252615342;0.860052065437265;-0.0210497182678384;0.0333887055783904
Glis2;0.0061516979963067;0.657879737204621;0.860819167400707;-0.0210720793053534;0.0333663595405645
Gm49345;0.00603797760244128;0.663812285249884;0.863356202176852;-0.0211857531535459;0.0332527611026786
Zfp65;0.00598990825985382;0.666326334349682;0.865077949426527;-0.0212338026097439;0.0332047430991625
Id2;0.00586939307232524;0.672645778615844;0.86885759443766;-0.0213542673869894;0.0330843560720405
Nkx6-2;0.00584278225812427;0.674044307977974;0.86885759443766;-0.0213808669636126;0.0330577734503445
6720489N17Rik;0.00584003622909556;0.674188689543255;0.86885759443766;-0.0213836118308169;0.0330550303283713
Zfx;0.00582528665650629;0.674964402268847;0.86885759443766;-0.0213983551559497;0.0330402963632504
Tead4;0.0057951057526289;0.676552758424566;0.86885759443766;-0.0214285232392405;0.0330101473588554
Zfp771;0.00578720470804597;0.676968811476375;0.86885759443766;-0.0214364209193401;0.0330022546570427
Elf3;0.00565093070216328;0.68416014012078;0.871798997115931;-0.0215726363613223;0.0328661240097114
E2f8;0.00545341962067803;0.694633883578266;0.877004317895636;-0.0217700607681839;0.0326688189150407
Nr2f2;0.00538217510025526;0.698426359160362;0.879586157074351;-0.0218412735030286;0.0325976481758567
Tff3;0.00528431553003405;0.703647877367222;0.883452251613046;-0.0219390889631121;0.0324998894996524
Rps6ka5;0.00525966897046506;0.704965166865766;0.883452251613046;-0.0219637243310981;0.0324752682687967
Zfp623;0.00519317443923959;0.708523517188629;0.886388161520158;-0.0220301885033756;0.0324088419077287
Zfp369;0.00509892881851347;0.713577820694337;0.891207783675854;-0.0221243906828009;0.0323146924956809
Nr1d1;0.00509314794429551;0.71388825561821;0.891207783675854;-0.0221301688766648;0.0323089175070263
Srebf1;0.00506325410697494;0.715494319412827;0.891207783675854;-0.0221600488244206;0.0322790540759122
Zfp605;0.00500778533440082;0.718477744024893;0.891207783675854;-0.022215491695711;0.0322236415940863
Zfp942;0.00495990399117202;0.72105652999494;0.891724291803735;-0.0222633505459696;0.0321758087071949
Zfp869;0.00493500361037473;0.722398867215617;0.892055074190205;-0.0222882391801296;0.0321509334765258
Sp1;0.0048944417550549;0.724587316445986;0.892055074190205;-0.0223287818283328;0.0321104125176967
Zfp217;0.00487168350343669;0.725816188253243;0.892483828852865;-0.0223515292641015;0.0320876771729046
Cebpz;0.00469735505664009;0.73525256133674;0.898245443057021;-0.0225257739264733;0.0319135232584695
Zscan29;0.00468190482894978;0.736090834299265;0.898542570567413;-0.0225412166488067;0.0318980884193562
Zfp282;0.00465686437015093;0.73745010500698;0.899474683813038;-0.0225662449159511;0.03187307287353
Gm35315;0.00453278701795772;0.744197434680543;0.906011652326331;-0.0226902613541322;0.0317491184639157
Tsc22d4;0.00446604143465112;0.747835235255258;0.906011652326331;-0.0227569738230786;0.0316824386694503
Arid3a;0.00436793454960735;0.753192487669194;0.906011652326331;-0.0228550315944672;0.0315844280452603
Cdx1;0.00436035026470871;0.753607136120704;0.906011652326331;-0.0228626120607574;0.031576851180141
Gm49527;0.00434531086893323;0.754429580807476;0.906011652326331;-0.0228776438750957;0.0315618264883008
Kat7;0.00432407578494266;0.755591316988446;0.906011652326331;-0.0228988682334112;0.0315406121447914
Foxj3;0.00431643031993223;0.75600972313323;0.906011652326331;-0.0229065098307489;0.0315329741411658
Kdm2b;0.00428401679720403;0.757784380510814;0.906183503695408;-0.022938906920858;0.0315005922162327
Hcfc2;0.00428092934540007;0.757953486865761;0.906183503695408;-0.0229419928044402;0.0314975077712006
Zfp968;0.00403048676900021;0.771708650622359;0.911464540190933;-0.0231923064448921;0.0312473073664514
Ahdc1;0.00402467773687056;0.772028574108744;0.911464540190933;-0.0231981124458409;0.0312415039110335
Zfp661;0.00399113927955797;0.773876408980967;0.912710504028152;-0.0232316333667195;0.031207997614993
Prrxl1;0.00396746565747167;0.775181503131776;0.912710504028152;-0.0232552945735991;0.0311843466575938
Gtf2a2;0.00396391750369595;0.775377162772968;0.912710504028152;-0.0232588408639811;0.0311808018981284
Mettl3;0.0039505084606217;0.776116720624612;0.912710504028152;-0.0232722428588046;0.0311674056765155
Plg;0.00391691906473685;0.777970188479721;0.912710504028152;-0.0233058145560032;0.0311338483552199
Zfp959;0.0038879018146498;0.779572382342065;0.912710504028152;-0.0233348164670972;0.031104858764372
Nup133;0.00385008959852725;0.781661596646962;0.913667532434424;-0.0233726086263081;0.0310670825221371
Rfc3;0.00376812561524401;0.786195692432234;0.916722390403609;-0.0234545288659344;0.0309851962510197
Faap24;0.00371536503226858;0.789118160027062;0.917429486946142;-0.0235072610975201;0.0309324854984307
Mctp2;0.00371524465587829;0.789124831219367;0.917429486946142;-0.0235073814090519;0.0309323652355583
Zbtb26;0.00369469390749771;0.790263968371226;0.917921994031194;-0.02352792107317;0.030911833855485
Dgcr8;0.00363302655000343;0.793684898169828;0.919387274163083;-0.0235895550317753;0.0308502244792875
Gabpb1;0.00357679753906866;0.796807605598156;0.92183082322977;-0.023645753408848;0.0307940481561098
Klf15;0.00356807895314923;0.797292089495417;0.92183082322977;-0.0236544672294292;0.0307853377242898
Elf5;0.00352881595247581;0.799474863723383;0.922941165307575;-0.0236937087187738;0.0307461113932993
Gpank1;0.00345224100766195;0.803736439639216;0.925323501005575;-0.0237702414685289;0.0306696077244587
Irf7;0.00339585157829804;0.806878384480277;0.926208183571392;-0.023826599621652;0.0306132705785037
Zfp938;0.00339000438305122;0.80720436177025;0.926208183571392;-0.023832443563867;0.0306074287947905
Cers3;0.00337478207774701;0.808053152146179;0.926337133948376;-0.0238476573916594;0.0305922205688898
Zfp974;0.00328581399168176;0.81301846871696;0.927234054201367;-0.0239365756779669;0.0305033345190562
Thap1;0.00323309562609278;0.815964248007584;0.928313512371032;-0.0239892643313017;0.0304506645612213
Zbtb7a;0.00317667619657087;0.819119715499034;0.928313512371032;-0.0240456517951085;0.0303942967704533
Mterf1a;0.00316723658734955;0.819647948476765;0.928313512371032;-0.0240550860391895;0.0303848657840746
Maf;0.00312060712423624;0.822258491718658;0.928313512371032;-0.0241016889286319;0.0303382788446928
Stat1;0.00310907345666845;0.8229045070493;0.928313512371032;-0.024113216005025;0.0303267556770093
Arntl;0.00309079868211484;0.823928345874325;0.928313512371032;-0.0241314803212252;0.0303084975244161
Sox10;0.00307622978053937;0.82474477897983;0.928313512371032;-0.0241460408722392;0.0302939418610842
Prkaa2;0.00306009034090669;0.825649445440962;0.928313512371032;-0.0241621710476296;0.0302778170733099
Nfyc;0.002963945332763;0.831043433049316;0.928313512371032;-0.0242582605736105;0.0301817590548665
Hnrnph3;0.00292365824330956;0.833306027816357;0.928313512371032;-0.0242985242651522;0.030141508266739
Zfp72;0.00287586030719658;0.83599223473799;0.928880260819989;-0.024346294326661;0.0300937532852277
Nfe2l3;0.00285286993338249;0.837284959281312;0.929031284660993;-0.0243692712487661;0.0300707835279311
Foxq1;0.00285155942229184;0.83735866120769;0.929031284660993;-0.024370580992208;0.0300694741911696
Mafk;0.00280812538124918;0.839802154754131;0.931058189191438;-0.0244139895383253;0.030026079017862
Zfp143;0.00274034040012891;0.843618650104613;0.933233818064444;-0.0244817345258911;0.0299583544903408
