moscot driver TFs delta;Delta_pull_corr;Delta_pull_pval;Delta_pull_qval;Delta_pull_ci_low;Delta_pull_ci_high
Hes5;-0.0101556274375918;0.464724642338228;0.765838928564788;-0.0373655469203618;0.0170693399548251
Gm28047;-0.0101986858034538;0.462833452113835;0.765474822225511;-0.0374085495535883;0.0170262896440142
Zfp362;-0.010211726277591;0.462261541757723;0.765367245673423;-0.0374215731288939;0.0170132515894808
Sp3;-0.0102483439374669;0.460657726599488;0.763996432294187;-0.0374581432874214;0.0169766406743527
Zfp879;-0.010283468291195;0.459122243722117;0.762678314653902;-0.0374932220084715;0.016941522721716
Stat4;-0.0103761546675946;0.455084194983693;0.758473658306156;-0.0375857876471094;0.0168488529140666
Zfp35;-0.010380684768933;0.454887346745679;0.758473658306156;-0.0375903118353496;0.0168443236105466
Zfp867;-0.0103984005698095;0.454117995750284;0.758473658306156;-0.0376080045012492;0.0168266109189581
Dhx36;-0.010433802950067;0.452582761994931;0.757649634825218;-0.0376433605986067;0.0167912147009542
Zfp965;-0.0105401931326262;0.447986804317373;0.751622305021371;-0.0377496112831959;0.016684842626344
Sall3;-0.0105755881961613;0.446463666614564;0.751473121204353;-0.0377849598006159;0.0166494534505409
Nfe2;-0.0105831647637571;0.446138011348075;0.751473121204353;-0.0377925263958333;0.0166418781343931
Pparg;-0.0106126750738706;0.444870891886075;0.750564298042429;-0.0378219978343435;0.0166123726688051
Nr1i3;-0.0106169772836438;0.44468633427912;0.750564298042429;-0.0378262943732018;0.0166080711613389
Gm26920;-0.0106214633413263;0.444493936411827;0.750564298042429;-0.0378307745165607;0.0166035858349022
Zfp760;-0.0106800424501033;0.441985959702948;0.748204931784138;-0.0378892762954817;0.0165450161741864
Foxd3;-0.0107204880716449;0.44025907617152;0.746118075217728;-0.0379296684162074;0.0165045769669719
Zfp820;-0.0108003878261389;0.436859036057651;0.742857144647582;-0.0380094622192799;0.0164246896221169
Atf5;-0.0108083521869083;0.436520952577031;0.742857144647582;-0.0380174159998562;0.0164167264792821
Cebpz;-0.0109488153484995;0.430583168055127;0.735424027868785;-0.0381576919976723;0.0162762842301657
Thap1;-0.0109895572056045;0.428869697784772;0.733565313832455;-0.0381983793666062;0.0162355482378137
Jdp2;-0.0109975653378992;0.428533368420536;0.733565313832455;-0.0382063767782132;0.016227541247654
Wdr83;-0.0110091168432456;0.428048493065119;0.733565313832455;-0.0382179128131293;0.016215991383654
Zfp984;-0.0110577365771989;0.426011178164498;0.731828076255281;-0.0382664673532784;0.0161673784784033
Foxd1;-0.0110627318207058;0.425802183107266;0.731828076255281;-0.0382714558914259;0.0161623839291933
Runx1;-0.0110663653121625;0.425650199723974;0.731828076255281;-0.0382750845046176;0.0161587509419078
Hmga1b;-0.0111096352379795;0.423842719334807;0.731828076255281;-0.0383182962818001;0.0161154869648299
Lin28b;-0.0111448767667368;0.422373924581237;0.73140438774962;-0.0383534903757575;0.0160802502057423
Thap11;-0.0111490043715662;0.422202089727674;0.73140438774962;-0.0383576124204498;0.0160761231551284
Smad1;-0.0111583408674278;0.421813556509268;0.73140438774962;-0.0383669363360619;0.0160667879094603
Zfp143;-0.01117401541834;0.421161740033437;0.73140438774962;-0.0383825897560024;0.0160511154467588
Zkscan6;-0.0112308681865458;0.418802516061897;0.729402305944019;-0.03843936576854;0.015994270140391
Zfp617;-0.0112358644754761;0.418595556900786;0.729402305944019;-0.0384443553036934;0.0159892744988028
Hes1;-0.0113342514050717;0.414532389839614;0.724472116502103;-0.0385426089614882;0.0158909000397498
Zfp266;-0.0113625844055044;0.413366636175223;0.723271866308908;-0.0385709034853733;0.0158625705327765
Pgr;-0.0113826775391849;0.412541086931877;0.72266478105236;-0.0385909693059001;0.0158424798500884
Zfp334;-0.0113932062115318;0.412108894778032;0.72266478105236;-0.0386014836575693;0.0158319524532681
Kmt2b;-0.0114006247159574;0.411804533354777;0.72266478105236;-0.0386088920680248;0.015824534843954
Zrsr1;-0.0114062360430093;0.411574404160934;0.72266478105236;-0.0386144957580512;0.0158189241919703
Kif22;-0.0114367873063276;0.410322788524834;0.722129849268648;-0.0386450054110263;0.0157883765740288
Pax1;-0.0114404091427122;0.410174560190225;0.722129849268648;-0.0386486223111629;0.015784755166432
Taf9;-0.0114474044431812;0.409888358552572;0.722129849268648;-0.0386556080756276;0.0157777606921119
Zfp30;-0.0115382060084767;0.406184136221749;0.718194432897941;-0.0387462856187764;0.0156869696087665
Lhx6;-0.0115389515908238;0.406153803349137;0.718194432897941;-0.0387470301809082;0.0156862241106297
Mycn;-0.0115712781601447;0.404839946985718;0.717498028108492;-0.0387793124872165;0.0156539011633439
Zkscan3;-0.01158710829174;0.404197486914898;0.717498028108492;-0.0387951209227581;0.015638072784683
Zgpat;-0.0115912432113432;0.404029773231052;0.717498028108492;-0.0387992501729863;0.0156339383207086
Zfp932;-0.0115984726148417;0.40373664632307;0.717498028108492;-0.0388064696620406;0.0156267097115847
Pqbp1;-0.0116470817150366;0.401769025199481;0.717498028108492;-0.0388550120256861;0.0155781058787116
Arid5a;-0.0117739765974737;0.396659693608379;0.711917961985175;-0.0389817320860426;0.0154512241403691
Aspscr1;-0.0117830744077642;0.396294888904367;0.711917961985175;-0.0389908173287309;0.0154421272387677
Dtl;-0.0118102018013635;0.395208335171892;0.711832332641261;-0.0390179072221813;0.015415002527897
Irf8;-0.0118143857981229;0.395040910803274;0.711832332641261;-0.0390220854315409;0.0154108189413416
Glis2;-0.0118451012653401;0.393813131513824;0.711313192088367;-0.0390527583832936;0.0153801064563207
Zfp202;-0.0118484933397172;0.39367768297995;0.711313192088367;-0.0390561457593152;0.0153767147081336
Bhlhe23;-0.0119070569335935;0.39134363516679;0.709398426292742;-0.0391146281382782;0.0153181566470861
Rfx4;-0.011911697013908;0.391159064830592;0.709398426292742;-0.0391192617758455;0.0153135169971612
Rfx8;-0.0120122279681097;0.387173189396564;0.703527696737439;-0.0392196528556074;0.0152129950798177
Sf1;-0.0120317405180416;0.386402430364686;0.702973096205634;-0.0392391381929677;0.0151934842201196
Zfp160;-0.0120823216009767;0.384408806357352;0.700189743787216;-0.0392896486382264;0.0151429074221348
Zdhhc24;-0.0121556248444135;0.381530788426534;0.696628162665136;-0.0393628492651896;0.0150696101412929
Nuak1;-0.0122194905551474;0.379034110162967;0.694828252928473;-0.03942662533291;0.015005749386971
Gpd1;-0.0122401148400822;0.378230004145876;0.694828252928473;-0.0394472206218924;0.0149851266551759
Grhl3;-0.0122683431731233;0.377131132930909;0.694828252928473;-0.039475409230878;0.0149569004103604
Zfp219;-0.0123407158618168;0.374322814249155;0.692680697936549;-0.0395476798759492;0.014884532877289
Zfp963;-0.0124492270929004;0.370136488368317;0.686616827317149;-0.0396560375756553;0.0147760288418131
Dmrta2;-0.0124939088305042;0.368421166180586;0.685962960459537;-0.039700655907554;0.0147313498807775
Duxbl1;-0.0124940302794044;0.368416510533345;0.685962960459537;-0.039700777183964;0.0147312284392761
Ddx20;-0.0125235434219578;0.367286232944538;0.685540434791413;-0.0397302483861413;0.0147017170708825
Chd1;-0.0126263144291904;0.363367248519358;0.681595708402771;-0.0398328729787039;0.0145989518714861
Zfp61;-0.0126677508602478;0.361794572063042;0.680335994788536;-0.0398742502141965;0.0145575176194008
Pou6f1;-0.0127046314811493;0.360398399184794;0.679759557444118;-0.0399110780694233;0.0145206388592546
Gtf2b;-0.0127813606223895;0.357504548723689;0.679033796946882;-0.0399876971962326;0.0144439133519115
Hes7;-0.0128075703424427;0.356519405393964;0.678015493885246;-0.0400138692634156;0.0144177047996899
Batf;-0.0128174638112105;0.356147985146538;0.678015493885246;-0.040023748509526;0.0144078117620217
Zfp367;-0.0128236924774382;0.355914273919956;0.678015493885246;-0.0400299682188162;0.0144015833644687
Gm14305;-0.012884507841343;0.353637449895612;0.676796640484632;-0.040090696018314;0.0143407705128259
Gm14327;-0.0128948271689465;0.353252027055976;0.676796640484632;-0.0401010004677889;0.0143304515915228
Zfp111;-0.0129066380977487;0.352811219498797;0.676796640484632;-0.0401127943608102;0.0143186411206324
Gm7072;-0.0129224024621845;0.352223404050083;0.676663282589854;-0.0401285359753191;0.0143028773555473
Borcs8;-0.0130173526916173;0.348696055835144;0.674175472869484;-0.0402233488941967;0.0142079304498193
Kdm7a;-0.0130207824280335;0.348569064269551;0.674175472869484;-0.0402267736615937;0.0142045008242724
Zc3h11a;-0.0130554506867992;0.347287065224331;0.674175472869484;-0.0402613916569252;0.0141698336502263
Zfp511;-0.0130784475037694;0.346438321472707;0.67412611523684;-0.0402843550961545;0.0141468375166842
Gm28557;-0.0131052492317118;0.34545081750242;0.673071915391813;-0.0403111178876167;0.0141200365489034
Gm10479;-0.0131377745513311;0.34425484062023;0.672858759355333;-0.0403435959033204;0.0140875120992382
Zfp583;-0.0131817680064486;0.342641381377176;0.671061589986429;-0.0403875252841205;0.0140435197291502
Prdm10;-0.013183596828458;0.3425744141436;0.671061589986429;-0.040389351440263;0.014041690949964
Zfp148;-0.0131872018898594;0.342442429627888;0.671061589986429;-0.040392951246048;0.0140380859724443
Zfp503;-0.0132465145212384;0.34027560880695;0.670465285804531;-0.0404521773074786;0.013978774619522
Gm45871;-0.0132595750961989;0.339799659756494;0.670465285804531;-0.0404652187941507;0.013965714300338
Hinfp;-0.0133218680112663;0.337535476295865;0.667992882315539;-0.0405274205393535;0.0139034224773908
Rarb;-0.0133723952823891;0.33570607826529;0.66628173003999;-0.0405778737055363;0.0138528959368901
Faap24;-0.0133923506327599;0.334985332796167;0.66628173003999;-0.0405977997505256;0.0138329408367739
Rbm8a2;-0.0136135035672701;0.327064543936421;0.654129087872843;-0.0408186264626637;0.0136117892237303
Adarb1;-0.0136536575078134;0.325639543036502;0.653008911002813;-0.0408587208871065;0.0135716352374079
Zfp59;-0.0136547773583293;0.325599859219133;0.653008911002813;-0.0408598390765261;0.0135705153843567
Smad9;-0.0136960964393093;0.324137845103168;0.65172855673207;-0.0409010968204581;0.0135291961620809
Zfp729a;-0.0137314752811945;0.322889419186905;0.650951966585083;-0.0409364230696935;0.0134938171253239
Zfp296;-0.0137967908577265;0.320592850648698;0.648652367100702;-0.0410016413722344;0.0134285010099306
Zfp931;-0.0138642502326757;0.318232134165264;0.645007412871878;-0.0410690000370951;0.0133610408345301
Xrcc1;-0.0138784160483526;0.317737856396566;0.644871187041418;-0.0410831446732129;0.0133468748192794
Ezr;-0.0139019333263945;0.316918395880538;0.644073725140797;-0.0411066267660829;0.0133233571857845
Bbx;-0.0139035131565969;0.31686339634825;0.644073725140797;-0.0411082042315587;0.013321777330624
Foxm1;-0.0139104440411331;0.316622181464394;0.644073725140797;-0.0411151247401835;0.0133148463349876
Zfp507;-0.0139635082163349;0.31477938611788;0.643189273393775;-0.0411681093889307;0.0132617812224893
Kat2a;-0.0140271087181342;0.312579992188981;0.641298625279025;-0.0412316143720539;0.0131981793952325
Nfatc4;-0.0140298471644396;0.312485520676354;0.641298625279025;-0.0412343487006767;0.01319544088691
Myc;-0.0140498660012462;0.311795477700298;0.641298625279025;-0.041254337423652;0.0131754215843338
Rorb;-0.0141407258195833;0.308676198629051;0.639178300664942;-0.0413450602901456;0.013084559377661
Kdm4d;-0.0141897309285158;0.307002411970609;0.636776980873104;-0.0413939913480864;0.013035552793936
Pdlim5;-0.014338178668446;0.301968860298929;0.627198045462701;-0.0415422139741922;0.0128870997883204
6720489N17Rik;-0.0144149268560054;0.299388141969967;0.625278138830775;-0.0416188453072736;0.0128103484077173
E2f8;-0.0144466650015875;0.298325233523623;0.623921194765473;-0.0416505350357674;0.0127786088479321
Zfp968;-0.0145794226083364;0.293906524527229;0.616387294494606;-0.0417830895252032;0.0126458447310078
Creb5;-0.0146432513639421;0.291797744488287;0.613669351221886;-0.0418468202827929;0.0125820125036548
Gm3055;-0.0146456371209732;0.291719121184995;0.613669351221886;-0.0418492023726149;0.0125796266125566
E2f4;-0.0146542224562334;0.291436306778837;0.613669351221886;-0.0418577745085745;0.0125710407922804
Zscan20;-0.0146647241025101;0.291090616683441;0.613669351221886;-0.0418682600039224;0.0125605385472698
Prdm6;-0.0147247532068647;0.289119888551442;0.613161561394211;-0.0419281966719381;0.012500505905155
Zfp952;-0.0147966412743698;0.28677168520711;0.609036912324523;-0.041999973784341;0.0124286133427363
Kdm5d;-0.0150411610495956;0.278881074846761;0.596689352412498;-0.0422441140554768;0.0121840761715603
Relb;-0.0151326992229483;0.275965492930263;0.59275660643627;-0.0423355093223569;0.01209253064812
5730507C01Rik;-0.0151400660786602;0.275731758152204;0.59275660643627;-0.0423428646573748;0.0120851631810411
Hdac6;-0.0151479163623922;0.275482833849281;0.59275660643627;-0.0423507026611564;0.0120773122425695
Zfp966;-0.0152586586489424;0.27198764264144;0.589207905428198;-0.0424612713602689;0.0119665603620803
Elk1;-0.0152743491124172;0.271494893687971;0.589019094064419;-0.0424769371752055;0.0119508684852668
Pax2;-0.0152769696031151;0.271412658455167;0.589019094064419;-0.0424795535480059;0.0119482477572181
Irf5;-0.0152794958178049;0.271333397903228;0.589019094064419;-0.0424820757925926;0.0119457213133624
Nfatc1;-0.0153263185361354;0.269867193642547;0.588022312265869;-0.0425288248633439;0.0118988942845744
Zfp746;-0.0153294711972458;0.269768666951161;0.588022312265869;-0.042531972561345;0.011895741328942
Bcl6;-0.0153626597263267;0.26873295853741;0.588022312265869;-0.0425651088102763;0.0118625496665367
Smad7;-0.0153961646635684;0.267690147883483;0.58666491045582;-0.0425985609082433;0.0118290415052419
Aven;-0.0154622499497068;0.265641462167094;0.583021232372547;-0.042664541795172;0.0117629496807258
Smad6;-0.0154674486298245;0.265480758939106;0.583021232372547;-0.0426697322525306;0.011757750476166
Spats2;-0.0154986652898958;0.264517187466976;0.583021232372547;-0.0427008995062889;0.0117265306360033
Zfp286;-0.0154995024192641;0.264491380833848;0.583021232372547;-0.0427017353100116;0.0117256934206245
Tpi1;-0.0155832604651424;0.261918094132921;0.579771777207677;-0.042785360527406;0.0116419265760896
Ubxn1;-0.0156069549549886;0.261193280112946;0.579151032262187;-0.0428090173719585;0.0116182295278325
Rfx5;-0.0156783268824948;0.259018396365208;0.57517320369333;-0.0428802757209685;0.0115468497091574
Zfp429;-0.0158129246197417;0.254951065197538;0.568650086334245;-0.0430146585115334;0.0114122363352034
Klf1;-0.0158331647800264;0.254343300798425;0.568133704446186;-0.0430348662640362;0.0113919937381925
Klf15;-0.0158401134242272;0.254134881900677;0.568133704446186;-0.0430418037771976;0.0113850442522944
Mrps25;-0.0158673689006107;0.253318523263813;0.56752369455246;-0.0430690155676845;0.0113577854490335
Heyl;-0.0159002722056938;0.252335434844306;0.567003730081701;-0.0431018660805907;0.0113248780737734
Cebpg;-0.0159170837524498;0.251834165112114;0.566720699432626;-0.043118650631117;0.0113080644246467
Myb;-0.0159175459018903;0.251820395016977;0.566720699432626;-0.0431191120382142;0.0113076022171946
Dusp26;-0.015917928319741;0.251809000982245;0.566720699432626;-0.0431194938417845;0.0113072197513319
Gm14325;-0.016014769144544;0.248935216810073;0.562712840394028;-0.0432161788547393;0.0112103665118693
Nr1h4;-0.0160357293592726;0.248316244990519;0.562155217294879;-0.0432371052785;0.011189403542865
Snapc4;-0.0161211115286849;0.245805966924572;0.557307822907063;-0.0433223495525738;0.0111040099065204
Ak6;-0.0161342161950035;0.24542226332677;0.557274612967555;-0.0433354330193158;0.0110909034450771
Zfp248;-0.0162250764179228;0.242773432190361;0.555436185768857;-0.0434261459999572;0.0110000305185162
Zfp872;-0.0162600781494506;0.241758413777634;0.553953269809146;-0.0434610908902445;0.0109650237732282
Klf5;-0.0163103912888346;0.240304614151774;0.551458916974437;-0.0435113222067488;0.0109147033099185
Nfyc;-0.0163135615694073;0.240213215479726;0.551458916974437;-0.0435144873269753;0.0109115325632399
Hivep2;-0.0163333465062862;0.23964337225755;0.551458916974437;-0.0435342400470727;0.0108917447051393
Zbtb1;-0.0163412075209077;0.239417225009273;0.551458916974437;-0.0435420882553159;0.0108838825239295
Cdc5l;-0.0163450770632779;0.239305960507949;0.551458916974437;-0.0435459514925817;0.0108800124060763
Vps72;-0.0163632692204412;0.238783353312062;0.551458916974437;-0.0435641139962039;0.0108618175324214
Zfp951;-0.016378509999113;0.238346150660043;0.551458916974437;-0.0435793299182932;0.010846574464086
Zfp639;-0.0163854391618425;0.238147565013066;0.551458916974437;-0.043586247775898;0.0108396442561854
Larp4;-0.0166810786698264;0.229783260671351;0.539615433302863;-0.043881402509865;0.0105439577185991
Got1;-0.016687074807861;0.229615805563274;0.539615433302863;-0.0438873887666209;0.0105379605774517
Klf8;-0.0168396676575011;0.225383494416705;0.53420927677061;-0.0440397294949961;0.0103853415409408
Zfp354b;-0.0168478692528941;0.225157602636791;0.53420927677061;-0.0440479175034961;0.01037713850213
Gm12166;-0.0168863629450723;0.224099552934308;0.532898149497332;-0.0440863473775893;0.0103386379863987
Maf;-0.0169895611527671;0.221280558940863;0.52785725750506;-0.0441893740974232;0.0102354210870786
Gm6710;-0.0170170172651145;0.220534856477612;0.526910812153789;-0.0442167844876056;0.0102079599040738
Cxxc1;-0.0170989419205336;0.218320511484601;0.522446865834783;-0.0442985724719841;0.0101260198745436
Ctnnb1;-0.0171004000012082;0.218281246137933;0.522446865834783;-0.0443000281169091;0.0101245615169317
Mbd4;-0.017146919814251;0.217031153698425;0.522446865834783;-0.0443464701571563;0.0100780328074585
Meis1;-0.017172529326935;0.216345169499068;0.521854961571234;-0.0443720368051482;0.0100524183469073
Gm12184;-0.0171838640271014;0.216042053360424;0.521854961571234;-0.0443833525221451;0.0100410814454224
Smarcc2;-0.0171978051402581;0.215669655037073;0.521854961571234;-0.0443972702773837;0.0100271376151561
Gm3604;-0.0172089255449365;0.215372935679826;0.521854961571234;-0.0444083720425867;0.0100160150355304
Irf7;-0.0172997461467104;0.212960622231485;0.516994436606983;-0.0444990401638614;0.00992517641872908
Ets2;-0.0173076310372238;0.212752112932908;0.516994436606983;-0.0445069117951371;0.00991728994298234
Zbtb25;-0.0173644367172429;0.211254288546725;0.514506412428315;-0.0445636218508697;0.00986047274225735
Zfp90;-0.0174216242332703;0.209754109968879;0.512505996849526;-0.0446207129227781;0.00980327345051558
Msantd3;-0.0174399723498037;0.209274428354376;0.512162701483158;-0.0446390300584117;0.00978492151809554
Plagl1;-0.0174455853181334;0.209127845217257;0.512162701483158;-0.0446446335455593;0.0097793073787645
Rest;-0.017540421328946;0.206662426229885;0.510269203691386;-0.0447393091047605;0.00968445132337788
Trim33;-0.0175502781244091;0.206407397682077;0.510269203691386;-0.044749149195632;0.00967459241646989
Klf2;-0.0175739408213427;0.205796096533491;0.510266183523107;-0.0447727717691767;0.00965092462909539
Zfp386;-0.0176164768232291;0.204700531330603;0.509222079586839;-0.0448152355688838;0.00960837939994488
Zfp459;-0.0177060820785035;0.202406527509384;0.505179928163917;-0.0449046884032904;0.00951875438422361
Zkscan17;-0.0177140053215993;0.202204587575419;0.505179928163917;-0.0449125981477555;0.00951082937278371
Bcl6b;-0.0177281453310055;0.201844565525834;0.505179928163917;-0.0449267140587086;0.00949668619905014
Zcchc14;-0.017769616831974;0.200791344785958;0.504484077582026;-0.0449681148182274;0.00945520535454389
Gzf1;-0.0177961317699572;0.200120068928515;0.504476300637826;-0.0449945844784751;0.00942868439363618
Gm44973;-0.01784377681724;0.198917963095662;0.504476300637826;-0.0450421480696205;0.00938102842743208
Taf7;-0.017861033126537;0.198483882771447;0.504476300637826;-0.0450593748463285;0.00936376813296102
Lmx1a;-0.0179839290703454;0.195412460279028;0.500436082110362;-0.0451820599971987;0.00924084333836564
Zfp41;-0.0180036196672544;0.194923607001132;0.500436082110362;-0.0452017167442496;0.00922114804245515
Nr1h2;-0.0180178091374903;0.194571885049656;0.500436082110362;-0.0452158818084882;0.00920695517292169
Zbtb3;-0.0181847165578663;0.190469550190838;0.49332593617181;-0.0453825013258762;0.00904000694402803
Meis3;-0.0182197434070668;0.189616783964596;0.492294555449485;-0.0454174675642409;0.00900497133816093
Zxdb;-0.018226411164232;0.18945476939155;0.492294555449485;-0.0454241237758968;0.00899830190649199
Mdm2;-0.0182518580104941;0.188837393801439;0.492294555449485;-0.0454495265376515;0.00897284864738791
Ebf1;-0.0183624209021351;0.186172199463661;0.487209742097277;-0.0455598974800253;0.00886225748323378
Nr2f2;-0.0184917477852647;0.183090073678151;0.481648103229979;-0.0456889989949511;0.00873289668424229
Dgcr8;-0.0185281409244153;0.18222960360504;0.480221119447836;-0.0457253285507247;0.00869649383672966
Tsn;-0.0185474944657338;0.181773236268306;0.479855920918081;-0.0457446482496784;0.00867713510320171
Tfap2c;-0.0185777980054457;0.1810603653403;0.478811123754559;-0.0457748987585584;0.00864682339259913
Lmo2;-0.0186055854695779;0.180408508813721;0.478764232528505;-0.045802637551121;0.00861902839202488
Zfp973;-0.0186591950896235;0.179155825955136;0.476276931676506;-0.0458561531518821;0.00856540411324814
Vdr;-0.0187439498606271;0.17718859070332;0.473548268959317;-0.045940758963481;0.00848062584788461
Cdx2;-0.0187491537383085;0.177068330163005;0.473548268959317;-0.0459459536824558;0.00847542051491484
Rufy3;-0.0187987473734816;0.175925279908817;0.471842224977467;-0.0459954599601507;0.00842581293662063
Utp18;-0.019013795936078;0.171032355210582;0.462052104634222;-0.0462101281765191;0.00821070236331466
Thap12;-0.0190187730922027;0.17092033030535;0.462052104634222;-0.0462150965000422;0.00820572374216028
Grhl1;-0.0190756656976219;0.16964370249335;0.460723004972947;-0.0462718880466456;0.00814881429446813
Gbx1;-0.0190827701355681;0.169484787452498;0.460723004972947;-0.0462789798525709;0.00814170774096472
Zbtb17;-0.0191028268508755;0.169036752672426;0.460723004972947;-0.046299000891312;0.00812164503833437
Tbx15;-0.0191386834374847;0.168237988313918;0.460216236148581;-0.0463347936423476;0.00808577769321321
Ebf2;-0.019251612262563;0.165740820485236;0.454208056139215;-0.0464475209636415;0.00797281452691384
Foxc1;-0.019271635642462;0.165300972832844;0.453826307231992;-0.046467508542661;0.00795278498545757
Mybl1;-0.0194103880269976;0.162277137197085;0.44796796557148;-0.0466060122460459;0.00781398930411802
Zfp647;-0.0194490891497445;0.161441210110458;0.447295829847325;-0.0466446438195896;0.00777527591783399
Zfp180;-0.0194815683970906;0.160742184812924;0.446177755638817;-0.046677064636187;0.00774278631554327
Smarca5;-0.0194942610104919;0.160469633804277;0.446177755638817;-0.0466897343997788;0.00773008963989775
Gar1;-0.0195122546125746;0.160083852118388;0.445990067709901;-0.0467076955939805;0.00771209026395799
Nhlh2;-0.0195486579965416;0.15930550995214;0.444641996354404;-0.0467440333588365;0.00767567514478298
Tceal5;-0.0196437477780033;0.157285896065608;0.439817968627905;-0.0468389513961556;0.00758055436897807
Zbtb22;-0.0196927933408816;0.156251828150379;0.438550670087496;-0.0468879081845845;0.00753149262719538
Zfp964;-0.0197540844000759;0.154966834749821;0.435754041847729;-0.0469490881208374;0.00747018116537314
Zfp184;-0.0197935538274325;0.154143597601044;0.435059499771172;-0.0469884858806734;0.00743069849104651
Prkaa2;-0.0198133673233845;0.153731590328344;0.435059499771172;-0.0470082633679165;0.00741087831316722
Zfp2;-0.0201254647345448;0.147351669395238;0.41949868638047;-0.0473197907655377;0.00709867282769615
Ctbp2;-0.0201268610495317;0.147323587549103;0.41949868638047;-0.0473211845184131;0.00709727601726191
Zfp970;-0.0201423497295799;0.147012362779844;0.41949868638047;-0.0473366447710354;0.00708178183431877
Mex3c;-0.0201462672333118;0.146933725354046;0.41949868638047;-0.0473405550826422;0.00707786293668558
Mctp2;-0.0202519231567839;0.144824964366399;0.418938115312763;-0.047446016718567;0.00697216910397495
Zfp263;-0.0205674457317066;0.138665413137449;0.404217710111097;-0.047760955479712;0.00665652969921158
Zfp11;-0.0208349206730486;0.133603532517523;0.391730745828077;-0.0480279312757771;0.00638895147019234
Zfp710;-0.0209536605010415;0.131402743229569;0.386027514156907;-0.0481464482735538;0.00627016454033533
Klf10;-0.0210498415469291;0.129640751418917;0.381593634780828;-0.0482424482623152;0.00617394477800548
Nfil3;-0.0210758157174018;0.12916807554084;0.380944910286464;-0.0482683734512546;0.00614796006551379
Zbtb24;-0.021128359593683;0.12821597889625;0.378876963078939;-0.0483208181293968;0.00609539475107605
Gli3;-0.0212096947972948;0.126752948798857;0.375288142522106;-0.0484019994837452;0.00601402606561072
Plagl2;-0.0212624582651371;0.125810826006879;0.373472621208349;-0.0484546629549496;0.00596124068475799
Eif5a2;-0.02127663910432;0.12555855085518;0.373472621208349;-0.0484688168930135;0.00594705393031403
Gm2000;-0.0213296832259201;0.124618395613527;0.371884935526534;-0.0485217602928401;0.00589398758522966
Zfp653;-0.0213638736489078;0.12401531852699;0.37081808114011;-0.0485558857130387;0.00585978275647762
Tcf4;-0.0213903120838937;0.123550539697692;0.370161339173642;-0.0485822738397816;0.00583333313826741
Luzp1;-0.0213934636016935;0.12349522786021;0.370161339173642;-0.0485854193581995;0.00583018028486252
Zfp91;-0.0214302711133289;0.122850654401188;0.370161339173642;-0.0486221567613377;0.00579335713422321
Gabpa;-0.0214407659879432;0.122667350178088;0.370161339173642;-0.0486326316325343;0.00578285778695483
Dr1;-0.0214655550982303;0.122235229935149;0.369890174753657;-0.048657373470587;0.00575805808833392
Zfp706;-0.0215190145792014;0.121307380298168;0.369302710181925;-0.0487107308920374;0.00570457565888619
Zfp280b;-0.0217197634771802;0.117872247349424;0.361762385157787;-0.0489110951545648;0.00550373919518515
Zfp651;-0.0217300856085874;0.117697702984525;0.361762385157787;-0.0489213974495832;0.00549341250194703
Atoh7;-0.0219202523465155;0.11451817775391;0.35580750701318;-0.0491111977024655;0.00530316068159007
Kdm4a;-0.0219747741401199;0.113619165445514;0.353742143964386;-0.0491656140606747;0.00524861413088908
Zfp420;-0.0221237053097816;0.11119173776495;0.346899843027014;-0.049314256401401;0.00509961450933873
Rorc;-0.0222176373663422;0.109681905310468;0.342897882026517;-0.0494080056719001;0.00500563865800811
Mterf1b;-0.022469635794964;0.105711318351017;0.331170312676424;-0.0496595113600958;0.00475352036248393
Brf2;-0.0225363052265945;0.104680144361509;0.329993774500792;-0.0497260498540763;0.00468681863958434
Sp4;-0.0226053288399496;0.103620986260316;0.328024505771651;-0.0497949376519196;0.00461776133948859
Tcf7l2;-0.0226557913120831;0.102852047649161;0.326274352836625;-0.0498453006669909;0.00456727407500894
Tead4;-0.022937801756944;0.0986379905199936;0.313564980389874;-0.050126752748674;0.00428512252262739
Elf5;-0.0230012114573192;0.0977097045109777;0.311269311838768;-0.050190036307126;0.00422168049752354
Nfe2l2;-0.0231062675238342;0.096187108270004;0.307066666993036;-0.0502948829034478;0.00411657039366922
Exo5;-0.0231393997632321;0.0957108731270367;0.306193683097087;-0.0503279489565189;0.00408342098738138
Tbpl1;-0.0232681071242297;0.093878740329522;0.301057330307651;-0.050456398640883;0.00395464637126752
Zfp281;-0.0233394189632192;0.0928757939011943;0.299024411067811;-0.0505275673238402;0.00388329688007132
Clock;-0.0233596169273502;0.0925932928337972;0.298751863630414;-0.0505477246910832;0.00386308820117107
Zfp105;-0.0234439281870976;0.0914215041003764;0.29623706264285;-0.0506318662502451;0.00377873197522027
Bhlhe22;-0.0234518151111214;0.0913125009387315;0.29623706264285;-0.0506397372798318;0.00377084082500178
Zfp458;-0.0235137033450209;0.0904607803166164;0.295023279218338;-0.0507015006737758;0.00370891931071596
Zfp691;-0.0235362138681464;0.0901525742869305;0.29465451769105;-0.0507239657374567;0.00368639663078521
Ewsr1;-0.023541161889121;0.0900849411315102;0.29465451769105;-0.050728903762337;0.00368144593392974
1810024B03Rik;-0.0237016681375512;0.08791307543723;0.289844419017941;-0.0508890850317743;0.00352085216027995
