moscot driver TFs Eps. progenitors;Eps_progenitors_pull_corr;Eps_progenitors_pull_pval;Eps_progenitors_pull_qval;Eps_progenitors_pull_ci_low;Eps_progenitors_pull_ci_high
Zfp777;0.000639770989740657;0.963266706843709;0.979811531828275;-0.0265809406762253;0.0278595345897741
Taf9;0.000605672185068531;0.965223259884735;0.980812330030922;-0.0266150153708286;0.0278254622054436
Terf1;0.000543305190755345;0.968802344638421;0.983787182517831;-0.0266773381039762;0.0277631433705171
Cdx1;0.00051248007398868;0.970571556947072;0.984921405235268;-0.0267081412663586;0.0277323419785718
Zfp729b;0.000395108760026945;0.977309352180588;0.989763327828764;-0.0268254285125306;0.0276150605273712
Hmgxb4;0.000294193595958417;0.983103780983579;0.992873175671818;-0.0269262707964146;0.02751422202762
Nr2f1;0.000284360227721365;0.983668453867582;0.992873175671818;-0.0269360970334434;0.0275043961000809
Terf2;0.000272922588788522;0.984325260914379;0.992873175671818;-0.0269475263711251;0.0274929671091458
Fli1;0.000161640465108153;0.990716129775476;0.996656466329759;-0.0270587273565958;0.0273817687544179
Cebpz;0.000109936971092753;0.993685659439029;0.998704807535158;-0.0271103929232561;0.0273301039516176
Epas1;9.82E-05;0.994357649996825;0.998704807535158;-0.0271220843404734;0.0273184126668995
Srbd1;9.16E-05;0.994736444061508;0.998704807535158;-0.027128674635859;0.0273118224396379
Arntl;5.02E-05;0.997118081053455;0.998920514666868;-0.0271701101172229;0.0272703872781804
Zfp811;4.17E-05;0.997606917800458;0.998920514666868;-0.0271786147709889;0.0272618826669362
Zfp655;3.44E-05;0.998026913162304;0.998920514666868;-0.0271859217246123;0.027254575743552
Zfp579;2.44E-05;0.9985969466264;0.998920514666868;-0.0271958389767634;0.0272446585231364
Mettl3;-1.88E-05;0.998920514666868;0.998920514666868;-0.0272390292157461;0.0272014682973996
Tulp1;-3.06E-05;0.998242063172058;0.998920514666868;-0.0272508326462392;0.0271896648351622
Klf16;-0.000182947012781339;0.989492448206171;0.996089064527546;-0.0274030593154755;0.0270374363961339
Srf;-0.00021559942232978;0.987617197945677;0.994864555635739;-0.0274356871775187;0.0270048078261541
Zfp953;-0.000240318717020433;0.986197596830839;0.994097711091166;-0.0274603878501058;0.0269801065404786
Trim69;-0.000284441943296337;0.983663761385461;0.992873175671818;-0.0275044777538452;0.0269360153771506
Cebpa;-0.000295552975710328;0.983025720406281;0.992873175671818;-0.0275155803783447;0.0269249124020779
Rbak;-0.000327141956200992;0.981211812454244;0.992873175671818;-0.0275471454182079;0.0268933462921473
Esrra;-0.000419435476079547;0.975912708497756;0.989012207940679;-0.0276393686797738;0.0268011192821786
Zfp385a;-0.000473027264986636;0.972836167027437;0.986556489060732;-0.0276929194593567;0.0267475659007082
Rbbp9;-0.000634145324521212;0.96358948659933;0.979811531828275;-0.0278539132877738;0.0265865623680914
Zfp697;-0.000715142329857606;0.958942781000943;0.97662399081307;-0.0279348473064642;0.0265056224041021
Atf3;-0.000722007610068938;0.95854898960128;0.97662399081307;-0.0279417072315415;0.026498761942289
Rbpjl;-0.000723568893766375;0.958459436020188;0.97662399081307;-0.0279432672970308;0.026497201754021
Gm13212;-0.000739828520083126;0.957526832414483;0.97662399081307;-0.027959514228721;0.0264809535279173
Nfxl1;-0.000765372712986291;0.956061811645378;0.97662399081307;-0.0279850384490724;0.0264554272159259
Cfl2;-0.00077603755822494;0.955450200792647;0.97662399081307;-0.0279956949451546;0.0264447698255649
Faap24;-0.000783985843683842;0.954994397085402;0.97662399081307;-0.0280036370041384;0.0264368270920456
Hnrnpll;-0.00078958800365172;0.954673143513394;0.97662399081307;-0.0280092347734588;0.0264312288431654
Zfp689;-0.000805900396003485;0.953737758156523;0.97662399081307;-0.0280255343713823;0.0264149278294107
Zfp667;-0.000848127949950093;0.951316644379111;0.97662399081307;-0.0280677287374221;0.0263727296637606
Hmgxb3;-0.000874322597804053;0.949815000415458;0.97662399081307;-0.0280939027493659;0.0263465531973368
E2f6;-0.000956906983349101;0.945081928808493;0.974777126025153;-0.0281764218313353;0.0262640258883784
Zfp651;-0.000984855205949782;0.943480592257437;0.974504314729941;-0.0282043478698683;0.0262360968976138
Mterf1b;-0.00101197441346968;0.941926973587826;0.974504314729941;-0.0282314455107394;0.0262089963108415
Zfp282;-0.00104125722510491;0.940249653441981;0.973783934634699;-0.0282607049901914;0.0261797335606127
Zswim1;-0.00111685303958611;0.935920766092171;0.970632113186249;-0.0283362403552259;0.0261041893205129
Ncor1;-0.0011734427657111;0.932681467317056;0.968485529772261;-0.0283927846264875;0.0260476379985981
Zfp575;-0.00120696795129086;0.930762946839462;0.967652545181498;-0.0284262828012893;0.0260141354824616
Zfp941;-0.00136917341341539;0.921486416472121;0.961606419400762;-0.0285883567132424;0.025852038838629
Zfp35;-0.00140155012568278;0.919636029248543;0.96100126186827;-0.0286207069963483;0.0258196836754523
Gm29609;-0.00142619729497245;0.918227690299836;0.960196545950659;-0.02864533400789;0.0257950528724387
Zfp455;-0.00144702373144144;0.917037867674297;0.95961689548731;-0.0286661433856497;0.0257742402394302
Zfp7;-0.0014669874278625;0.915897508041265;0.959586138399849;-0.0286860907078756;0.0257542897525057
Pum3;-0.00147944024103853;0.915186270042275;0.959586138399849;-0.0286985332962935;0.0257418451680746
Zfp641;-0.00152593302430775;0.912531455533863;0.957555592672782;-0.0287449878307253;0.025695383032408
Gata4;-0.0015308599027572;0.91225017930783;0.957555592672782;-0.0287499106490241;0.0256904593948185
Zik1;-0.00163242753193335;0.906454167402624;0.953829820751193;-0.0288513942839996;0.0255889582817456
Asap3;-0.00170872221779574;0.902103625727554;0.951240555061876;-0.0289276255067762;0.0255127131917169
Zfp213;-0.00175854052944608;0.89926441971818;0.95090285278323;-0.0289774022079263;0.0254629270938544
Zfp207;-0.0018598634296427;0.893493917118202;0.946126097369204;-0.0290786400621844;0.0253616692950186
Gm21411;-0.00188393231866103;0.89212397137557;0.945338383703236;-0.0291026886667685;0.0253376157884902
Spats2;-0.00195241768048149;0.888227716026391;0.941870682022367;-0.0291711161390908;0.0252691740234061
Zfp968;-0.00196078560405437;0.887751832900258;0.941870682022367;-0.0291794769719121;0.0252608114092305
Bhlhe40;-0.00197341225786627;0.887033832747807;0.941870682022367;-0.0291920929190306;0.0252481927597429
Mdm2;-0.00198172485168145;0.88656119720664;0.941870682022367;-0.0292003984594994;0.0252398854307357
Zfp334;-0.00198319066449525;0.886477858537926;0.941870682022367;-0.0292018630281617;0.0252384205459092
Atf5;-0.00216082484540228;0.876388041508103;0.935226814612887;-0.0293793455716581;0.0250608979574319
Rbfox2;-0.00217226586156354;0.875738848984023;0.935194951885343;-0.0293907767623669;0.0250494640698372
Zfp108;-0.00221070520524758;0.873558316836465;0.934233122342879;-0.0294291830425095;0.0250110486244355
Mta3;-0.00222582033633542;0.872701149247471;0.934233122342879;-0.0294442851503268;0.0249959428686159
Hoxa4;-0.00224509358289683;0.871608394881887;0.934233122342879;-0.029463541772941;0.0249766815583929
Nfkb2;-0.002250542496082;0.871299496767929;0.934233122342879;-0.0294689859825568;0.0249712360161727
Nup133;-0.00232963236190023;0.866818136283683;0.932067987758705;-0.0295480073951932;0.0248921948973276
Gli1;-0.0023393122735282;0.866269947541393;0.932067987758705;-0.029557678905379;0.0248825209285281
Hand2;-0.00233931233055558;0.866269944312032;0.932067987758705;-0.0295576789623569;0.0248825208715357
Tcf21;-0.00233931233659738;0.866269943969895;0.932067987758705;-0.0295576789683934;0.0248825208654976
Hoxa5;-0.00233931233659738;0.866269943969895;0.932067987758705;-0.0295576789683934;0.0248825208654976
Wt1;-0.00233931255138686;0.866269931806739;0.932067987758705;-0.0295576791829964;0.0248825206508399
Barx1;-0.0023393125809107;0.866269930134855;0.932067987758705;-0.0295576792124946;0.0248825206213342
Hoxb6;-0.00233931276604945;0.866269919650768;0.932067987758705;-0.0295576793974726;0.0248825204363091
Sox7;-0.00233931277581754;0.866269919097618;0.932067987758705;-0.0295576794072322;0.024882520426547
Irx4;-0.00233931301890894;0.866269905331773;0.932067987758705;-0.0295576796501126;0.0248825201836048
Zbtb8b;-0.00239084661540339;0.863352564691076;0.932067987758705;-0.0296091684334945;0.0248310181395234
Msi2;-0.00241455457349673;0.86201106902889;0.932067987758705;-0.0296328557268681;0.0248073246485434
Lsm6;-0.00243640887482913;0.860774813250365;0.932067987758705;-0.029654690952117;0.0247854836560933
Gm14295;-0.002445977395819;0.860233647566668;0.932067987758705;-0.0296642511128029;0.0247759209539833
Zfp639;-0.00244893401653819;0.860066443582482;0.932067987758705;-0.0296672051492268;0.0247729661302587
Atf4;-0.00259579156911503;0.851769338481972;0.929314812939145;-0.0298139337396151;0.024626197237182
Nfe2l3;-0.00259884332029775;0.851597092248757;0.929314812939145;-0.0298169827984775;0.0246231473159284
Gm3055;-0.00260493824976628;0.851253104838873;0.929314812939145;-0.0298230723493525;0.0246170560396608
Zfp142;-0.00261942198549994;0.850435781137164;0.929314812939145;-0.0298375432955158;0.0246025809771324
Zfp64;-0.00262343702282915;0.850209239176207;0.929314812939145;-0.0298415547854276;0.0245985683420823
Spdef;-0.00264190208850985;0.849167537250649;0.929314812939145;-0.0298600035253276;0.0245801143131357
Champ1;-0.0026727286601971;0.847429051512925;0.929279497301755;-0.0298908028005591;0.0245493061254255
Zfp90;-0.00268259436577497;0.846872824552682;0.929279497301755;-0.0299006597592889;0.0245394462925154
Hsf5;-0.00268924571858621;0.846497865321982;0.929279497301755;-0.0299073052120814;0.0245327988960049
Pou1f1;-0.00288328958606357;0.835574588672938;0.919619263043831;-0.0301011758957756;0.0243388693885299
Nfya;-0.00291315932896716;0.833895893125511;0.918441136848666;-0.0301310187981116;0.0243090170674349
Zfp771;-0.00293753466862878;0.832526546206238;0.917602251657971;-0.0301553721984494;0.0242846559089458
Gm35315;-0.00296182421160108;0.831162524262349;0.916768014343424;-0.0301796398471762;0.0242603804650714
Max;-0.00296510142022523;0.830978525679874;0.916768014343424;-0.0301829140993147;0.0242571051562765
Tal2;-0.00298514695539683;0.829853272856216;0.916663088524423;-0.0302029415379882;0.0242370712289742
Ltf;-0.00306263543062629;0.825506769737643;0.913197965057759;-0.030280359853463;0.024159627419765
Zscan25;-0.00310210303089825;0.823294987634186;0.912087623864725;-0.0303197915933857;0.0241201824438788
Zfp280d;-0.00310804190764764;0.822962291269629;0.912087623864725;-0.0303257250667255;0.0241142469641911
Gmeb2;-0.0031221633336226;0.822171335671388;0.912087623864725;-0.0303398336368017;0.0241001336080223
Zfp975;-0.00315547841250505;0.820306040929971;0.910780971914894;-0.0303731183432456;0.0240668375243217
Osr2;-0.0031791518253583;0.818981194864021;0.909979105404468;-0.0303967701370147;0.0240431775725784
Hsf4;-0.00318550112592417;0.818625953715795;0.909979105404468;-0.0304031136340753;0.0240368318771478
Tef;-0.00322009456580041;0.816691118447062;0.909513243359129;-0.0304376754157001;0.0240022580409048
Sox15;-0.00323209439780768;0.816020219613442;0.909513243359129;-0.0304496642508347;0.0239902649938277
Pou2af1;-0.00324607094709859;0.815238974393956;0.909513243359129;-0.0304636279818792;0.0239762963372622
Sp7;-0.00325634105674945;0.814665024481296;0.909513243359129;-0.0304738886657817;0.0239660320204907
Fgf15;-0.0032849389617075;0.813067341898452;0.909430878716047;-0.0305024602937971;0.0239374502160055
Timm8a2;-0.00328724841237625;0.812938353375682;0.909430878716047;-0.0305047676205057;0.0239351420636035
Lhx3;-0.00329012596473417;0.812777642068706;0.909430878716047;-0.0305076425260246;0.0239322661284669
Foxs1;-0.00329411279829064;0.812554990429666;0.909430878716047;-0.0305116256916556;0.0239282815348173
Otx2;-0.00330285122944833;0.81206703058225;0.909430878716047;-0.0305203560803481;0.0239195480101124
Ahrr;-0.00330626058634396;0.81187666958271;0.909430878716047;-0.0305237622982963;0.0239161405663751
Hoxc4;-0.00330725257157632;0.811821284303096;0.909430878716047;-0.030524753370103;0.0239151491376758
Spic;-0.00330807841683988;0.811775175795494;0.909430878716047;-0.0305255784548827;0.023914323755695
Hcls1;-0.00330823544164467;0.811766408876607;0.909430878716047;-0.0305257353350862;0.0239141668189738
Zbtb41;-0.00332536195875614;0.810810352825664;0.909430878716047;-0.0305428460726487;0.0238970499009861
BC025920;-0.00332633382327651;0.810756108734079;0.909430878716047;-0.0305438170412616;0.0238960785807008
Zscan12;-0.00335682952792276;0.809054470232119;0.909430878716047;-0.0305742846075296;0.023865599927257
Lhx5;-0.0033944454833143;0.806956770291234;0.909430878716047;-0.0306118657850197;0.023828004934538
Zfp853;-0.0034115000968695;0.806006154938583;0.909430878716047;-0.0306289046053464;0.0238109597998339
Kmt2b;-0.00343154323808385;0.804889326851045;0.909430878716047;-0.0306489291656214;0.0237909277782458
Zfp623;-0.00345774310147064;0.803430038996513;0.909430878716047;-0.030675104707551;0.0237647424171762
Sox3;-0.0034722791745004;0.802620699427091;0.909430878716047;-0.0306896272705737;0.0237502143741364
Dlx1;-0.00349701702522533;0.801243832082234;0.909430878716047;-0.0307143421032136;0.0237254901626144
Timm8a1;-0.00352548226897495;0.79966026782669;0.909430878716047;-0.030742780819431;0.0236970405719596
Gm4724;-0.00358297589692298;0.796464327233047;0.909430878716047;-0.0308002207331224;0.0236395784254092
Zfp119b;-0.003587282414605;0.796225074251389;0.909430878716047;-0.0308045232201408;0.0236352742585768
Prdm1;-0.00359526122763193;0.795781853768386;0.909430878716047;-0.0308124945627721;0.0236272997983716
Ddit3;-0.00359947536370181;0.795547786440953;0.909430878716047;-0.0308167047518374;0.0236230879599152
Sp5;-0.0036227307664633;0.794256434276279;0.909430878716047;-0.0308399383559711;0.0235998452189854
Vps4b;-0.0036625495914441;0.792046639934964;0.909430878716047;-0.0308797197881811;0.0235600480057617
Ikzf1;-0.003706300257234;0.789620568001933;0.908639026659456;-0.0309234292694961;0.0235163209862651
Zfp445;-0.00373102325385969;0.788250522063478;0.908594113218207;-0.0309481289472177;0.0234916113058268
Zfp981;-0.00377592733394981;0.785763800877236;0.907112644743598;-0.0309929905884477;0.0234467313266989
Gm14308;-0.00383508919705896;0.782490841726579;0.906105192490134;-0.0310520963702496;0.023387601049488
Vezf1;-0.00385537627947834;0.781369399926973;0.905500993008235;-0.0310723641781071;0.0233673247542747
Dido1;-0.00385628890741342;0.781318961780513;0.905500993008235;-0.0310732759384371;0.0233664126110828
Zfp607b;-0.00386185166629261;0.781011545052168;0.905500993008235;-0.0310788334080064;0.0233608528058885
Pax7;-0.00387091467296957;0.780510766168484;0.905500993008235;-0.0310878877935834;0.0233517946078333
Meox2;-0.00387296024079125;0.780397750345741;0.905500993008235;-0.03108993141496;0.0233497501247243
Gata5;-0.00390037075193588;0.778883792083512;0.905500993008235;-0.0311173158218793;0.0233223541267096
Got1;-0.00398104064286617;0.774433054997693;0.903609574897797;-0.0311979086502765;0.0232417267110924
Lyl1;-0.00398707596817809;0.774100368433974;0.903609574897797;-0.0312039381959188;0.0232356945493366
Hsf3;-0.00399404664504388;0.773716173889425;0.903609574897797;-0.0312109021949197;0.0232287275238466
Rsl1;-0.00400062899873128;0.773353432953245;0.903609574897797;-0.0312174782403277;0.0232221486156963
Esrrb;-0.00400988570579654;0.772843397244946;0.903609574897797;-0.0312267260721274;0.0232128967500709
Hey2;-0.00401295751151253;0.7726741653464;0.903609574897797;-0.031229794931588;0.0232098265499393
Vax2;-0.00402383260365797;0.772075121747056;0.903609574897797;-0.0312406595890018;0.023198957137906
Lhx9;-0.00403654038140101;0.771375298539194;0.903609574897797;-0.0312533551653891;0.0231862559893413
Zfp980;-0.00403657948647582;0.771373145291288;0.903609574897797;-0.0312533942329036;0.0231862169046526
Twist1;-0.00404896316893144;0.770691349592329;0.903609574897797;-0.0312657660167078;0.0231738396738259
Gm6871;-0.00405008753075875;0.770629455517374;0.903609574897797;-0.0312668892977982;0.0231727158973533
Zfp60;-0.00411739817852666;0.766926799896585;0.903609574897797;-0.0313341351212948;0.0231054401668916
Hdac1;-0.00413030067262028;0.766217657717065;0.903609574897797;-0.0313470251613561;0.023092544337789
Sox30;-0.00427453389566674;0.758303816184073;0.896663087265427;-0.0314911185481449;0.0229483850040572
Nelfe;-0.00429732450747972;0.757055621376534;0.895888705547466;-0.0315138869606169;0.0229256059640839
AU041133;-0.00436460197218176;0.753374677773527;0.894260604297238;-0.0315810987285127;0.0228583624943603
Tbx4;-0.00439062179747061;0.751952554364082;0.894260604297238;-0.0316070930792953;0.0228323557507099
Sp9;-0.004425739228466;0.750034532740075;0.894256699516035;-0.0316421760704676;0.022797255916815
Gtf2h3;-0.00445603660921228;0.748381009486318;0.893324367054814;-0.0316724436845475;0.0227669736639483
Gcm1;-0.00448260686349057;0.746931850721478;0.892299916605563;-0.0316989877929144;0.0227404166354326
Mrpl2;-0.00448551323271771;0.74677338962038;0.892299916605563;-0.0317018912998594;0.0227375117105654
Rara;-0.00450010674293121;0.745977883952719;0.892299916605563;-0.0317164704309895;0.0227229254458476
Smpx;-0.00450460931872596;0.745732498986967;0.892299916605563;-0.0317209685680284;0.0227184251031859
Erg;-0.00450834064067852;0.745529165961501;0.892299916605563;-0.0317246962107116;0.0227146956310133
Tbx18;-0.00453248090329248;0.744214105746158;0.892299916605563;-0.0317488126515302;0.0226905673174788
Nrl;-0.0046039436080734;0.740325498974267;0.890750201953102;-0.0318202046506053;0.0226191397997976
Zfp987;-0.00461626949709977;0.739655458992743;0.890653702614866;-0.031832518316229;0.0226068199517411
Zfp219;-0.00461904182871319;0.739504781184244;0.890653702614866;-0.0318352878974239;0.0226040489777201
Osr1;-0.00466012093197014;0.737273282583736;0.889914194005948;-0.031876326197296;0.0225629899416113
Runx1;-0.00466135413980092;0.737206326390643;0.889914194005948;-0.0318775581787774;0.0225617573347829
Gm10130;-0.00470386066328195;0.73489968508204;0.889181509995097;-0.0319200223815802;0.0225192714762154
Zfp931;-0.00470456552210295;0.734861455580312;0.889181509995097;-0.031920726537796;0.0225185669592389
Gm7072;-0.0047260195030281;0.733698168358663;0.889152675940273;-0.0319421591204083;0.0224971233701904
Srebf1;-0.0047875844350699;0.730363367354484;0.885822236711061;-0.0320036625082974;0.0224355881198881
Zfp944;-0.0047968860085997;0.729859968004939;0.885822236711061;-0.0320129547654706;0.0224262910129047
Brca1;-0.00480260491421445;0.729550519686272;0.885822236711061;-0.0320186679407551;0.0224205748511285
En2;-0.00487105539498754;0.725850114097632;0.882474776398893;-0.0320870496962651;0.0223521570736427
Zfp54;-0.00491071315410125;0.723709148068645;0.88058083286354;-0.0321266675218512;0.0223125181449813
Foxa1;-0.00493727025716793;0.722276640719674;0.879546554424764;-0.032153197835333;0.0222859736040124
Sp6;-0.0049924926658307;0.719301027546902;0.876854908300261;-0.0322083644153805;0.0222307771938847
Zfp426;-0.00503457796522238;0.717036145722742;0.875990760551247;-0.0322504070561343;0.0221887115966829
Mycn;-0.00507455981718404;0.714886765083496;0.874780401358249;-0.0322903482923492;0.0221487483728988
Dmrta1;-0.0050826476342923;0.714452246941872;0.874780401358249;-0.0322984278828411;0.0221406643134534
Irf4;-0.00510291741818626;0.71336365915718;0.874333705622843;-0.0323186770334627;0.0221204039314177
Agap2;-0.00513179106547846;0.711814008713215;0.873852970046305;-0.0323475212507506;0.0220915436381548
Utp18;-0.00513286404464756;0.711756444732159;0.873852970046305;-0.032348593135392;0.022090471154363
Prrx2;-0.00515416871976977;0.71061381615999;0.873800376548522;-0.0323698760650175;0.022069176302295
E2f2;-0.00519407539558053;0.708475261191808;0.872235597238598;-0.0324097419420165;0.0220292879599862
Trim21;-0.00526488291890019;0.704686422024808;0.869228957342078;-0.0324804768617294;0.0219585127529853
Rarb;-0.00529867537038066;0.702880793547298;0.868535186789215;-0.0325142345674861;0.0219247356280824
Gm20939;-0.00530918594928152;0.702319523783185;0.868535186789215;-0.0325247343266483;0.021914229803587
Hic1;-0.00531330332439096;0.702099698258119;0.868535186789215;-0.0325288474616361;0.0219101142893117
Zbtb42;-0.00535495689371625;0.699877229192439;0.867663888407704;-0.0325704580837868;0.0218684794933
Gata1;-0.00540120938822642;0.697412387646663;0.865318574647873;-0.0326166627788279;0.021822247734204
Gm14443;-0.00540608465994373;0.697152764863904;0.865318574647873;-0.0326215330054367;0.0218173746413324
Zscan10;-0.00546720035829324;0.693901187316857;0.862379253373214;-0.0326825853493876;0.0217562861469281
Irx3;-0.00546840580103348;0.6938371097515;0.862379253373214;-0.0326837895404866;0.0217550812387127
Rslcan18;-0.00548210518354054;0.693109047258695;0.862379253373214;-0.0326974746930321;0.0217413879253138
Hdac3;-0.00552965872379312;0.690583985241989;0.861509502079834;-0.0327449787587962;0.0216938553729938
Gm14410;-0.00555069253417145;0.689468198539769;0.861509502079834;-0.0327659906464707;0.0216728308067082
Rex2;-0.00555350341458389;0.68931913999707;0.861509502079834;-0.032768798595392;0.0216700211598182
Lcor;-0.00556302088861779;0.688814526156871;0.861509502079834;-0.0327783061403812;0.0216605078592248
Prrx1;-0.00556673532284405;0.688617625413205;0.861509502079834;-0.0327820166982112;0.0216567950524514
Tbr1;-0.0055846009716928;0.687670869041813;0.861509502079834;-0.0327998636919254;0.021638937220818
Zkscan1;-0.00560170004453263;0.686765194065646;0.861509502079834;-0.0328169448938274;0.0216218456135045
Lin28a;-0.00560645556748729;0.686513391311743;0.861509502079834;-0.0328216954437656;0.0216170921640027
Spi1;-0.00562063754922962;0.685762668485714;0.861509502079834;-0.0328358625876124;0.0216029163584298
Zfp541;-0.00563135153613554;0.6851957293505;0.861509502079834;-0.0328465653577598;0.0215922070301435
Zfp300;-0.00564333888031717;0.684561619517444;0.861509502079834;-0.0328585401446727;0.021580224890853
Batf3;-0.00564793015626509;0.684318807760655;0.861509502079834;-0.0328631266089883;0.0215756356063605
Dbx2;-0.00567835154759728;0.682710783410463;0.861509502079834;-0.0328935160899088;0.021545227381252
Ebf3;-0.00569656335681077;0.681748825183327;0.861509502079834;-0.032911708771829;0.0215270234299148
Gm44973;-0.00570673980948323;0.681211524106143;0.861509502079834;-0.0329218745286375;0.0215168513602299
2310011J03Rik;-0.00573472087330641;0.679735000734332;0.861509502079834;-0.0329498261542014;0.0214888823187671
Tfeb;-0.00575026228771714;0.678915430677101;0.861509502079834;-0.0329653511994438;0.0214733475634828
E2f5;-0.0057828521482534;0.67719805059522;0.861509502079834;-0.0329979066916995;0.0214407716242409
Gm6592;-0.0057919850793565;0.676717074993446;0.861509502079834;-0.0330070299811301;0.0214316425840499
Brf1;-0.00579778440280423;0.676411728506847;0.861509502079834;-0.0330128231798542;0.0214258457289373
Dnmt1;-0.00584419466733908;0.673970050561517;0.860993888619197;-0.033059184364167;0.0213794551518177
Zfp408;-0.00584918293720734;0.673707817679591;0.860993888619197;-0.0330641673518224;0.0213744689910159
Thoc2;-0.00596539737261664;0.667609711357702;0.855038731255411;-0.0331802583417043;0.021258303308362
Tfap2a;-0.00597248345292642;0.667238587891445;0.855038731255411;-0.0331873368712702;0.021251220176935
Gli3;-0.00597372149713027;0.667173755418066;0.855038731255411;-0.033188573595966;0.0212499826476646
Gm5294;-0.00597869112951477;0.666913536431438;0.855038731255411;-0.0331935379308753;0.0212450150814347
Zfp629;-0.00598545968276307;0.666559187100765;0.855038731255411;-0.0332002992668943;0.021238249340091
Sox8;-0.00604964050370542;0.66320287851647;0.85301222023839;-0.0332644115287786;0.0211740950582906
Cstf2;-0.00610714514539076;0.660201424275368;0.850600811139767;-0.0333218545527775;0.0211166140046824
Scrt1;-0.00610919792317103;0.66009438016061;0.850600811139767;-0.0333239051276304;0.0211145620656128
Cbx3;-0.00611839752773666;0.659614743179703;0.850600811139767;-0.0333330948568758;0.0211053662169451
Hoxa3;-0.0061379332373982;0.658596679796915;0.850600811139767;-0.0333526095806582;0.0210858384677986
Zfp879;-0.00614211940514784;0.658378608454832;0.850600811139767;-0.033356791248794;0.0210816540031485
Zfp935;-0.00625829430599179;0.652338317141039;0.847702976663485;-0.0334728408958058;0.0209655259863456
Fosl2;-0.00627165329949607;0.651645191188031;0.847702976663485;-0.0334861854392828;0.0209521723369619
Ssxb5;-0.00627467148949355;0.651488635259313;0.847702976663485;-0.0334892003632498;0.0209491553530134
Ar;-0.00628286159655389;0.651063885256449;0.847702976663485;-0.033497381605172;0.0209409685161682
Hesx1;-0.00632024451990645;0.649126595811393;0.847330796455037;-0.0335347240181736;0.0209036004730219
Zfp397;-0.00633793420301334;0.648210691400874;0.847330796455037;-0.0335523945052065;0.0208859178047495
Zfp189;-0.00635981813015753;0.647078361016293;0.846696988851476;-0.0335742546613219;0.0208640425320969
Sox21;-0.00636632794640202;0.646741683856016;0.846696988851476;-0.0335807574013686;0.0208575352852756
Dusp22;-0.00639619157318494;0.645198112575902;0.846278583079332;-0.0336105885367326;0.0208276834160988
Zfp180;-0.00640507132250383;0.644739436195371;0.846278583079332;-0.0336194586155929;0.0208188071534627
Zdhhc5;-0.00642603041837624;0.643657346902592;0.84588563431063;-0.0336403948690367;0.0207978562702759
Aff4;-0.00655324312980142;0.63710579151805;0.839467491441758;-0.0337674684242964;0.0206706928933511
Pbx4;-0.00658195063932448;0.635631221224958;0.838988762281195;-0.0337961444094004;0.0206419963951041
Gm26920;-0.00659835074670567;0.634789471707317;0.838914943062612;-0.0338125264873112;0.0206256025581432
Tcf7;-0.00661296978303388;0.634039534825333;0.838914943062612;-0.033827129439863;0.0206109890989192
Zfp959;-0.00668311925316907;0.63044619643038;0.835797854793568;-0.0338972015703137;0.0205408662286958
Ahctf1;-0.006719612434493;0.628580310877124;0.834056475768416;-0.0339336544121628;0.0205043867792741
Gm17655;-0.00672729736672383;0.62818768417337;0.834056475768416;-0.0339413308402585;0.0204967047295421
Six2;-0.00676262855542093;0.626383951807973;0.834056475768416;-0.033976622890196;0.020461386751664
Zfp46;-0.00678341103971713;0.625324003395066;0.834056475768416;-0.0339973823206188;0.0204406120064878
Nfyc;-0.00679393862290038;0.624787370676492;0.834056475768416;-0.0340078982166624;0.0204300883346654
Zfp459;-0.00679945118146247;0.624506452962843;0.834056475768416;-0.0340134046530836;0.0204245778218029
Esr2;-0.00681656593622187;0.623634639786709;0.834056475768416;-0.0340305003899998;0.0204074694077557
Lhx4;-0.00682144673756795;0.623386111792476;0.834056475768416;-0.0340353757649016;0.020402590411738
Zfp414;-0.00683418064793934;0.622737909207815;0.834056475768416;-0.0340480955116937;0.0203898612053267
Zbtb21;-0.00684213522577613;0.622333140348341;0.834056475768416;-0.0340560412373979;0.0203819095614656
Sft2d1;-0.00687555912308456;0.620633612841779;0.833769355330148;-0.0340894279018263;0.0203484979546269
Zfp967;-0.00687901765028356;0.620457870084618;0.833769355330148;-0.0340928825728971;0.0203450406957088
Hirip3;-0.00687976509544962;0.620419892001978;0.833769355330148;-0.0340936291846044;0.0203442935245537
Foxn1;-0.00690013066298193;0.619385496376185;0.833769355330148;-0.0341139720312751;0.0203239354112714
Mlxip;-0.00691004961623248;0.618881971365923;0.833769355330148;-0.0341238799102715;0.0203140200804027
Phlda2;-0.00693158059689141;0.617789589647778;0.833769355330148;-0.0341453868337407;0.020292496944386
Trim66;-0.00699747386929241;0.614451725532374;0.83326148869227;-0.0342112063250736;0.020226627522897
Foxd1;-0.00711221144898868;0.608658661287137;0.826505915956454;-0.034325814869053;0.0201119309098853
Zfp383;-0.00713259596468866;0.607632001657946;0.825854475700719;-0.0343461763851242;0.0200915535974481
Nnt;-0.00713935941717622;0.607291533234527;0.825854475700719;-0.0343529322014899;0.02008479252996
