moscot driver genes delta cells;Delta_pull_corr;Delta_pull_pval;Delta_pull_qval;Delta_pull_ci_low;Delta_pull_ci_high
Tgds;-0.020283051984977;0.144208113113164;0.449111649560641;-0.0474770881892548;0.00694102899078164
Naaa;-0.0202882063479671;0.144106168426534;0.4488636975331;-0.0474822330498155;0.00693587275410724
Dnal4;-0.0202917208252504;0.144036689611784;0.448716809432155;-0.0474857410470863;0.0069323569984314
C77080;-0.0202938562289612;0.143994486679399;0.448716809432155;-0.0474878725132005;0.00693022081763787
Plbd1;-0.0203131898331373;0.143612819292867;0.447673826367579;-0.047507170455734;0.00691088016657025
Nphs1;-0.0203218236816155;0.143442628002706;0.447239471021906;-0.04751578837216;0.006902243164568
Adh5;-0.0203230157193819;0.143419142589401;0.447239471021906;-0.0475169782099395;0.00690105069108918
Galnt9;-0.0203325422422473;0.143231557881241;0.446828165212496;-0.0475264871481848;0.00689152068331687
Tab2;-0.0203329626919004;0.143223283235409;0.446828165212496;-0.0475269068216335;0.00689110007974472
4933415A04Rik;-0.0203380705698348;0.143122787087911;0.446700417455097;-0.0475320052689979;0.0068859903311387
Haspin;-0.0203408977001562;0.143067187303474;0.446596221484743;-0.0475348271790374;0.00688316216481875
Nradd;-0.0203416199193506;0.143052986430147;0.446596221484743;-0.0475355480645881;0.00688243968089814
Oat;-0.020348571646727;0.142916351081737;0.446333292806612;-0.0475424869535166;0.0068754854039437
St6galnac3;-0.0203644712956395;0.142604221800796;0.445566159599224;-0.0475583572290961;0.00685957991386278
Eloa;-0.0203703863641913;0.142488235466248;0.445272967134772;-0.0475642613665266;0.00685366266873406
Gm26797;-0.0203748628443685;0.142400506002268;0.445067999403545;-0.0475687295728489;0.0068491845400721
Anapc15;-0.0203794200115679;0.142311237833848;0.444858158011795;-0.0475732783159421;0.00684462569355291
Rps6ka3;-0.0203830141526246;0.142240864225074;0.444776496113963;-0.0475768658122894;0.00684103022725418
Gm21969;-0.0203845705555282;0.142210398004256;0.444776496113963;-0.0475784193375576;0.00683947325025086
Thumpd2;-0.02038585117554;0.142185333925229;0.444776496113963;-0.0475796975897308;0.0068381921577664
1700016L21Rik;-0.0203872699044469;0.14215757076158;0.444776496113963;-0.0475811136953347;0.00683677290532861
Arf1;-0.0203875599059016;0.14215189622362;0.444776496113963;-0.0475814031605483;0.00683648279684582
Gm44737;-0.0203885871558832;0.142131797140474;0.444776496113963;-0.0475824285110072;0.00683545516770983
Nox4;-0.0204038717669068;0.141832997439231;0.444516152732178;-0.0475976848519695;0.00682016490839707
Klhdc4;-0.0204048078607334;0.141814713376376;0.444516152732178;-0.0475986192140064;0.00681922846823179
Nedd4;-0.0204074934364406;0.141762267958137;0.444455220331011;-0.0476012998210882;0.00681654189864268
Dtx3l;-0.0204103963912949;0.141705594191166;0.444346835131029;-0.0476041974047;0.00681363786901634
Gm2897;-0.0204139064848958;0.141637090624774;0.444270624563868;-0.0476077010030781;0.00681012647524688
Anxa9;-0.0204154794250643;0.141606401118067;0.44424367691581;-0.0476092710323958;0.00680855295223007
Gm10602;-0.0204173161263457;0.141570571853699;0.444200594033857;-0.0476111043345454;0.00680671557019394
Svip;-0.0204260029946866;0.141401207982403;0.443738445842999;-0.0476197751238591;0.00679802547966227
Tmem70;-0.0204282018126985;0.141358363333708;0.443738445842999;-0.0476219698713016;0.00679582584539807
Trpc7;-0.0204296954483461;0.141329265069826;0.443720477229224;-0.0476234607417013;0.00679433165512791
Ppm1e;-0.0204387768753668;0.141152444273002;0.443580989091789;-0.0476325253531805;0.00678524685334051
Crtc3;-0.0204411985485041;0.141105321571525;0.443580989091789;-0.0476349425414923;0.00678282427952162
Dcbld1;-0.0204413633493152;0.141102115195162;0.443580989091789;-0.0476351070370885;0.00678265941740528
Gm27029;-0.0204517747286073;0.140899664118676;0.443199101291692;-0.0476454991312715;0.00677224416212361
Sdr42e1;-0.0204734432172709;0.140479032433367;0.44222517836016;-0.0476671274642865;0.00675056758768997
Gcnt7;-0.0204805559567358;0.140341169611808;0.441998830127869;-0.0476742270169932;0.00674345218847191
Tma7;-0.0204827435336723;0.140298789779467;0.441934592750961;-0.0476764105376898;0.00674126379295382
Mrps16;-0.020485184040112;0.140251521568214;0.441854934663188;-0.0476788465185969;0.00673882237297975
Bcas2;-0.0204958147422256;0.14004576685976;0.441275870091186;-0.0476894575039845;0.00672818768777817
Eif4e2;-0.0204965545981928;0.1400314557686;0.441275870091186;-0.0476901959875151;0.00672744755437412
Prxl2b;-0.0205043585953284;0.139880570941562;0.441031856593197;-0.0476979855063843;0.00671964062901986
Tmem189;-0.0205098829859762;0.139773836328656;0.440833610247096;-0.0477034996459773;0.00671411416350204
Abhd15;-0.0205139129253577;0.139696014958659;0.440657302481393;-0.0477075221063609;0.00671008270949275
Plscr3;-0.0205213265308204;0.139552939344299;0.440401596585522;-0.0477149219509161;0.00670266631536074
Gm37165;-0.0205246303061681;0.139489215915154;0.440350456586425;-0.0477182195929357;0.0066993612963147
Gabre;-0.0205380918027332;0.13922980115929;0.439738679136718;-0.047731656092637;0.00668589472605229
Galnt2l;-0.020540057456602;0.139191952385619;0.439688217914537;-0.0477336180956288;0.00668392833049377
Irs1;-0.0205450623335567;0.139095618954022;0.43952204147009;-0.0477386136759052;0.00667892156412472
Plcd1;-0.0205486974856709;0.139025682044459;0.439370112582889;-0.0477422420747847;0.00667528503883171
Pi4k2b;-0.0205497403163794;0.13900562395906;0.439370112582889;-0.0477432829680331;0.00667424181406095
Cnot2;-0.0205538942642979;0.138925747920367;0.439253999527956;-0.0477474291978059;0.00667008629587082
Slc28a3;-0.0205574985001549;0.138856470898613;0.439180559231406;-0.0477510267361374;0.00666648069678201
Zfp263;-0.0205674457317066;0.138665413137449;0.438783377979244;-0.047760955479712;0.00665652969921158
Mast2;-0.020567515262101;0.13866407837094;0.438783377979244;-0.047761024880858;0.00665646014247398
Gm22146;-0.0205693358648677;0.138629132002371;0.438783377979244;-0.0477628420992541;0.00665463884983707
Kcng3;-0.0205695902422007;0.138624249783678;0.438783377979244;-0.0477630960037035;0.00665438437609999
Lacc1;-0.0205749179607627;0.138522026256233;0.438674904509933;-0.0477684138173094;0.0066490546376255
Nrbf2;-0.0205769209586166;0.138483609532486;0.438622341646695;-0.0477704130909181;0.00664705087996951
Ncaph2;-0.0205799312304755;0.138425889115636;0.438508611549264;-0.0477734177652616;0.00664403946580563
Polr2e;-0.02059423985958;0.13815178181955;0.437916315029711;-0.0477876997811459;0.00662972540026752
Lsm14a;-0.0205945227024093;0.138146367678375;0.437916315029711;-0.0477879820977918;0.00662944244986221
Eif2a;-0.0206027211307424;0.137989505437491;0.437677978512132;-0.0477961652723872;0.00662124090145697
Alpk1;-0.0206038550789142;0.137967820177578;0.437677978512132;-0.0477972971104833;0.00662010652145069
Cop1;-0.020603924222785;0.137966497977381;0.437677978512132;-0.0477973661256875;0.00662003735124594
Rbms2;-0.0206074786584916;0.137898541608875;0.437677978512132;-0.0478009139467563;0.00661648156145814
Phlda1;-0.0206188778157627;0.1376807779483;0.437319747052406;-0.0478122918861027;0.00660507805697309
Stard7;-0.0206290215712602;0.13748721977234;0.436773953711023;-0.047822416754495;0.00659493042707116
Mylip;-0.0206326387518742;0.137418249257465;0.436623844606104;-0.0478260271987694;0.00659131186351994
Ppat;-0.0206413431235757;0.137252388146692;0.436234744492166;-0.047834715357253;0.00658260416100053
Ech1;-0.0206598658813881;0.136899952174132;0.435291464052;-0.0478532035999135;0.0065640743015224
Shmt1;-0.0206610030696935;0.13687833744028;0.435291464052;-0.0478543386685846;0.00656293667660739
Ppif;-0.0206687807771083;0.136730575767408;0.434988885053364;-0.0478621018770496;0.00655515598114733
Uba2;-0.0206764395764717;0.136585193376437;0.43459514758571;-0.0478697463959174;0.00654749423619959
Rfk;-0.0206769918693844;0.136574714142937;0.43459514758571;-0.0478702976589089;0.00654694173075075
Exoc1;-0.0206776210770004;0.136562776281793;0.43459514758571;-0.0478709256931522;0.00654631228097966
Card6;-0.0206788143919836;0.136540137907703;0.43459514758571;-0.0478721167827327;0.00654511850668133
Ciao1;-0.0206856429361066;0.136410649301545;0.434383539190395;-0.047878932590876;0.00653828733271224
Ccdc6;-0.0206864386082162;0.136395567261836;0.434383539190395;-0.0478797267788057;0.00653749135400373
Epo;-0.0206977000472509;0.136182243564811;0.433999943307451;-0.0478909672080096;0.00652622557186351
Lsm7;-0.0207072135183495;0.136002232053257;0.433632493412629;-0.0479004629249956;0.00651670842639873
Cdc45;-0.0207078877307457;0.135989481747566;0.433632493412629;-0.047901135878985;0.00651603395341585
Cep120;-0.0207117824917579;0.13591584439084;0.433549886113526;-0.0479050233700038;0.006512137686573
Arglu1;-0.0207120776614852;0.135910264939115;0.433549886113526;-0.0479053179887312;0.00651184240269065
Cmbl;-0.0207168546135677;0.135819993086282;0.433463934118676;-0.0479100860229136;0.00650706360249072
Gm5784;-0.0207178024962113;0.135802086097345;0.433463934118676;-0.0479110321358458;0.00650611535298041
Dnaaf5;-0.0207226216238333;0.135711073408002;0.43325388418629;-0.0479158422653282;0.00650129435941509
Ccdc58;-0.0207261139227592;0.135645148263886;0.433249827700812;-0.0479193280427434;0.00649780070749683
Cip2a;-0.0207347646909028;0.135481951672615;0.432866127538873;-0.047927962653611;0.00648914658499577
Ccnb2;-0.0207358625739385;0.135461250974107;0.432866127538873;-0.0479290584858099;0.00648804827596154
Rps27l;-0.0207374372597191;0.135431564374153;0.432842724739841;-0.0479306302299757;0.0064864729790596
Best3;-0.0207392110606969;0.135398129992721;0.432804675980869;-0.0479324007172174;0.0064846984895238
Cct6b;-0.0207429451170583;0.135327767582236;0.432786209307302;-0.0479361277972223;0.00648096298310771
Taf1d;-0.020749177741601;0.135210386495974;0.432479618095239;-0.047942348775634;0.00647472793654324
Map3k3;-0.0207527535777476;0.13514307709576;0.432401922466347;-0.0479459179291075;0.00647115070985741
Trnau1ap;-0.0207600567294868;0.135005687346179;0.432168683554177;-0.0479532074302521;0.00646384471596888
Ckap2l;-0.0207754701864533;0.134716077540509;0.43139610189866;-0.0479685920678406;0.006448425251046
Arrdc2;-0.0207760818838798;0.134704594016103;0.43139610189866;-0.047969202621277;0.00644781331492104
5031425F14Rik;-0.0207766188834586;0.134694513433572;0.43139610189866;-0.0479697386165482;0.00644727610577577
Dedd2;-0.0207889081071982;0.134463978794848;0.431121110958985;-0.0479820048524474;0.00643498208181839
Pear1;-0.0208004302323473;0.134248111321976;0.430497652242095;-0.047993505417217;0.00642345544860787
Frs2;-0.0208051066797371;0.134160574358601;0.430285581737549;-0.0479981731119089;0.00641877716948197
Pon3;-0.0208099672957366;0.13406963677285;0.430131169493236;-0.0480030246292516;0.00641391464834555
Trip12;-0.0208193278469078;0.133894643866292;0.429638312153883;-0.048012367654658;0.00640455042464386
Itsn1;-0.0208244847492496;0.133798312488259;0.42953488916504;-0.0480175148996961;0.00639939149699657
Mettl21a;-0.0208312925617608;0.133671224054517;0.429195434781658;-0.0480243099610409;0.00639258100858746
Eln;-0.0208331782765416;0.133636037995028;0.429151001887231;-0.0480261921433959;0.00639069455215561
Slc49a4;-0.0208338538319338;0.133623434368138;0.429151001887231;-0.0480268664332531;0.00639001873102054
Zfp11;-0.0208349206730486;0.133603532517523;0.429151001887231;-0.0480279312757771;0.00638895147019234
Mrps24;-0.0208431071298792;0.133450890991012;0.428761908517232;-0.0480361023942674;0.00638076179060701
Rad51ap2;-0.0208491649675184;0.133338025750684;0.428673329868225;-0.0480421488794548;0.00637470156583346
Ptp4a1-1;-0.0208528204739763;0.133269954737466;0.428591569362868;-0.0480457975344908;0.0063710446179295
Glt1d1;-0.02085321925698;0.133262530426562;0.428591569362868;-0.0480461955700218;0.006370645677633
Cops3;-0.0208546179387246;0.133236493109572;0.428591569362868;-0.048047591630031;0.00636924644413456
Myt1;-0.020855721243121;0.133215957199795;0.428591569362868;-0.0480486928662819;0.00636814270443012
Fhl3;-0.0208655257113928;0.133033573259145;0.428373036726135;-0.0480584789531626;0.00635833436489698
Ddx52;-0.0208783360527734;0.132795564925635;0.427955954103887;-0.0480712652698825;0.00634551895750293
Ntrk2;-0.0208805690593492;0.132754110777177;0.427914008662219;-0.0480734940877401;0.00634328506694076
Rmi2;-0.020894265796023;0.132500059890898;0.427443505310838;-0.0480871651258779;0.00632958290215827
Rraga;-0.0209087513422644;0.132231787644576;0.426754796439061;-0.0481016234824923;0.00631509160407468
Cables2;-0.0209105181137616;0.132199095844704;0.426742976670583;-0.0481033869369484;0.00631332413025503
Fam92a;-0.0209106067202163;0.132197456462778;0.426742976670583;-0.0481034753770437;0.00631323548857321
Ipo11;-0.0209108227016912;0.132193460475315;0.426742976670583;-0.0481036909530095;0.00631301942122922
Sh3bp2;-0.0209211249877343;0.132002961055695;0.426427049028224;-0.048113973893386;0.0063027130362893
Slc28a2b;-0.0209213864560697;0.13199812901665;0.426427049028224;-0.0481142348706602;0.00630245146385015
Lix1;-0.0209459960424369;0.131543947014832;0.425556140899345;-0.0481387982213862;0.00627783206248296
Slc20a1;-0.0209478740288724;0.131509337642086;0.425516210304017;-0.0481406726781749;0.0062759533256979
Zfp710;-0.0209536605010415;0.131402743229569;0.425445216161063;-0.0481464482735538;0.00627016454033533
Mrpl44;-0.0209546563604228;0.131384404947505;0.425445216161063;-0.0481474422608418;0.0062691682826665
Pde4b;-0.0209598677269066;0.131288472428335;0.425212205772004;-0.0481526438297194;0.00626395483104835
Gas2;-0.0209627378485269;0.131235661488678;0.425109652418129;-0.0481555085547505;0.00626108356042379
Mrpl18;-0.0209737005367998;0.131034096879173;0.424593560535463;-0.0481664506261468;0.00625011647929354
Cd247;-0.0209820791592504;0.130880205857245;0.424163272343737;-0.0481748134870196;0.00624173449503089
Prrg3;-0.0209829218908018;0.130864735078838;0.424163272343737;-0.0481756546330422;0.00624089142513282
Galr3;-0.0209842274197141;0.130840771114065;0.424163272343737;-0.0481769577056351;0.00623958537198975
Shroom3;-0.0210077526232691;0.130409531109608;0.422910599112188;-0.0482004386312578;0.00621605070605225
Pkdcc;-0.0210120683709701;0.130330539035534;0.422790838507559;-0.0482047462528171;0.00621173321918358
Nsl1;-0.0210140493098487;0.130294293907484;0.422741476827332;-0.0482067234614378;0.00620975148168289
Gm36839;-0.0210166077437665;0.130247493955709;0.422726085080986;-0.0482092770773155;0.00620719201600755
Ntn1;-0.0210224994384732;0.130139770183392;0.422486805301374;-0.0482151576754371;0.00620129794395922
Ky;-0.0210309804226272;0.129984825207315;0.422146194045665;-0.0482236226829547;0.00619281353434535
Mrm2;-0.0210426353766714;0.129772126336971;0.421659779497677;-0.0482352556748063;0.0061811538664841
Pik3ap1;-0.0210479805092107;0.129674669907284;0.421411233292295;-0.0482405907326952;0.00617580656964336
Rpain;-0.0210480610963634;0.129673201017186;0.421411233292295;-0.0482406711679432;0.00617572594984817
Klf10;-0.0210498415469291;0.129640751418917;0.421411233292295;-0.0482424482623152;0.00617394477800548
Ier3;-0.0210683352483752;0.129304067114493;0.420750997281105;-0.0482609070924925;0.00615544357437384
Ankrd46;-0.021072195484788;0.129233875873084;0.420726899866658;-0.0482647600477953;0.00615158176965995
Dstn;-0.0210748946334136;0.129184814437155;0.420635297154217;-0.0482674541048535;0.00614888152396689
Nfil3;-0.0210758157174018;0.12916807554084;0.420635297154217;-0.0482683734512546;0.00614796006551379
Slc18a2;-0.0210765827128886;0.129154138186142;0.420635297154217;-0.0482691389998009;0.0061471927581711
Optn;-0.0210799410244099;0.129093126832086;0.420609259109471;-0.0482724909754757;0.00614383308080273
Fbxl22;-0.0210831170316099;0.129035448042978;0.420489481602852;-0.0482756609902041;0.00614065578133453
Xylt1;-0.0210867839054183;0.128968879623396;0.420340691807577;-0.0482793209446954;0.00613698741484817
Cep295;-0.0210934998111185;0.128847028243346;0.420147900855797;-0.0482860241757231;0.00613026877339775
Lrp1b;-0.0210977603142613;0.128769773319051;0.419964106591967;-0.0482902766369111;0.00612600653344825
Polr2f;-0.0211160366054411;0.128438780816858;0.419088591261372;-0.0483085184193128;0.00610772278066172
Rab11fip1;-0.0211242385417867;0.128290454830639;0.418808543920161;-0.0483167048630964;0.00609951748981872
Sart1;-0.0211279721904875;0.128222978642442;0.41865625136414;-0.0483204314581325;0.00609578231288448
Zbtb24;-0.021128359593683;0.12821597889625;0.41865625136414;-0.0483208181293968;0.00609539475107605
Sapcd1;-0.021145603060264;0.127904718140161;0.418024475495312;-0.0483380290091796;0.00607814421628853
D630045J12Rik;-0.0211525863961954;0.12777882960435;0.417816162459174;-0.0483449991433703;0.00607115801323361
Snx17;-0.0211534980862891;0.127762401686069;0.417816162459174;-0.0483459091097519;0.00607024594863443
Tspan31;-0.0211544730487538;0.127744835467736;0.417816162459174;-0.0483468822288268;0.00606927058562298
Med31;-0.021162417588393;0.127601766072876;0.417509489479659;-0.0483548117455708;0.00606132278017409
Gipc1;-0.0211740271049285;0.127392919965567;0.416963756958347;-0.0483663993026813;0.00604970848505938
Utp11;-0.0211763363776692;0.127351409672703;0.416961789682469;-0.0483687042065551;0.00604739826092586
Hdgfl2;-0.0211811161707957;0.127265524003075;0.416748465390753;-0.0483734749559663;0.00604261649765848
Naa20;-0.021190780957333;0.127092000018033;0.416451585389163;-0.0483831214522358;0.00603294772367394
Snx11;-0.0211945908551631;0.127023646760766;0.416295463128738;-0.0483869241385746;0.00602913625257728
Gli3;-0.0212096947972948;0.126752948798857;0.415543791536762;-0.0484019994837452;0.00601402606561072
Trmt11;-0.0212152895396758;0.126652791941417;0.415283163659814;-0.0484075836302089;0.00600842900688732
Rad51;-0.0212359209553663;0.126283981386495;0.414344194191726;-0.0484281759572408;0.00598778903460896
Ankib1;-0.0212406532180095;0.126199504675317;0.414134613530511;-0.0484328992507933;0.00598305480605642
Gm49893;-0.0212490927765921;0.126048957368104;0.413708112648328;-0.0484413228108026;0.00597461173842484
Lypla1;-0.0212543640748165;0.125954997381384;0.413534756223741;-0.0484465841144506;0.00596933824649996
Plagl2;-0.0212624582651371;0.125810826006879;0.413263894643185;-0.0484546629549496;0.00596124068475799
Fbxo31;-0.0212634707017893;0.125792801824787;0.413263894643185;-0.0484556734713666;0.00596022782615087
Ube2d1;-0.0212637967740755;0.125786997261342;0.413263894643185;-0.0484559989251969;0.00595990161795508
Utp15;-0.021276143361043;0.125567363407186;0.412733928478527;-0.048468322090348;0.00594754988056559
Eif5a2;-0.02127663910432;0.12555855085518;0.412733928478527;-0.0484688168930135;0.00594705393031403
Imp4;-0.0212825628045282;0.125453285805508;0.412493850923805;-0.0484747293527007;0.0059411277559046
Dhx15;-0.0212959844526924;0.125215035445424;0.411777827181312;-0.0484881255255579;0.00592770049473405
Ciapin1;-0.0213119805048519;0.12493154696791;0.410912776291868;-0.0485040912032189;0.00591169774011672
Ptcd2;-0.0213144088182434;0.124888555187251;0.410845053321192;-0.0485065149043328;0.00590926840802587
Mob1a;-0.0213291555700616;0.124627720697783;0.410181903927233;-0.0485212336396628;0.0058945154629111
Gm2000;-0.0213296832259201;0.124618395613527;0.410181903927233;-0.0485217602928401;0.00589398758522966
Col4a6;-0.021331127753968;0.124592869738827;0.410181903927233;-0.0485232020758375;0.00589254244983435
Utp20;-0.0213380668353094;0.1244703078771;0.40994082053847;-0.0485301279691964;0.00588560044939243
Snap29;-0.0213427935029959;0.124386876717725;0.409926128304333;-0.0485348456521777;0.00588087179181096
Plekhg5;-0.0213604556904355;0.124075504513624;0.40924967153694;-0.0485524742556407;0.00586320215793551
Zfp653;-0.0213638736489078;0.12401531852699;0.409171171565417;-0.0485558857130387;0.00585978275647762
Psen2;-0.0213714129019868;0.123882642197169;0.408800518071191;-0.0485634106239568;0.00585224031824356
Aarsd1;-0.02137930704041;0.123743839267188;0.408409522375355;-0.0485712897418013;0.00584434284141508
Cenpl;-0.021380278715673;0.123726762654917;0.408409522375355;-0.0485722595679744;0.00584337075499905
Rnf26;-0.0213810360612967;0.12371345403308;0.408409522375355;-0.0485730154723402;0.00584261308887779
Anp32b;-0.021384038559909;0.123660702959863;0.408336253548314;-0.0485760122567754;0.00583960931934428
Fam98b;-0.0213880851409111;0.123589636110057;0.408168630642433;-0.0485800511357902;0.00583556102469636
2410002F23Rik;-0.021389068471073;0.123572371486751;0.408168630642433;-0.048581032594214;0.00583457727797912
Tcf4;-0.0213903120838937;0.123550539697692;0.408168630642433;-0.0485822738397816;0.00583333313826741
Mrpl55;-0.0213931811331392;0.123500184636834;0.408074328033247;-0.048585137427388;0.00583046287314837
Luzp1;-0.0213934636016935;0.12349522786021;0.408074328033247;-0.0485854193581995;0.00583018028486252
Micall2;-0.0213988614942607;0.123400535116987;0.407879144599935;-0.048590806973824;0.00582478010342495
B930018H19Rik;-0.0214003417528456;0.123374577525321;0.407879144599935;-0.0485922844138969;0.00582329921688805
Cda;-0.0214011728841032;0.123360004800939;0.407879144599935;-0.0485931139625724;0.00582246773299747
Fem1c;-0.0214061272541581;0.123273164720526;0.407793389892502;-0.048598058898084;0.0058175112601177
Ccdc71;-0.021416746728556;0.123087187580054;0.407312219246394;-0.0486086581454624;0.00580688727390065
Fam13a;-0.0214282885160993;0.122885306590986;0.406778086349186;-0.048620177942302;0.0057953405757123
Zfp91;-0.0214302711133289;0.122850654401188;0.406730353331206;-0.0486221567613377;0.00579335713422321
Gabpa;-0.0214407659879432;0.122667350178088;0.406373153156824;-0.0486326316325343;0.00578285778695483
Wnt9a;-0.0214539839711889;0.12243678794571;0.405761086065382;-0.0486458244135582;0.00576963416199352
Prkd3;-0.0214542204382482;0.122432666317942;0.405761086065382;-0.0486460604296684;0.00576939759391839
Dr1;-0.0214655550982303;0.122235229935149;0.405419851255963;-0.048657373470587;0.00575805808833392
Rps6ka6;-0.0214814463663033;0.121958841764336;0.404577326070702;-0.0486732344168427;0.00574216001490571
S100b;-0.0214825625123625;0.121939447613635;0.404577326070702;-0.04867434843269;0.00574104339034537
Panx2;-0.0214859292078598;0.121880962521025;0.404577326070702;-0.048677708702297;0.00573767525110634
Eif3l;-0.0214869620571916;0.121863024607535;0.404577326070702;-0.0486787395801433;0.00573664195873332
Actrt3;-0.021488404993567;0.121837968000629;0.404577326070702;-0.0486801797621686;0.00573519840331255
Twnk;-0.0214892728269008;0.121822900003858;0.404577326070702;-0.0486810459388838;0.00573433019760812
Bri3;-0.0214920613582716;0.121774493213236;0.404575313966299;-0.048683829146913;0.00573154046945414
Cyp20a1;-0.0215115024823193;0.121437427682254;0.403646926041064;-0.0487032331458749;0.00571209098988061
Cilk1;-0.0215146411654308;0.121383078400986;0.403532995716062;-0.048706365833382;0.00570895095587545
Atad5;-0.0215146516095307;0.121382897583221;0.403532995716062;-0.0487063762575303;0.00570894050727951
Zfp706;-0.0215190145792014;0.121307380298168;0.403513716205598;-0.0487107308920374;0.00570457565888619
Nup62cl;-0.0215198469010991;0.121292978070647;0.403513716205598;-0.048711561623722;0.00570374297846753
Mrpl27;-0.0215345040443883;0.121039574646952;0.402924088280789;-0.0487261907572806;0.00568907951545796
Gfer;-0.0215366298311476;0.121002856893787;0.402897302282691;-0.0487283124807029;0.00568695281115111
Itih2;-0.0215393742204695;0.120955467181912;0.402844227428428;-0.0487310516238964;0.00568420723691167
Pisd;-0.0215402029726453;0.120941159265101;0.402844227428428;-0.0487318787917631;0.00568337812683315
Pah;-0.021544525262845;0.120866558932648;0.402815058723976;-0.0487361928185219;0.00567905396941393
D030056L22Rik;-0.0215469975696144;0.120823904473462;0.402739670308409;-0.0487386603982296;0.00567658059415593
Gpsm1;-0.0215498034483951;0.120775509196218;0.402645117972071;-0.0487414609117554;0.00567377350231896
Mrnip;-0.0215503491738406;0.120766098386543;0.402645117972071;-0.0487420055936434;0.005673227540892
Snx19;-0.0215573994824496;0.120644570299436;0.402475571976365;-0.0487490424189245;0.00566617418214342
Fibcd1;-0.0215588232903964;0.120620039350736;0.402460522998814;-0.0487504635035891;0.00566474975789303
Snrpa1;-0.0215726237857192;0.120382471230296;0.402001464973861;-0.0487642375973425;0.00565094328321979
B3gat2;-0.0215793844189504;0.120266224257651;0.401679997715827;-0.0487709852931094;0.00564417971701658
Pdrg1;-0.0215862619312452;0.120148057748225;0.401409887448966;-0.0487778496417279;0.00563729921848819
Ndufv2;-0.0215904613112936;0.120075950471428;0.401377923566199;-0.0487820409828279;0.00563309801379073
Melk;-0.0215981878411356;0.119943367243687;0.401001415549617;-0.0487897527191337;0.00562536812422668
Nus1;-0.0215995860209297;0.119919387456932;0.400987931810831;-0.048791148221568;0.00562396933611536
Fanca;-0.0216021994982445;0.119874574510198;0.40090476981842;-0.048793756694078;0.0056213547214484
Bub3;-0.0216061906359919;0.119806164303877;0.400790945243901;-0.0487977401880873;0.00561736184609032
Baz1b;-0.0216100162035819;0.119740620751763;0.400656740840994;-0.0488015584282236;0.00561353461215865
Stk11;-0.0216112158872968;0.119720072322337;0.400654671865482;-0.0488027558139126;0.00561233440572093
Epop;-0.0216157137142679;0.119643057197228;0.400463599539774;-0.0488072450244817;0.00560783461827106
Mrpl12;-0.0216232901171948;0.119513416133871;0.400096287183884;-0.0488148069109527;0.00560025491050644
9930012K11Rik;-0.0216267793313246;0.119453748634014;0.399963142703131;-0.0488182894386688;0.00559676417332436
Arhgap23;-0.0216335696664284;0.11933769701566;0.399641133284329;-0.0488250667594943;0.00558997087231735
Pcbp2;-0.0216345826481509;0.119320392015568;0.399641133284329;-0.0488260777995331;0.00558895744792618
Pnkd;-0.0216385426164843;0.11925276182444;0.399489796859979;-0.048830030176863;0.00558499574856718
Tomm7;-0.0216456277550305;0.119131833442162;0.399217744238672;-0.0488371017315314;0.00557790751075375
Ramac;-0.0216534129401471;0.118999067538196;0.398839322227468;-0.0488448719874729;0.00557011891699252
Atp9b;-0.0216631075617294;0.11883390084993;0.398640323801817;-0.0488545480136689;0.00556042004612557
Dcps;-0.021666006561403;0.118784545672725;0.398585498524252;-0.0488574414517403;0.00555751977478608
Gm38604;-0.0216720694383491;0.118681377733122;0.398409057731587;-0.0488634926958507;0.00555145423683747
Arhgef16;-0.0216734870490824;0.118657265327907;0.398409057731587;-0.0488649075863278;0.00555003600362451
Acyp2;-0.0216782097213741;0.118576964215477;0.398287838199457;-0.0488696211954865;0.00554531125679461
Bub1;-0.0216847289318918;0.118466185976256;0.3980487609361;-0.048876127893201;0.00553878918057252
Marcks;-0.0216880642173179;0.118409542232907;0.397991477597081;-0.0488794567760744;0.00553545242813132
Hilpda;-0.0216946345716752;0.118298018852028;0.397807930056018;-0.0488860145159391;0.00552887918205024
Mtap;-0.0217037733876915;0.118143036061413;0.397427954140327;-0.048895135782348;0.00551973633997511
Nsmce3;-0.0217090986088541;0.118052800470072;0.397190869933032;-0.0489004507751996;0.00551440877071461
Otud6b;-0.021712273688345;0.117999024639542;0.397076396439358;-0.0489036197554878;0.0055112322904719
Zfp280b;-0.0217197634771802;0.117872247349424;0.396716187588395;-0.0489110951545648;0.00550373919518515
Fzd6;-0.0217288701568683;0.117718245397041;0.39628902146304;-0.0489201843339392;0.00549462849113255
Fam114a2;-0.0217299333894944;0.117700275493268;0.39628902146304;-0.0489212455230568;0.00549356478835495
Zfp651;-0.0217300856085874;0.117697702984525;0.39628902146304;-0.0489213974495832;0.00549341250194703
Acads;-0.0217332161237233;0.117644806933916;0.39628902146304;-0.0489245219475588;0.00549028060214313
Cdc7;-0.0217334685471653;0.11764054256888;0.39628902146304;-0.0489247738857947;0.00549002806702766
Dgke;-0.0217366259214728;0.117587213088862;0.396287635326974;-0.0489279251907337;0.00548686929558755
Cfap47;-0.0217395316638807;0.117538150545858;0.396188705637724;-0.0489308253470025;0.00548396226691362
Myl12a;-0.0217434738581993;0.117471613515978;0.396030831211087;-0.048934759961924;0.00548001832679409
