Differential motif activity beta cells;names;scores;logfoldchanges;pvals;pvals_adj;Motif_ID;direct_TF;TF_name
4005;M10445_2.00;-2.9847991;-0.1631984;0.00283764667549578;0.00333638457603747;M10445_2.00;;['E2f4', 'E2f3', 'E2f2', 'E2f1', 'E2f5', 'E2f6']
4006;M11337_2.00;-2.9923222;-0.16008054;0.00276863819171934;0.00325652065030317;M11337_2.00;;['Tcf7', 'Tcf7l2', 'Lef1', 'Tcf7l1']
4007;M00294_2.00;-3.0165505;-0.14352208;0.00255668543645029;0.00301016174918012;M00294_2.00;;['Hoxc13', 'Hoxd13', 'Hoxa13', 'Hoxb13']
4008;M02764_2.00;-3.0183632;-0.13532172;0.00254144047557744;0.00299279871159638;M02764_2.00;;['Tfap2a', 'Tfap2b', 'Tfap2c', 'Tfap2e', 'Tfap2d']
4009;M09937_2.00;-3.0211356;-0.15628864;0.00251828541111565;0.00296669313662086;M09937_2.00;;['Hlf', 'Tef']
4010;M02848_2.00;-3.030981;-0.15976678;0.00243760615244884;0.00287277354513567;M02848_2.00;;['Nfil3']
4011;M09348_2.00;-3.050032;-0.14371021;0.00228817068695921;0.0026987759386885;M09348_2.00;;['Nfkb1']
4012;M03098_2.00;-3.059036;-0.15628305;0.00222050421272237;0.00262050870002205;M03098_2.00;;['Hoxc13', 'Hoxd13', 'Hoxa13', 'Hoxb13']
4013;M04812_2.00;-3.059735;-0.14349079;0.00221532863600035;0.00261491391892171;M04812_2.00;;['Foxp4', 'Foxp2', 'Foxp1', 'Foxj3', 'Foxk2', 'Foxp3', 'Foxc2']
4014;M09806_2.00;-3.0642965;-0.30660325;0.00218182635218815;0.0025758742995798;M09806_2.00;;['Tfap4']
4015;M06224_2.00;-3.0643675;-0.15103723;0.00218130793368916;0.00257576789970677;M06224_2.00;;['Hoxc13', 'Cdx1', 'Cdx2', 'Cdx4', 'Hoxa13']
4016;M09471_2.00;-3.065102;-0.33513182;0.00217595755038754;0.0025699545773823;M09471_2.00;Tal1;['Tal1', 'Lyl1']
4017;M02214_2.00;-3.0678506;-0.15396908;0.00215604331940495;0.00254693469316467;M02214_2.00;;['Hoxb6', 'Hoxa10', 'Hoxc8', 'Hoxc6', 'Hoxb9', 'Hoxc10', 'Hoxd8', 'Hoxc9', 'Hoxa9', 'Hoxa7', 'Hoxb7', 'Hoxa6', 'Hoxd9', 'Hoxd10', 'Hoxb8']
4018;M05529_2.00;-3.080646;-0.16577964;0.00206552016772986;0.00244191827967906;M05529_2.00;;['Irf6']
4019;M02432_2.00;-3.09356;-0.16296294;0.00197770599120546;0.00233902140238145;M02432_2.00;;['Lcor']
4020;M02140_2.00;-3.106083;-0.17245403;0.00189583595321261;0.00224263521294662;M02140_2.00;;['Dlx3', 'Vax1', 'Lhx1', 'Dlx4', 'Otp', 'Dlx2', 'Lhx5', 'Pdx1', 'Dlx6', 'Dlx5', 'Vax2', 'Gsx2', 'En2', 'Dlx1', 'Hoxb3', 'Gsx1', 'En1', 'Noto', 'Hoxd3', 'Hoxa3']
4021;M10563_2.00;-3.1176105;-0.16541168;0.00182323555463041;0.00215760303533004;M10563_2.00;;['Foxo4']
4022;M04321_2.00;-3.118499;-0.21814878;0.00181774687014128;0.0021515311310824;M04321_2.00;;['Atf3', 'Jdp2']
4023;M04701_2.00;-3.1357136;-0.15865815;0.00171436495556834;0.00203076439684617;M04701_2.00;;['E2f4', 'E2f3', 'E2f2', 'E2f1', 'E2f5', 'E2f6']
4024;M09054_2.00;-3.1370642;-0.14745405;0.00170648703184493;0.00202183077413621;M09054_2.00;;['Spi1', 'Elf3', 'Spic', 'Ehf', 'Elf5', 'Etv6', 'Elf4', 'Elf1', 'Elf2']
4025;M03316_2.00;-3.14595;-0.17587201;0.00165548313644172;0.00196294865586761;M03316_2.00;;['Pou3f1']
4026;M06872_2.00;-3.1591482;-0.17653778;0.00158231005739607;0.00187766627568665;M06872_2.00;;['E2f4', 'E2f3', 'E2f2', 'E2f1', 'E2f5', 'E2f6']
4027;M07941_2.00;-3.1664937;-0.12235248;0.00154288684844342;0.00183196870810241;M07941_2.00;;['E2f4', 'E2f3', 'E2f2', 'E2f1', 'E2f5', 'E2f6']
4028;M02895_2.00;-3.1712801;-0.16795737;0.00151768708698026;0.00180311539729342;M02895_2.00;;['Zbtb7b']
4029;M07651_2.00;-3.1752372;-0.13876493;0.00149714050176146;0.00177905611096492;M07651_2.00;;['Zfp454']
4030;M09178_2.00;-3.187701;-0.22047186;0.00143408798898432;0.00170514139299164;M09178_2.00;Meis1;['Pknox1', 'Meis1', 'Meis2', 'Pknox2', 'Meis3', 'Tgif1', 'Tgif2']
4031;M09148_2.00;-3.187701;-0.22047186;0.00143408798898432;0.00170514139299164;M09148_2.00;;['Pknox1', 'Meis1', 'Meis2', 'Pknox2', 'Meis3', 'Tgif1', 'Tgif2']
4032;M04272_2.00;-3.1910655;-0.19053513;0.00141749087246097;0.00168607399267806;M04272_2.00;;['Fosb', 'Fos', 'Fosl1', 'Fosl2']
4033;M10405_2.00;-3.1935654;-0.14738089;0.00140527477581916;0.00167253562275409;M10405_2.00;;['Nfya']
4034;M09351_2.00;-3.1948688;-0.17045076;0.00139894475926566;0.00166533131081229;M09351_2.00;;['Rela']
4035;M04493_2.00;-3.2014441;-0.1433106;0.00136740604682295;0.00162843167635509;M04493_2.00;;['Zic1', 'Zic4', 'Zic2', 'Zic3']
4036;M06426_2.00;-3.208446;-0.17168367;0.00133454356269086;0.00158961081125428;M06426_2.00;;['Pparg', 'Rarg', 'Ppard', 'Nr2f6', 'Nr2c2', 'Nr2c1', 'Rxrg', 'Rxra', 'Rarb', 'Hnf4g', 'Hnf4a', 'Thrb', 'Ppara', 'Nr4a1', 'Nr5a2', 'Nr5a1', 'Nr4a2', 'Rorc', 'Nr4a3', 'Nr2f2', 'Rora', 'Rorb', 'Rara', 'Rxrb', 'Nr1h4', 'Thra', 'Nr6a1', 'Nr2f1']
4037;M03326_2.00;-3.2471402;-0.16192897;0.00116570928341046;0.00138960864825184;M03326_2.00;;['Hsfy2', 'Hsf5']
4038;M02875_2.00;-3.251204;-0.17368166;0.00114917376873525;0.00137016872426126;M02875_2.00;;['Gli3', 'Gli1', 'Gli2']
4039;M08044_2.00;-3.2533128;-0.15912479;0.0011406783580338;0.00136030926932684;M08044_2.00;Tbx2;['Tbx2', 'Tbx4', 'Tbx5', 'Tbx3']
4040;M01981_2.00;-3.2548885;-0.17778704;0.00113436859853429;0.00135305290590742;M01981_2.00;Foxj3;['Foxj2', 'Foxg1', 'Foxp4', 'Foxp1', 'Foxj3', 'Foxk2', 'Foxp3', 'Foxc2', 'Foxi1', 'Foxi2', 'Foxd2', 'Foxi3', 'Foxk1', 'Foxd3', 'Foxd1']
4041;M07858_2.00;-3.2556825;-0.15177022;0.00113120223339708;0.00134954378727436;M07858_2.00;;['Yy1', 'Mbtps2', 'Yy2']
4042;M10303_2.00;-3.2652078;-0.16918094;0.00109383785779392;0.00130574451702514;M10303_2.00;;['Ikzf3', 'Ikzf1', 'Ikzf2']
4043;M03398_2.00;-3.2667363;-0.18502374;0.00108795018997562;0.00129897408030839;M03398_2.00;;['Esr1', 'Esr2', 'Esrrb', 'Esrra', 'Esrrg']
4044;M03441_2.00;-3.2763565;-0.17402439;0.00105155766635484;0.00125577200267236;M03441_2.00;Trp53;['Trp53']
4045;M09225_2.00;-3.2886899;-0.15906265;0.00100654907943046;0.00120250023116703;M09225_2.00;Pou5f1;['Pou5f1']
4046;M00533_2.00;-3.2990563;-0.17445381;0.00097010419002657;0.00115919066139872;M00533_2.00;Cphx1;['Cphx3', 'Cphx1', 'Cphx2']
4047;M09030_2.00;-3.3059871;-0.13496368;0.000946423980236348;0.00113156934734421;M09030_2.00;;['E2f4', 'E2f3', 'E2f2', 'E2f1', 'E2f5', 'E2f6']
4048;M04051_2.00;-3.328628;-0.13954423;0.000872748953578867;0.00104576852098491;M04051_2.00;;['Tfap2a', 'Tfap2b', 'Tfap2c', 'Tfap2e', 'Tfap2d']
4049;M09355_2.00;-3.3348124;-0.16286242;0.000853569547670844;0.00102319459033136;M09355_2.00;Rela;['Rela']
4050;M09045_2.00;-3.335476;-0.1664004;0.000851535369745769;0.00102095967178051;M09045_2.00;Ebf1;['Ebf3', 'Ebf2', 'Ebf4', 'Ebf1']
4051;M09149_2.00;-3.3431888;-0.16642106;0.000828215682952172;0.000994189444565742;M09149_2.00;;['Hoxc13', 'Hoxd13', 'Hoxa13', 'Hoxb13']
4052;M05810_2.00;-3.344338;-0.16642812;0.000824792166340228;0.000990277518141372;M05810_2.00;;['Tbx19', 'T']
4053;M03586_2.00;-3.3515174;-0.16995552;0.000803699506351967;0.000965531128885483;M03586_2.00;;['Tfap2b', 'Tfap2e']
4054;M04439_2.00;-3.369988;-0.1985455;0.000751714781167968;0.000903801018381479;M04439_2.00;;['Egr3', 'Egr2', 'Egr1', 'Egr4']
4055;M05563_2.00;-3.3724167;-0.16532494;0.00074511627541349;0.000896046646737999;M05563_2.00;;['Pparg', 'Rarg', 'Nr1h3', 'Ppard', 'Nr2f6', 'Nr2c2', 'Nr2c1', 'Rxrg', 'Rxra', 'Rarb', 'Esr1', 'Nr1d1', 'Esr2', 'Nr1d2', 'Ppara', 'Nr4a1', 'Nr5a2', 'Rorc', 'Nr2f2', 'Rora', 'Rorb', 'Rara', 'Rxrb', 'Nr1h4', 'Nr1h5', 'Nr1h2', 'Nr6a1', 'Nr2f1']
4056;M00810_2.00;-3.3745492;-0.15792099;0.000739366859078123;0.000889488355770321;M00810_2.00;Rarg;['Pparg', 'Rarg', 'Nr1h3', 'Ppard', 'Nr2f6', 'Nr2c2', 'Nr2c1', 'Rxrg', 'Rxra', 'Rarb', 'Esr1', 'Nr1d1', 'Esr2', 'Nr1d2', 'Ppara', 'Nr4a1', 'Nr5a2', 'Nr4a2', 'Rorc', 'Nr4a3', 'Nr2f2', 'Rora', 'Rorb', 'Rara', 'Rxrb', 'Nr1h4', 'Nr1h5', 'Nr1h2', 'Nr6a1', 'Nr2f1']
4057;M05892_2.00;-3.3760657;-0.17144726;0.000735303483290872;0.000884776940478452;M05892_2.00;;['Sox9', 'Sox8', 'Sox17', 'Sox10', 'Sox30', 'Sox15', 'Sox5', 'Sox3', 'Sox18', 'Sox12', 'Sox6', 'Sox14', 'Sox21', 'Sox7', 'Sox11', 'Sry', 'Sox13', 'Sox2', 'Sox4', 'Sox1']
4058;M02770_2.00;-3.383364;-0.14665774;0.000716036995182067;0.000862284038651372;M02770_2.00;Tfap2a;['Tfap2a', 'Tfap2b', 'Tfap2c', 'Tfap2e', 'Tfap2d']
4059;M10302_2.00;-3.3953536;-0.16896364;0.000685400145329498;0.000825720447518349;M10302_2.00;;['Ikzf3', 'Ikzf1', 'Ikzf2']
4060;M02894_2.00;-3.4015143;-0.1749626;0.000670136072561953;0.000808140834246559;M02894_2.00;;['Zic1', 'Zic4', 'Zic2', 'Zic3']
4061;M03584_2.00;-3.4044762;-0.15917845;0.000662910623278405;0.000799587743360676;M03584_2.00;;['Tfap2b', 'Tfap2e']
4062;M05626_2.00;-3.413445;-0.18110566;0.00064147131804911;0.000774349359042021;M05626_2.00;;['Vdr', 'Nr1i2']
4063;M04055_2.00;-3.4199965;-0.1686563;0.000626219176189149;0.000756089565469092;M04055_2.00;;['Tfap2a', 'Tfap2b', 'Tfap2c', 'Tfap2e', 'Tfap2d']
4064;M00656_2.00;-3.429202;-0.17501578;0.000605358394867798;0.000731049274444767;M00656_2.00;;['Dmrtc2', 'Dmrt1', 'Dmrt3', 'Dmrta1', 'Dmrta2', 'Dmrt2']
4065;M00369_2.00;-3.4297235;-0.17200096;0.000604196659046494;0.000729792871561682;M00369_2.00;;['Nr2e3']
4066;M10762_2.00;-3.4363227;-0.15870687;0.000589668417840887;0.000712530814726762;M10762_2.00;;['Cdx1', 'Cdx2', 'Cdx4', 'Nkx2-6']
4067;M07545_2.00;-3.4610012;-0.19665098;0.000538170583913722;0.00065082603894171;M07545_2.00;;['Tead4', 'Tead2', 'Tead1']
4068;M06455_2.00;-3.4610012;-0.19665098;0.000538170583913722;0.00065082603894171;M06455_2.00;;['Tead4', 'Tead2', 'Tead1']
4069;M04130_2.00;-3.4646382;-0.17702141;0.000530945009213344;0.000642475510142667;M04130_2.00;;['Clock']
4070;M03476_2.00;-3.4696972;-0.23577845;0.000521045326443961;0.000630623182377538;M03476_2.00;;['Nfix', 'Nfib', 'Nfia', 'Nfic']
4071;M04156_2.00;-3.4736426;-0.270107;0.000513444651979256;0.000621549141908865;M04156_2.00;;['Ptf1a']
4072;M05512_2.00;-3.4788437;-0.16861074;0.000503582422625076;0.000609733176900988;M05512_2.00;;['Hsfy2', 'Hsf5']
4073;M02722_2.00;-3.4826941;-0.17882986;0.000496395310530775;0.000601152113880805;M02722_2.00;Spz1;['Spz1']
4074;M04620_2.00;-3.483239;-0.18274115;0.000495385819047683;0.000600050416062995;M04620_2.00;;['Zfp647']
4075;M11192_2.00;-3.4929779;-0.17630851;0.000477666286138874;0.000578936929633049;M11192_2.00;;['Pparg', 'Rarg', 'Ppard', 'Nr2f6', 'Nr2c2', 'Nr2c1', 'Rxrg', 'Rxra', 'Rarb', 'Hnf4g', 'Hnf4a', 'Thrb', 'Ppara', 'Nr4a1', 'Nr5a2', 'Nr5a1', 'Nr4a2', 'Rorc', 'Nr4a3', 'Nr2f2', 'Rora', 'Rorb', 'Rara', 'Rxrb', 'Nr1h4', 'Thra', 'Nr6a1', 'Nr2f1']
4076;M10578_2.00;-3.4951932;-0.17445832;0.000473718609148452;0.000574268033746985;M10578_2.00;;['Gata6', 'Gata2', 'Gata3', 'Gata5', 'Gata4', 'Gata1']
4077;M09519_2.00;-3.5013304;-0.18335749;0.000462941673248713;0.000561316778814065;M09519_2.00;Rbpjl;['Rbpjl']
4078;M02760_2.00;-3.510216;-0.15034752;0.000447742807552142;0.000543107148975107;M02760_2.00;;['Tfap2a', 'Tfap2b', 'Tfap2c', 'Tfap2e', 'Tfap2d']
4079;M05733_2.00;-3.515808;-0.20624557;0.000438417796520329;0.000531903293982905;M05733_2.00;;['Runx1', 'Runx2', 'Runx3']
4080;M02912_2.00;-3.518308;-0.1722819;0.000434308113851196;0.000527023607082545;M02912_2.00;;['Zic1', 'Zic4', 'Zic2', 'Zic3']
4081;M02412_2.00;-3.5275965;-0.18008073;0.000419350996959899;0.000508976164624992;M02412_2.00;;['Pparg', 'Rarg', 'Nr1h3', 'Ppard', 'Nr2f6', 'Nr2c2', 'Nr2c1', 'Rxrg', 'Rxra', 'Rarb', 'Hnf4a', 'Esr1', 'Nr1d1', 'Esr2', 'Nr1d2', 'Ppara', 'Nr4a1', 'Nr5a2', 'Nr4a2', 'Rorc', 'Nr4a3', 'Nr2f2', 'Rora', 'Rorb', 'Rara', 'Rxrb', 'Nr1h4', 'Nr1h5', 'Nr1h2', 'Nr6a1', 'Nr2f1']
4082;M04865_2.00;-3.5475953;-0.19518703;0.000388765291964362;0.000472521112747306;M04865_2.00;;['Gata6', 'Gata2', 'Gata3', 'Gata5', 'Gata4', 'Gata1']
4083;M05625_2.00;-3.5517063;-0.19383015;0.000382741866958909;0.000465388109157072;M05625_2.00;;['Vdr', 'Nr1i2']
4084;M02954_2.00;-3.5604615;-0.17804642;0.000370203394061067;0.000450324274248232;M02954_2.00;;['E2f4', 'E2f3', 'E2f2', 'E2f1', 'E2f5', 'E2f6']
4085;M05518_2.00;-3.5705795;-0.18026012;0.000356192349746371;0.000433368559857308;M05518_2.00;;['Hsfy2', 'Hsf5']
4086;M09681_2.00;-3.5799036;-0.20123498;0.000343721072451054;0.000418364405934151;M09681_2.00;;['Otx1', 'Gsc', 'Pitx1', 'Otx2', 'Gsc2', 'Pitx3', 'Pitx2', 'Dmbx1', 'Crx', 'Obox6', 'Rhox9', 'ENSMUSG00000097436']
4087;M00502_2.00;-3.5825336;-0.18538715;0.000340277702692201;0.000414340980763494;M00502_2.00;Duxbl1;['Duxbl1', 'Duxbl3', 'Duxbl2']
4088;M04409_2.00;-3.6022007;-0.15327333;0.000315534597773511;0.000384679722483255;M04409_2.00;;['Yy1', 'Mbtps2', 'Yy2']
4089;M11191_2.00;-3.6112285;-0.19223563;0.000304749931991711;0.000371607074411628;M11191_2.00;;['Pparg', 'Rarg', 'Ppard', 'Nr2f6', 'Nr2c2', 'Nr2c1', 'Rxrg', 'Rxra', 'Rarb', 'Hnf4g', 'Hnf4a', 'Thrb', 'Ppara', 'Nr4a1', 'Nr5a2', 'Nr5a1', 'Nr4a2', 'Rorc', 'Nr4a3', 'Nr2f2', 'Rora', 'Rorb', 'Rara', 'Rxrb', 'Nr1h4', 'Thra', 'Nr6a1', 'Nr2f1']
4090;M08052_2.00;-3.6393192;-0.41911587;0.000273359784178472;0.000333465667758485;M08052_2.00;;['Twist2', 'Twist1']
4091;M04047_2.00;-3.6403737;-0.16668692;0.00027224269189609;0.000332170328476991;M04047_2.00;;['Tfap2a', 'Tfap2b', 'Tfap2c', 'Tfap2e', 'Tfap2d']
4092;M04806_2.00;-3.6444373;-0.19583243;0.000267977389191386;0.000327032471306209;M04806_2.00;;['Spi1', 'Spic', 'Spib']
4093;M02872_2.00;-3.6447809;-0.21802855;0.000267619652787793;0.000326662186293036;M02872_2.00;;['Atf7', 'Gm28047']
4094;M06876_2.00;-3.664602;-0.19688816;0.000247723540696417;0.000302560798892822;M06876_2.00;;['E2f7', 'E2f8']
4095;M04286_2.00;-3.6666753;-0.24979709;0.000245724498600217;0.000300180202027566;M04286_2.00;;['Atf3', 'Jdp2']
4096;M03569_2.00;-3.666699;-0.17457746;0.000245701740108062;0.000300180202027566;M03569_2.00;;['Tbx4', 'Tbx5', 'Tbx15', 'Tbx20', 'Tbx18']
4097;M08072_2.00;-3.6725516;-0.2311661;0.00024014055396152;0.00029353766087898;M08072_2.00;;['Jun', 'Junb', 'Jund']
4098;M04567_2.00;-3.6756084;-0.19163276;0.000237283286937309;0.000290163010907072;M04567_2.00;;['Zic1', 'Zic4', 'Zic2', 'Zic3']
4099;M09111_2.00;-3.689541;-0.23482676;0.000224658899077362;0.000274948843925774;M09111_2.00;Foxc1;['Foxg1', 'Foxp4', 'Foxf2', 'Foxk2', 'Foxf1', 'Foxc2', 'Foxi1', 'Foxc1', 'Foxl2', 'Foxd4', 'Foxd2', 'Foxi3', 'Foxd3', 'Foxe1', 'Foxs1', 'Foxd1', 'Gm5294', 'Foxl1']
4100;M09083_2.00;-3.689541;-0.23482676;0.000224658899077362;0.000274948843925774;M09083_2.00;;['Foxg1', 'Foxp4', 'Foxf2', 'Foxk2', 'Foxf1', 'Foxc2', 'Foxi1', 'Foxc1', 'Foxl2', 'Foxd4', 'Foxd2', 'Foxi3', 'Foxd3', 'Foxe1', 'Foxs1', 'Foxd1', 'Gm5294', 'Foxl1']
4101;M08208_2.00;-3.6955597;-0.17596978;0.000219402903888699;0.000268789786919258;M08208_2.00;;['Six2', 'Six4', 'Six5', 'Six1']
4102;M04290_2.00;-3.697882;-0.25182664;0.000217406038944724;0.000266451990669161;M04290_2.00;;['Atf3', 'Jdp2']
4103;M04602_2.00;-3.7017324;-0.1851027;0.000214132472664318;0.000262493414309663;M04602_2.00;;['Zfp1']
4104;M06874_2.00;-3.710938;-0.21397385;0.000206492770891343;0.000253283198886505;M06874_2.00;;['E2f7', 'E2f8']
4105;M09584_2.00;-3.7115421;-0.19592117;0.000206000384818869;0.000252730786271049;M09584_2.00;;['Otx1', 'Gsc', 'Pitx1', 'Otx2', 'Gsc2', 'Pitx3', 'Pitx2', 'Dmbx1', 'Crx', 'Obox6', 'Obox1', 'Obox3', 'Rhox9', 'Obox5', 'ENSMUSG00000097436']
4106;M08856_2.00;-3.7151794;-0.17846607;0.000203059636570613;0.000249173771543699;M08856_2.00;;['Zfp523', 'Zfp143']
4107;M08190_2.00;-3.7207003;-0.19631205;0.000198671095389142;0.000243838360749041;M08190_2.00;;['Zeb1', 'Zeb2']
4108;M10528_2.00;-3.7343843;-0.17989369;0.000188174996492911;0.000231097494161399;M10528_2.00;;['Foxj2', 'Foxj3', 'Foxj1', 'Foxk2', 'Foxp3', 'Foxi1', 'Foxi2', 'Foxi3']
4109;M02768_2.00;-3.7425947;-0.1546969;0.000182129897244432;0.000223856366651955;M02768_2.00;Tfap2a;['Tfap2a', 'Tfap2b', 'Tfap2c', 'Tfap2e', 'Tfap2d']
4110;M00763_2.00;-3.7552953;-0.18418261;0.000173137242491128;0.000212934023791747;M00763_2.00;XP_002726925.1;['XP_002726925.1']
4111;M00794_2.00;-3.758506;-0.22818033;0.000170930965418916;0.000210349667695798;M00794_2.00;Foxo4;['Foxo4', 'Foxo1', 'Foxo3', 'Foxo6']
4112;M09301_2.00;-3.7726047;-0.18646203;0.000161552204771892;0.000198848743245632;M09301_2.00;Nr1h3;['Rarg', 'Nr1h3', 'Nr2f6', 'Nr2c2', 'Nr2c1', 'Rarb', 'Esr1', 'Esr2', 'Rorc', 'Nr2f2', 'Rora', 'Rorb', 'Rara', 'Nr1h4', 'Nr1h5', 'Nr1h2', 'Nr2f1']
4113;M04875_2.00;-3.7755783;-0.22396019;0.000159636840576921;0.000196571654223916;M04875_2.00;;['Gata6', 'Gata2', 'Gata3', 'Gata5', 'Gata4', 'Gata1']
4114;M09261_2.00;-3.778647;-0.17821786;0.000157682844342615;0.000194205329894836;M09261_2.00;Myb;['Myb', 'Mybl1']
4115;M11309_2.00;-3.7789905;-0.20729865;0.00015746546387519;0.000193977324814705;M11309_2.00;;['Sox9', 'Sox8', 'Sox17', 'Sox10', 'Sox30', 'Sox15', 'Sox5', 'Sox3', 'Sox18', 'Sox12', 'Sox6', 'Sox14', 'Sox21', 'Sox7', 'Sox11', 'Sry', 'Sox13', 'Sox2', 'Sox4', 'Sox1']
4116;M02837_2.00;-3.7941554;-0.22346206;0.00014814689418279;0.000182685138735964;M02837_2.00;;['Atf3', 'Jdp2']
4117;M08775_2.00;-3.795577;-0.21873957;0.000147300422699322;0.00018167857713571;M08775_2.00;Tcf4;['Tcf3', 'Tcf12', 'Tcf4']
4118;M04038_2.00;-3.7969277;-0.2064947;0.000146500494616984;0.000180729020436213;M04038_2.00;;['Jun', 'Junb', 'Jund']
4119;M05559_2.00;-3.8058963;-0.20217995;0.000141291562532598;0.000174338829928404;M05559_2.00;;['Mef2d', 'Borcs8', 'Mef2c', 'Mef2a', 'Mef2b']
4120;M00356_2.00;-3.807472;-0.20200768;0.000140394597649312;0.000173303183551511;M00356_2.00;;['Pax3', 'Pax7']
4121;M10226_2.00;-3.8078039;-0.19314456;0.000140206447604977;0.000173106461896188;M10226_2.00;;['Zic1', 'Zic4', 'Zic2', 'Zic3']
4122;M00505_2.00;-3.8237863;-0.19030526;0.000131417889558301;0.000162388984549748;M00505_2.00;Hoxb13;['Hoxc13', 'Hoxd13', 'Hoxa13', 'Hoxb13']
4123;M03430_2.00;-3.8307762;-0.19484775;0.00012773961894276;0.000157941214704308;M03430_2.00;Esrra;['Esr1', 'Esr2', 'Esrrb', 'Esrra', 'Esrrg']
4124;M03341_2.00;-3.8391287;-0.23229042;0.000123471640339878;0.00015272695290087;M03341_2.00;;['Srf']
4125;M02386_2.00;-3.848133;-0.20636974;0.000119021441054163;0.000147252611911075;M02386_2.00;Myrf;['Myrf']
4126;M09063_2.00;-3.8553364;-0.19032274;0.000115570634301633;0.000143071592155213;M09063_2.00;;['Etv3', 'Etv1', 'Etv2', 'Elk3', 'Gabpa', 'Elk1', 'Etv5', 'Fli1', 'Etv4', 'Ets2', 'Elk4', 'Elf4', 'Ets1', 'Elf1', 'Elf2', 'Erg', 'Erf', 'Fev', 'XP_911724.4']
4127;M02880_2.00;-3.862042;-0.20402175;0.000112443202544692;0.000139228622627914;M02880_2.00;;['Glis3']
4128;M10126_2.00;-3.863606;-0.21077679;0.000111725405278757;0.000138381754430285;M10126_2.00;;['Mecom']
4129;M09347_2.00;-3.872231;-0.21947064;0.000107843675489981;0.000133643491530341;M09347_2.00;;['Relb']
4130;M09352_2.00;-3.872231;-0.21947064;0.000107843675489981;0.000133643491530341;M09352_2.00;Relb;['Relb']
4131;M03083_2.00;-3.8748968;-0.20741887;0.000106669942439621;0.000132243461931948;M03083_2.00;;['Otx1', 'Gsc', 'Pitx1', 'Otx2', 'Gsc2', 'Pitx3', 'Pitx2', 'Dmbx1', 'Crx']
4132;M04177_2.00;-3.87665;-0.23303057;0.000105904470362572;0.000131321543249589;M04177_2.00;;['Nhlh2', 'Nhlh1']
4133;M08203_2.00;-3.8799794;-0.20995714;0.000104465350416032;0.000129563748690867;M08203_2.00;;['Gata6', 'Gata2', 'Gata3', 'Gata5', 'Gata4', 'Gata1']
4134;M10526_2.00;-3.8812232;-0.2564375;0.000103932353067263;0.000128929284518671;M10526_2.00;;['Foxg1', 'Foxp4', 'Foxf2', 'Foxk2', 'Foxf1', 'Foxc2', 'Foxi1', 'Foxc1', 'Foxl2', 'Foxd4', 'Foxd2', 'Foxi3', 'Foxd3', 'Foxe1', 'Foxs1', 'Foxd1', 'Gm5294', 'Foxl1']
4135;M00299_2.00;-3.8859742;-0.19675209;0.000101920335020498;0.000126459437758052;M00299_2.00;;['Hoxc13', 'Hoxd13', 'Hoxa13', 'Hoxb13']
4136;M03343_2.00;-3.888403;-0.23069248;0.000100906004170297;0.000125226724944318;M03343_2.00;;['Mef2d', 'Borcs8', 'Mef2c', 'Mef2a', 'Mef2b']
4137;M04392_2.00;-3.9035916;-0.2633445;9.48E-05;0.000117716005057529;M04392_2.00;;['Snai2']
4138;M08019_2.00;-3.910155;-0.19125393;9.22E-05;0.000114633709119025;M08019_2.00;;['Stat2']
4139;M03383_2.00;-3.9223464;-0.2136854;8.77E-05;0.000109051422400609;M03383_2.00;;['Rarg', 'Ppard', 'Nr2f6', 'Nr2c1', 'Rxrg', 'Rxra', 'Nr4a1', 'Nr4a2', 'Rorc', 'Nr4a3', 'Nr2f2', 'Rora', 'Rorb', 'Rxrb', 'Nr2f1']
4140;M03242_2.00;-3.9226305;-0.20069027;8.76E-05;0.000108945288660153;M03242_2.00;;['Homez']
4141;M03481_2.00;-3.9298694;-0.2301761;8.50E-05;0.000105738874102913;M03481_2.00;;['Nfix', 'Nfib', 'Nfia', 'Nfic']
4142;M09092_2.00;-3.9303553;-0.2000754;8.48E-05;0.000105547304959634;M09092_2.00;;['Foxh1']
4143;M01927_2.00;-3.9333646;-0.21042192;8.38E-05;0.000104255587916747;M01927_2.00;;['Dmrtc2', 'Dmrt1', 'Dmrtb1', 'Dmrt3', 'Dmrta1', 'Dmrta2', 'Dmrt2']
4144;M03175_2.00;-3.9426532;-0.2042179;8.06E-05;0.000100318632478093;M03175_2.00;;['Hoxc13', 'Hoxd13', 'Hoxa13', 'Hoxb13']
4145;M00798_2.00;-3.944904;-0.23248702;7.98E-05;9.94E-05;M00798_2.00;Foxo6;['Foxp4', 'Foxo4', 'Foxo1', 'Foxo3', 'Foxo6']
4146;M05516_2.00;-3.9475105;-0.19968766;7.90E-05;9.83E-05;M05516_2.00;;['Hsfy2', 'Hsf5']
4147;M07602_2.00;-3.9604125;-0.191254;7.48E-05;9.32E-05;M07602_2.00;;['Zkscan6']
4148;M04416_2.00;-3.9675803;-0.19164418;7.26E-05;9.05E-05;M04416_2.00;;['Gli3', 'Gli1', 'Gli2']
4149;M08827_2.00;-3.9720707;-0.24007142;7.13E-05;8.88E-05;M08827_2.00;Atf2;['Atf2', 'Creb5', 'Atf7']
4150;M04700_2.00;-3.973978;-0.18208553;7.07E-05;8.81E-05;M04700_2.00;;['E2f4', 'E2f3', 'E2f2', 'E2f1', 'E2f5', 'E2f6']
